,Report_Date,China_hebei_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
26,2020-02-17,301,15.9805455087941,160.18884557901396,True,27,295.7144527774846,320.37767300129485
27,2020-02-18,306,15.9805455087941,160.18884557901396,True,28,300.38142094562943,320.37767300129485
28,2020-02-19,306,15.9805455087941,160.18884557901396,True,29,304.2135419151589,320.37767300129485
29,2020-02-20,307,15.9805455087941,160.18884557901396,True,30,307.3431362069091,320.37767300129485
30,2020-02-21,308,15.9805455087941,160.18884557901396,True,31,309.88769334483766,320.37767300129485
31,2020-02-22,309,15.9805455087941,160.18884557901396,True,32,311.9491340760057,320.37767300129485
32,2020-02-23,311,15.9805455087941,160.18884557901396,True,33,313.61431251005604,320.37767300129485
33,2020-02-24,311,15.9805455087941,160.18884557901396,True,34,314.95622926415365,320.37767300129485
34,2020-02-25,311,15.9805455087941,160.18884557901396,True,35,316.0355836599485,320.37767300129485
35,2020-02-26,312,15.9805455087941,160.18884557901396,True,36,316.90242137649284,320.37767300129485
36,2020-02-27,317,15.9805455087941,160.18884557901396,True,37,317.597729949904,320.37767300129485
37,2020-02-28,318,15.9805455087941,160.18884557901396,True,38,318.1549016185159,320.37767300129485
38,2020-02-29,318,15.9805455087941,160.18884557901396,True,39,318.60102726143293,320.37767300129485
39,2020-03-01,318,15.9805455087941,160.18884557901396,True,40,318.9580126696145,320.37767300129485
40,2020-03-02,318,15.9805455087941,160.18884557901396,True,41,319.24352427700717,320.37767300129485
41,2020-03-03,318,15.9805455087941,160.18884557901396,True,42,319.4717797150486,320.37767300129485
42,2020-03-04,318,15.9805455087941,160.18884557901396,True,43,319.65420197595654,320.37767300129485
43,2020-03-05,318,15.9805455087941,160.18884557901396,True,44,319.79995652324067,320.37767300129485
44,2020-03-06,318,15.9805455087941,160.18884557901396,True,45,319.91638965116357,320.37767300129485
45,2020-03-07,318,15.9805455087941,160.18884557901396,True,46,320.00938457832797,320.37767300129485
46,2020-03-08,318,15.9805455087941,160.18884557901396,True,47,320.08364965581825,320.37767300129485
47,2020-03-09,318,15.9805455087941,160.18884557901396,True,48,320.14295096036744,320.37767300129485
48,2020-03-10,318,15.9805455087941,160.18884557901396,True,49,320.1902995783384,320.37767300129485
49,2020-03-11,318,15.9805455087941,160.18884557901396,True,50,320.22810213599837,320.37767300129485
50,2020-03-12,318,15.9805455087941,160.18884557901396,True,51,320.2582816167076,320.37767300129485
51,2020-03-13,318,15.9805455087941,160.18884557901396,True,52,320.2823742205818,320.37767300129485
52,2020-03-14,318,15.9805455087941,160.18884557901396,True,53,320.3016069476333,320.37767300129485
53,2020-03-15,318,15.9805455087941,160.18884557901396,True,54,320.31695969636945,320.37767300129485
54,2020-03-16,318,15.9805455087941,160.18884557901396,True,55,320.32921494012595,320.37767300129485
55,2020-03-17,318,15.9805455087941,160.18884557901396,True,56,320.33899744812686,320.37767300129485
56,2020-03-18,318,15.9805455087941,160.18884557901396,True,57,320.34680603489215,320.37767300129485
57,2020-03-19,318,15.9805455087941,160.18884557901396,True,58,320.35303893054197,320.37767300129485
58,2020-03-20,318,15.9805455087941,160.18884557901396,True,59,320.3580140490499,320.37767300129485
59,2020-03-21,318,15.9805455087941,160.18884557901396,True,60,320.36198517752604,320.37767300129485
60,2020-03-22,319,15.9805455087941,160.18884557901396,True,61,320.36515490553796,320.37767300129485
61,2020-03-23,319,15.9805455087941,160.18884557901396,True,62,320.367684949714,320.37767300129485
62,2020-03-24,319,15.9805455087941,160.18884557901396,True,63,320.3697043976047,320.37767300129485
63,2020-03-25,319,15.9805455087941,160.18884557901396,True,64,320.3713162896556,320.37767300129485
64,2020-03-26,319,15.9805455087941,160.18884557901396,True,65,320.37260287399977,320.37767300129485
65,2020-03-27,319,15.9805455087941,160.18884557901396,True,66,320.3736298014861,320.37767300129485
66,2020-03-28,319,15.9805455087941,160.18884557901396,True,67,320.37444947454526,320.37767300129485
67,2020-03-29,319,15.9805455087941,160.18884557901396,True,68,320.375103720489,320.37767300129485
68,2020-03-30,321,15.9805455087941,160.18884557901396,True,69,320.3756259254737,320.37767300129485
69,2020-03-31,321,15.9805455087941,160.18884557901396,True,70,320.37604273790737,320.37767300129485
70,2020-04-01,323,15.9805455087941,160.18884557901396,True,71,320.37637542814815,320.37767300129485
71,2020-04-02,325,15.9805455087941,160.18884557901396,True,72,320.37664097383504,320.37767300129485
72,2020-04-03,326,15.9805455087941,160.18884557901396,True,73,320.3768529262059,320.37767300129485
73,2020-04-04,326,15.9805455087941,160.18884557901396,True,74,320.37702210159154,320.37767300129485
74,2020-04-05,327,15.9805455087941,160.18884557901396,True,75,320.3771571333636,320.37767300129485
75,2020-04-06,327,15.9805455087941,160.18884557901396,True,76,320.3772649124942,320.37767300129485
76,2020-04-07,327,15.9805455087941,160.18884557901396,True,77,320.377350939205,320.37767300129485
77,2020-04-08,327,15.9805455087941,160.18884557901396,True,78,320.377419603649,320.37767300129485
78,2020-04-09,327,15.9805455087941,160.18884557901396,True,79,320.37747440994525,320.37767300129485
79,2020-04-10,327,15.9805455087941,160.18884557901396,True,80,320.3775181550004,320.37767300129485
