,Report_Date,Burkina Faso_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
64,2020-03-26,152,75.15144117373934,345.3884772789697,True,65,143.70113354958977,688.6381164242969
65,2020-03-27,180,75.15144117373934,345.3884772789697,True,66,159.26442590055566,688.6381164242969
66,2020-03-28,207,75.15144117373934,345.3884772789697,True,67,175.971101208145,688.6381164242969
67,2020-03-29,222,75.15144117373934,345.3884772789697,True,68,193.79131727009647,688.6381164242969
68,2020-03-30,246,75.15144117373934,345.3884772789697,True,69,212.67064667064182,688.6381164242969
69,2020-03-31,261,75.15144117373934,345.3884772789697,True,70,232.52867694720965,688.6381164242969
70,2020-04-01,282,75.15144117373934,345.3884772789697,True,71,253.25873139418746,688.6381164242969
71,2020-04-02,288,75.15144117373934,345.3884772789697,True,72,274.7289114380142,688.6381164242969
72,2020-04-03,302,75.15144117373934,345.3884772789697,True,73,296.7845670400181,688.6381164242969
73,2020-04-04,318,75.15144117373934,345.3884772789697,True,74,319.2521768139356,688.6381164242969
74,2020-04-05,345,75.15144117373934,345.3884772789697,True,75,341.9444787301733,688.6381164242969
75,2020-04-06,364,75.15144117373934,345.3884772789697,True,76,364.66655532087543,688.6381164242969
76,2020-04-07,384,75.15144117373934,345.3884772789697,True,77,387.2224661526644,688.6381164242969
77,2020-04-08,414,75.15144117373934,345.3884772789697,True,78,409.42195425143046,688.6381164242969
78,2020-04-09,443,75.15144117373934,345.3884772789697,True,79,431.08674410835147,688.6381164242969
79,2020-04-10,443,75.15144117373934,345.3884772789697,True,80,452.0559985350858,688.6381164242969
80,2020-04-11,484,75.15144117373934,345.3884772789697,True,81,472.19060091284507,688.6381164242969
81,2020-04-12,497,75.15144117373934,345.3884772789697,True,82,491.37606081132475,688.6381164242969
82,2020-04-13,497,75.15144117373934,345.3884772789697,True,83,509.5239828800977,688.6381164242969
83,2020-04-14,528,75.15144117373934,345.3884772789697,True,84,526.5721703594593,688.6381164242969
84,2020-04-15,542,75.15144117373934,345.3884772789697,True,85,542.4835392862816,688.6381164242969
85,2020-04-16,546,75.15144117373934,345.3884772789697,True,86,557.24408831,688.6381164242969
86,2020-04-17,557,75.15144117373934,345.3884772789697,True,87,570.8602001813774,688.6381164242969
87,2020-04-18,565,75.15144117373934,345.3884772789697,True,88,583.3555486734413,688.6381164242969
88,2020-04-19,576,75.15144117373934,345.3884772789697,True,89,594.7678569934275,688.6381164242969
89,2020-04-20,581,75.15144117373934,345.3884772789697,True,90,605.1457101405942,688.6381164242969
90,2020-04-21,600,75.15144117373934,345.3884772789697,True,91,614.5455731489408,688.6381164242969
91,2020-04-22,609,75.15144117373934,345.3884772789697,True,92,623.029116977156,688.6381164242969
92,2020-04-23,616,75.15144117373934,345.3884772789697,True,93,630.660908960338,688.6381164242969
93,2020-04-24,629,75.15144117373934,345.3884772789697,True,94,637.5064879895228,688.6381164242969
94,2020-04-25,629,75.15144117373934,345.3884772789697,True,95,643.6308168729859,688.6381164242969
95,2020-04-26,632,75.15144117373934,345.3884772789697,True,96,649.097085289191,688.6381164242969
96,2020-04-27,635,75.15144117373934,345.3884772789697,True,97,653.9658252121228,688.6381164242969
97,2020-04-28,638,75.15144117373934,345.3884772789697,True,98,658.2942951681811,688.6381164242969
98,2020-04-29,641,75.15144117373934,345.3884772789697,True,99,662.1360886163984,688.6381164242969
99,2020-04-30,645,75.15144117373934,345.3884772789697,True,100,665.5409237213302,688.6381164242969
100,2020-05-01,649,75.15144117373934,345.3884772789697,True,101,668.5545756404904,688.6381164242969
101,2020-05-02,652,75.15144117373934,345.3884772789697,True,102,671.21891727174,688.6381164242969
102,2020-05-03,662,75.15144117373934,345.3884772789697,True,103,673.572039547618,688.6381164242969
103,2020-05-04,672,75.15144117373934,345.3884772789697,True,104,675.6484273847176,688.6381164242969
104,2020-05-05,688,75.15144117373934,345.3884772789697,True,105,677.4791720281804,688.6381164242969
105,2020-05-06,729,75.15144117373934,345.3884772789697,True,106,679.0922046322651,688.6381164242969
106,2020-05-07,736,75.15144117373934,345.3884772789697,True,107,680.5125394345791,688.6381164242969
107,2020-05-08,744,75.15144117373934,345.3884772789697,True,108,681.7625178192327,688.6381164242969
108,2020-05-09,748,75.15144117373934,345.3884772789697,True,109,682.8620469633161,688.6381164242969
