,Report_Date,China_hubei_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
40,2020-03-02,67103,19.702727593880766,33894.19444653611,True,41,67330.59241333426,67788.38843717979
41,2020-03-03,67217,19.702727593880766,33894.19444653611,True,42,67425.72014497829,67788.38843717979
42,2020-03-04,67332,19.702727593880766,33894.19444653611,True,43,67501.16515159802,67788.38843717979
43,2020-03-05,67466,19.702727593880766,33894.19444653611,True,44,67560.96847235112,67788.38843717979
44,2020-03-06,67592,19.702727593880766,33894.19444653611,True,45,67608.3532574166,67788.38843717979
45,2020-03-07,67666,19.702727593880766,33894.19444653611,True,46,67645.88588448009,67788.38843717979
46,2020-03-08,67707,19.702727593880766,33894.19444653611,True,47,67675.60701273402,67788.38843717979
47,2020-03-09,67743,19.702727593880766,33894.19444653611,True,48,67699.13753494012,67788.38843717979
48,2020-03-10,67760,19.702727593880766,33894.19444653611,True,49,67717.76383266163,67788.38843717979
49,2020-03-11,67773,19.702727593880766,33894.19444653611,True,50,67732.50612692743,67788.38843717979
50,2020-03-12,67781,19.702727593880766,33894.19444653611,True,51,67744.17311999494,67788.38843717979
51,2020-03-13,67786,19.702727593880766,33894.19444653611,True,52,67753.40558033691,67788.38843717979
52,2020-03-14,67790,19.702727593880766,33894.19444653611,True,53,67760.71104737523,67788.38843717979
53,2020-03-15,67794,19.702727593880766,33894.19444653611,True,54,67766.49142728817,67788.38843717979
54,2020-03-16,67798,19.702727593880766,33894.19444653611,True,55,67771.06491234909,67788.38843717979
55,2020-03-17,67799,19.702727593880766,33894.19444653611,True,56,67774.68337661117,67788.38843717979
56,2020-03-18,67800,19.702727593880766,33894.19444653611,True,57,67777.5461722411,67788.38843717979
57,2020-03-19,67800,19.702727593880766,33894.19444653611,True,58,67779.8110654443,67788.38843717979
58,2020-03-20,67800,19.702727593880766,33894.19444653611,True,59,67781.60290140437,67788.38843717979
59,2020-03-21,67800,19.702727593880766,33894.19444653611,True,60,67783.0204675669,67788.38843717979
60,2020-03-22,67800,19.702727593880766,33894.19444653611,True,61,67784.14192845617,67788.38843717979
61,2020-03-23,67800,19.702727593880766,33894.19444653611,True,62,67785.02912844595,67788.38843717979
62,2020-03-24,67801,19.702727593880766,33894.19444653611,True,63,67785.73099772804,67788.38843717979
63,2020-03-25,67801,19.702727593880766,33894.19444653611,True,64,67786.28624804625,67788.38843717979
64,2020-03-26,67801,19.702727593880766,33894.19444653611,True,65,67786.7255060809,67788.38843717979
65,2020-03-27,67801,19.702727593880766,33894.19444653611,True,66,67787.07300165776,67788.38843717979
66,2020-03-28,67801,19.702727593880766,33894.19444653611,True,67,67787.34790359154,67788.38843717979
67,2020-03-29,67801,19.702727593880766,33894.19444653611,True,68,67787.56537665671,67788.38843717979
68,2020-03-30,67801,19.702727593880766,33894.19444653611,True,69,67787.73741787036,67788.38843717979
69,2020-03-31,67801,19.702727593880766,33894.19444653611,True,70,67787.8735181439,67788.38843717979
70,2020-04-01,67802,19.702727593880766,33894.19444653611,True,71,67787.98118575723,67788.38843717979
71,2020-04-02,67802,19.702727593880766,33894.19444653611,True,72,67788.06636050339,67788.38843717979
72,2020-04-03,67802,19.702727593880766,33894.19444653611,True,73,67788.13374133267,67788.38843717979
73,2020-04-04,67803,19.702727593880766,33894.19444653611,True,74,67788.18704555984,67788.38843717979
74,2020-04-05,67803,19.702727593880766,33894.19444653611,True,75,67788.22921392744,67788.38843717979
75,2020-04-06,67803,19.702727593880766,33894.19444653611,True,76,67788.26257283344,67788.38843717979
76,2020-04-07,67803,19.702727593880766,33894.19444653611,True,77,67788.28896267047,67788.38843717979
77,2020-04-08,67803,19.702727593880766,33894.19444653611,True,78,67788.30983935544,67788.38843717979
78,2020-04-09,67803,19.702727593880766,33894.19444653611,True,79,67788.32635464922,67788.38843717979
79,2020-04-10,67803,19.702727593880766,33894.19444653611,True,80,67788.33941969751,67788.38843717979
80,2020-04-11,67803,19.702727593880766,33894.19444653611,True,81,67788.34975529759,67788.38843717979
81,2020-04-12,67803,19.702727593880766,33894.19444653611,True,82,67788.3579316639,67788.38843717979
82,2020-04-13,67803,19.702727593880766,33894.19444653611,True,83,67788.36439988654,67788.38843717979
83,2020-04-14,67803,19.702727593880766,33894.19444653611,True,84,67788.36951681755,67788.38843717979
84,2020-04-15,67803,19.702727593880766,33894.19444653611,True,85,67788.3735647583,67788.38843717979
85,2020-04-16,67803,19.702727593880766,33894.19444653611,True,86,67788.376767034,67788.38843717979
86,2020-04-17,68128,19.702727593880766,33894.19444653611,True,87,67788.37930031451,67788.38843717979
87,2020-04-18,68128,19.702727593880766,33894.19444653611,True,88,67788.3813043612,67788.38843717979
88,2020-04-19,68128,19.702727593880766,33894.19444653611,True,89,67788.38288973761,67788.38843717979
89,2020-04-20,68128,19.702727593880766,33894.19444653611,True,90,67788.3841439091,67788.38843717979
