,Report_Date,India_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
54,2020-03-16,119,124.21247865008101,134635.95787597256,False,55,1170.9788633547992,269271.9157519451
55,2020-03-17,142,124.21247865008101,134635.95787597256,False,56,1266.1615408814746,269271.9157519451
56,2020-03-18,156,124.21247865008101,134635.95787597256,False,57,1369.0416067599178,269271.9157519451
57,2020-03-19,194,124.21247865008101,134635.95787597256,False,58,1480.2348688133773,269271.9157519451
58,2020-03-20,244,124.21247865008101,134635.95787597256,False,59,1600.4052732886569,269271.9157519451
59,2020-03-21,330,124.21247865008101,134635.95787597256,False,60,1730.268477202923,269271.9157519451
60,2020-03-22,396,124.21247865008101,134635.95787597256,False,61,1870.5956532569544,269271.9157519451
61,2020-03-23,499,124.21247865008101,134635.95787597256,False,62,2022.2175367305194,269271.9157519451
62,2020-03-24,536,124.21247865008101,134635.95787597256,False,63,2186.0287230410227,269271.9157519451
63,2020-03-25,657,124.21247865008101,134635.95787597256,False,64,2362.992223628284,269271.9157519451
64,2020-03-26,727,124.21247865008101,134635.95787597256,False,65,2554.1442864729725,269271.9157519451
65,2020-03-27,887,124.21247865008101,134635.95787597256,False,66,2760.5994858030995,269271.9157519451
66,2020-03-28,987,124.21247865008101,134635.95787597256,False,67,2983.5560833231243,269271.9157519451
67,2020-03-29,1024,124.21247865008101,134635.95787597256,False,68,3224.3016605358075,269271.9157519451
68,2020-03-30,1251,124.21247865008101,134635.95787597256,False,69,3484.219018330632,269271.9157519451
69,2020-03-31,1397,124.21247865008101,134635.95787597256,False,70,3764.7923358872463,269271.9157519451
70,2020-04-01,1998,124.21247865008101,134635.95787597256,False,71,4067.6135759805566,269271.9157519451
71,2020-04-02,2543,124.21247865008101,134635.95787597256,False,72,4394.38911785798,269271.9157519451
72,2020-04-03,2567,124.21247865008101,134635.95787597256,False,73,4746.94659186161,269271.9157519451
73,2020-04-04,3082,124.21247865008101,134635.95787597256,False,74,5127.241881751839,269271.9157519451
74,2020-04-05,3588,124.21247865008101,134635.95787597256,False,75,5537.366251110299,269271.9157519451
75,2020-04-06,4778,124.21247865008101,134635.95787597256,False,76,5979.553539109294,269271.9157519451
76,2020-04-07,5311,124.21247865008101,134635.95787597256,False,77,6456.187358181177,269271.9157519451
77,2020-04-08,5916,124.21247865008101,134635.95787597256,False,78,6969.808211556098,269271.9157519451
78,2020-04-09,6725,124.21247865008101,134635.95787597256,False,79,7523.120432121145,269271.9157519451
79,2020-04-10,7598,124.21247865008101,134635.95787597256,False,80,8118.99882546693,269271.9157519451
80,2020-04-11,8446,124.21247865008101,134635.95787597256,False,81,8760.494879235903,269271.9157519451
81,2020-04-12,9205,124.21247865008101,134635.95787597256,False,82,9450.842377918443,269271.9157519451
82,2020-04-13,10453,124.21247865008101,134635.95787597256,False,83,10193.462237064128,269271.9157519451
83,2020-04-14,11487,124.21247865008101,134635.95787597256,False,84,10991.966343570033,269271.9157519451
84,2020-04-15,12322,124.21247865008101,134635.95787597256,False,85,11850.160159459883,269271.9157519451
85,2020-04-16,13430,124.21247865008101,134635.95787597256,False,86,12772.043815688812,269271.9157519451
86,2020-04-17,14352,124.21247865008101,134635.95787597256,False,87,13761.811390468632,269271.9157519451
87,2020-04-18,15722,124.21247865008101,134635.95787597256,False,88,14823.848034069777,269271.9157519451
88,2020-04-19,17615,124.21247865008101,134635.95787597256,False,89,15962.724569907954,269271.9157519451
89,2020-04-20,18539,124.21247865008101,134635.95787597256,False,90,17183.189171120994,269271.9157519451
90,2020-04-21,20080,124.21247865008101,134635.95787597256,False,91,18490.15568423915,269271.9157519451
91,2020-04-22,21370,124.21247865008101,134635.95787597256,False,92,19888.688148739002,269271.9157519451
92,2020-04-23,23077,124.21247865008101,134635.95787597256,False,93,21383.98104538921,269271.9157519451
93,2020-04-24,24530,124.21247865008101,134635.95787597256,False,94,22981.33479985742,269271.9157519451
94,2020-04-25,26283,124.21247865008101,134635.95787597256,False,95,24686.126073918753,269271.9157519451
95,2020-04-26,27890,124.21247865008101,134635.95787597256,False,96,26503.77239797748,269271.9157519451
96,2020-04-27,29451,124.21247865008101,134635.95787597256,False,97,28439.69073892838,269271.9157519451
97,2020-04-28,31324,124.21247865008101,134635.95787597256,False,98,30499.249660221943,269271.9157519451
98,2020-04-29,33062,124.21247865008101,134635.95787597256,False,99,32687.71481991621,269271.9157519451
99,2020-04-30,34863,124.21247865008101,134635.95787597256,False,100,35010.18767080074,269271.9157519451
100,2020-05-01,37257,124.21247865008101,134635.95787597256,False,101,37471.537377138346,269271.9157519451
101,2020-05-02,39699,124.21247865008101,134635.95787597256,False,102,40076.32614707702,269271.9157519451
102,2020-05-03,42505,124.21247865008101,134635.95787597256,False,103,42828.728398941814,269271.9157519451
103,2020-05-04,46437,124.21247865008101,134635.95787597256,False,104,45732.44443230361,269271.9157519451
104,2020-05-05,49400,124.21247865008101,134635.95787597256,False,105,48790.609557636686,269271.9157519451
105,2020-05-06,52987,124.21247865008101,134635.95787597256,False,106,52005.69994560413,269271.9157519451
106,2020-05-07,56351,124.21247865008101,134635.95787597256,False,107,55379.43677967039,269271.9157519451
107,2020-05-08,59695,124.21247865008101,134635.95787597256,False,108,58912.69062176724,269271.9157519451
108,2020-05-09,62808,124.21247865008101,134635.95787597256,False,109,62605.38821486007,269271.9157519451
109,2020-05-10,67161,124.21247865008101,134635.95787597256,False,110,66456.42423027068,269271.9157519451
110,2020-05-11,70768,124.21247865008101,134635.95787597256,False,111,70463.58070092561,269271.9157519451
111,2020-05-12,74292,124.21247865008101,134635.95787597256,False,112,74623.45704236356,269271.9157519451
112,2020-05-13,78055,124.21247865008101,134635.95787597256,False,113,78931.41362932841,269271.9157519451
113,2020-05-14,81997,124.21247865008101,134635.95787597256,False,114,83381.53184672848,269271.9157519451
114,2020-05-15,85784,124.21247865008101,134635.95787597256,False,115,87966.5933528825,269271.9157519451
115,2020-05-16,90648,124.21247865008101,134635.95787597256,False,116,92678.08096917628,269271.9157519451
116,2020-05-17,95698,124.21247865008101,134635.95787597256,False,117,97506.20314002967,269271.9157519451
117,2020-05-18,100328,124.21247865008101,134635.95787597256,False,118,102439.94329620326,269271.9157519451
118,2020-05-19,106475,124.21247865008101,134635.95787597256,False,119,107467.13471907165,269271.9157519451
119,2020-05-20,112028,124.21247865008101,134635.95787597256,False,120,112574.56067026508,269271.9157519451
120,2020-05-21,118226,124.21247865008101,134635.95787597256,False,121,117748.07865658219,269271.9157519451
121,2020-05-22,124794,124.21247865008101,134635.95787597256,False,122,122972.76678892803,269271.9157519451
122,2020-05-23,131423,124.21247865008101,134635.95787597256,False,123,128233.08931608705,269271.9157519451
