,Report_Date,Zambia_cases,active_patients,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
63,2020-03-25,12,12,127.66370148881124,1106.4382725981911,True,64,7.081914970795496,1587.76145417961
64,2020-03-26,16,16,127.66370148881124,1106.4382725981911,True,65,7.747917023606329,1587.76145417961
65,2020-03-27,22,22,127.66370148881124,1106.4382725981911,True,66,8.476310993309031,1587.76145417961
66,2020-03-28,28,28,127.66370148881124,1106.4382725981911,True,67,9.272894477559253,1587.76145417961
67,2020-03-29,29,29,127.66370148881124,1106.4382725981911,True,68,10.143994489023555,1587.76145417961
68,2020-03-30,35,35,127.66370148881124,1106.4382725981911,True,69,11.096513967246347,1587.76145417961
69,2020-03-31,35,35,127.66370148881124,1106.4382725981911,True,70,12.137982013974622,1587.76145417961
70,2020-04-01,36,36,127.66370148881124,1106.4382725981911,True,71,13.276608076593636,1587.76145417961
71,2020-04-02,39,38,127.66370148881124,1106.4382725981911,True,72,14.521340301964585,1587.76145417961
72,2020-04-03,39,36,127.66370148881124,1106.4382725981911,True,73,15.881928276160409,1587.76145417961
73,2020-04-04,39,36,127.66370148881124,1106.4382725981911,True,74,17.36899035325052,1587.76145417961
74,2020-04-05,39,35,127.66370148881124,1106.4382725981911,True,75,18.99408575706749,1587.76145417961
75,2020-04-06,39,33,127.66370148881124,1106.4382725981911,True,76,20.76979161224167,1587.76145417961
76,2020-04-07,39,31,127.66370148881124,1106.4382725981911,True,77,22.70978502289649,1587.76145417961
77,2020-04-08,39,31,127.66370148881124,1106.4382725981911,True,78,24.828930267145267,1587.76145417961
78,2020-04-09,39,14,127.66370148881124,1106.4382725981911,True,79,27.14337111048795,1587.76145417961
79,2020-04-10,40,13,127.66370148881124,1106.4382725981911,True,80,29.670628158590354,1587.76145417961
80,2020-04-11,40,10,127.66370148881124,1106.4382725981911,True,81,32.42970106658553,1587.76145417961
81,2020-04-12,43,11,127.66370148881124,1106.4382725981911,True,82,35.44117529443037,1587.76145417961
82,2020-04-13,45,13,127.66370148881124,1106.4382725981911,True,83,38.727332942058936,1587.76145417961
83,2020-04-14,45,13,127.66370148881124,1106.4382725981911,True,84,42.31226700980969,1587.76145417961
84,2020-04-15,48,16,127.66370148881124,1106.4382725981911,True,85,46.22199820426119,1587.76145417961
85,2020-04-16,48,16,127.66370148881124,1106.4382725981911,True,86,50.48459314234671,1587.76145417961
86,2020-04-17,52,20,127.66370148881124,1106.4382725981911,True,87,55.13028249248236,1587.76145417961
87,2020-04-18,57,22,127.66370148881124,1106.4382725981911,True,88,60.19157722557155,1587.76145417961
88,2020-04-19,61,25,127.66370148881124,1106.4382725981911,True,89,65.70338072663107,1587.76145417961
89,2020-04-20,65,27,127.66370148881124,1106.4382725981911,True,90,71.70309403563712,1587.76145417961
90,2020-04-21,70,32,127.66370148881124,1106.4382725981911,True,91,78.23071094143948,1587.76145417961
91,2020-04-22,74,36,127.66370148881124,1106.4382725981911,True,92,85.32889904448955,1587.76145417961
92,2020-04-23,76,36,127.66370148881124,1106.4382725981911,True,93,93.04306223455073,1587.76145417961
93,2020-04-24,84,44,127.66370148881124,1106.4382725981911,True,94,101.42137930393132,1587.76145417961
94,2020-04-25,84,44,127.66370148881124,1106.4382725981911,True,95,110.51481264525182,1587.76145417961
95,2020-04-26,88,43,127.66370148881124,1106.4382725981911,True,96,120.37708018148308,1587.76145417961
96,2020-04-27,88,43,127.66370148881124,1106.4382725981911,True,97,131.06458286860064,1587.76145417961
97,2020-04-28,95,50,127.66370148881124,1106.4382725981911,True,98,142.6362793304144,1587.76145417961
98,2020-04-29,97,40,127.66370148881124,1106.4382725981911,True,99,155.15349847426282,1587.76145417961
99,2020-04-30,106,48,127.66370148881124,1106.4382725981911,True,100,168.67968035073702,1587.76145417961
100,2020-05-01,109,32,127.66370148881124,1106.4382725981911,True,101,183.2800351290631,1587.76145417961
101,2020-05-02,119,41,127.66370148881124,1106.4382725981911,True,102,199.02110994455427,1587.76145417961
102,2020-05-03,124,43,127.66370148881124,1106.4382725981911,True,103,215.97025363136075,1587.76145417961
103,2020-05-04,137,56,127.66370148881124,1106.4382725981911,True,104,234.19497008977416,1587.76145417961
104,2020-05-05,138,43,127.66370148881124,1106.4382725981911,True,105,253.76215236772816,1587.76145417961
105,2020-05-06,146,41,127.66370148881124,1106.4382725981911,True,106,274.7371915780814,1587.76145417961
106,2020-05-07,153,46,127.66370148881124,1106.4382725981911,True,107,297.1829576373119,1587.76145417961
107,2020-05-08,167,52,127.66370148881124,1106.4382725981911,True,108,321.15865258972593,1587.76145417961
108,2020-05-09,252,133,127.66370148881124,1106.4382725981911,True,109,346.71854203352086,1587.76145417961
109,2020-05-10,267,143,127.66370148881124,1106.4382725981911,True,110,373.9105758999248,1587.76145417961
110,2020-05-11,267,143,127.66370148881124,1106.4382725981911,True,111,402.7749164935811,1587.76145417961
111,2020-05-12,441,317,127.66370148881124,1106.4382725981911,True,112,433.34239913177566,1587.76145417961
112,2020-05-13,446,315,127.66370148881124,1106.4382725981911,True,113,465.63295866658325,1587.76145417961
113,2020-05-14,654,523,127.66370148881124,1106.4382725981911,True,114,499.6540632646,1587.76145417961
114,2020-05-15,654,523,127.66370148881124,1106.4382725981911,True,115,535.3992045605837,1587.76145417961
115,2020-05-16,679,489,127.66370148881124,1106.4382725981911,True,116,572.8465000915942,1587.76145417961
116,2020-05-17,753,558,127.66370148881124,1106.4382725981911,True,117,611.957469072046,1587.76145417961
117,2020-05-18,761,562,127.66370148881124,1106.4382725981911,True,118,652.6760453652255,1587.76145417961
118,2020-05-19,772,573,127.66370148881124,1106.4382725981911,True,119,694.9278912478686,1587.76145417961
119,2020-05-20,832,628,127.66370148881124,1106.4382725981911,True,120,738.6200716615567,1587.76145417961
120,2020-05-21,866,557,127.66370148881124,1106.4382725981911,True,121,783.64114070139,1587.76145417961
121,2020-05-22,920,577,127.66370148881124,1106.4382725981911,True,122,829.861679990789,1587.76145417961
122,2020-05-23,920,577,127.66370148881124,1106.4382725981911,True,123,877.1353125622362,1587.76145417961
123,2020-05-24,920,577,127.66370148881124,1106.4382725981911,True,124,925.3001965284371,1587.76145417961
124,2020-05-25,920,577,127.66370148881124,1106.4382725981911,True,125,974.1809811971101,1587.76145417961
125,2020-05-26,920,577,127.66370148881124,1106.4382725981911,True,126,1023.5911857043006,1587.76145417961
126,2020-05-27,1057,271,127.66370148881124,1106.4382725981911,True,127,1073.3359383012662,1587.76145417961
127,2020-05-28,1057,271,127.66370148881124,1106.4382725981911,True,128,1123.2149948045067,1587.76145417961
