,Report_Date,China_guangxi_cases,active_patients,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
67,2020-03-29,254,2,13.249471970342057,126.71140655003809,True,68,253.42126148371997,253.42281309974064
68,2020-03-30,254,2,13.249471970342057,126.71140655003809,True,69,253.4215669506932,253.42281309974064
69,2020-03-31,254,2,13.249471970342057,126.71140655003809,True,70,253.42181228056944,253.42281309974064
70,2020-04-01,254,2,13.249471970342057,126.71140655003809,True,71,253.42200931241814,253.42281309974064
71,2020-04-02,254,0,13.249471970342057,126.71140655003809,True,72,253.42216755460467,253.42281309974064
72,2020-04-03,254,0,13.249471970342057,126.71140655003809,True,73,253.42229464361526,253.42281309974064
73,2020-04-04,254,0,13.249471970342057,126.71140655003809,True,74,253.42239671256016,253.42281309974064
74,2020-04-05,254,0,13.249471970342057,126.71140655003809,True,75,253.42247868713545,253.42281309974064
75,2020-04-06,254,0,13.249471970342057,126.71140655003809,True,76,253.42254452332133,253.42281309974064
76,2020-04-07,254,0,13.249471970342057,126.71140655003809,True,77,253.42259739828728,253.42281309974064
77,2020-04-08,254,0,13.249471970342057,126.71140655003809,True,78,253.42263986371452,253.42281309974064
78,2020-04-09,254,0,13.249471970342057,126.71140655003809,True,79,253.4226739689352,253.42281309974064
79,2020-04-10,254,0,13.249471970342057,126.71140655003809,True,80,253.42270135982895,253.42281309974064
80,2020-04-11,254,0,13.249471970342057,126.71140655003809,True,81,253.42272335825064,253.42281309974064
81,2020-04-12,254,0,13.249471970342057,126.71140655003809,True,82,253.42274102582078,253.42281309974064
82,2020-04-13,254,0,13.249471970342057,126.71140655003809,True,83,253.42275521515808,253.42281309974064
83,2020-04-14,254,0,13.249471970342057,126.71140655003809,True,84,253.4227666110256,253.42281309974064
84,2020-04-15,254,0,13.249471970342057,126.71140655003809,True,85,253.42277576337645,253.42281309974064
85,2020-04-16,254,0,13.249471970342057,126.71140655003809,True,86,253.42278311389413,253.42281309974064
86,2020-04-17,254,0,13.249471970342057,126.71140655003809,True,87,253.42278901730728,253.42281309974064
87,2020-04-18,254,0,13.249471970342057,126.71140655003809,True,88,253.422793758509,253.42281309974064
88,2020-04-19,254,0,13.249471970342057,126.71140655003809,True,89,253.42279756630506,253.42281309974064
89,2020-04-20,254,0,13.249471970342057,126.71140655003809,True,90,253.42280062445607,253.42281309974064
90,2020-04-21,254,0,13.249471970342057,126.71140655003809,True,91,253.4228030805455,253.42281309974064
91,2020-04-22,254,0,13.249471970342057,126.71140655003809,True,92,253.42280505310185,253.42281309974064
92,2020-04-23,254,0,13.249471970342057,126.71140655003809,True,93,253.42280663731876,253.42281309974064
93,2020-04-24,254,0,13.249471970342057,126.71140655003809,True,94,253.42280790964915,253.42281309974064
94,2020-04-25,254,0,13.249471970342057,126.71140655003809,True,95,253.42280893149442,253.42281309974064
95,2020-04-26,254,0,13.249471970342057,126.71140655003809,True,96,253.4228097521678,253.42281309974064
96,2020-04-27,254,0,13.249471970342057,126.71140655003809,True,97,253.42281041127436,253.42281309974064
97,2020-04-28,254,0,13.249471970342057,126.71140655003809,True,98,253.42281094062184,253.42281309974064
98,2020-04-29,254,0,13.249471970342057,126.71140655003809,True,99,253.42281136575602,253.42281309974064
99,2020-04-30,254,0,13.249471970342057,126.71140655003809,True,100,253.4228117071936,253.42281309974064
100,2020-05-01,254,0,13.249471970342057,126.71140655003809,True,101,253.422811981412,253.42281309974064
101,2020-05-02,254,0,13.249471970342057,126.71140655003809,True,102,253.4228122016447,253.42281309974064
102,2020-05-03,254,0,13.249471970342057,126.71140655003809,True,103,253.4228123785199,253.42281309974064
103,2020-05-04,254,0,13.249471970342057,126.71140655003809,True,104,253.42281252057353,253.42281309974064
104,2020-05-05,254,0,13.249471970342057,126.71140655003809,True,105,253.42281263466083,253.42281309974064
105,2020-05-06,254,0,13.249471970342057,126.71140655003809,True,106,253.4228127262877,253.42281309974064
106,2020-05-07,254,0,13.249471970342057,126.71140655003809,True,107,253.42281279987586,253.42281309974064
107,2020-05-08,254,0,13.249471970342057,126.71140655003809,True,108,253.4228128589766,253.42281309974064
108,2020-05-09,254,0,13.249471970342057,126.71140655003809,True,109,253.4228129064422,253.42281309974064
109,2020-05-10,254,0,13.249471970342057,126.71140655003809,True,110,253.42281294456316,253.42281309974064
110,2020-05-11,254,0,13.249471970342057,126.71140655003809,True,111,253.42281297517917,253.42281309974064
111,2020-05-12,254,0,13.249471970342057,126.71140655003809,True,112,253.42281299976776,253.42281309974064
112,2020-05-13,254,0,13.249471970342057,126.71140655003809,True,113,253.42281301951562,253.42281309974064
113,2020-05-14,254,0,13.249471970342057,126.71140655003809,True,114,253.42281303537564,253.42281309974064
114,2020-05-15,254,0,13.249471970342057,126.71140655003809,True,115,253.4228130481133,253.42281309974064
115,2020-05-16,254,0,13.249471970342057,126.71140655003809,True,116,253.42281305834328,253.42281309974064
116,2020-05-17,254,0,13.249471970342057,126.71140655003809,True,117,253.42281306655934,253.42281309974064
117,2020-05-18,254,0,13.249471970342057,126.71140655003809,True,118,253.4228130731578,253.42281309974064
118,2020-05-19,254,0,13.249471970342057,126.71140655003809,True,119,253.42281307845724,253.42281309974064
119,2020-05-20,254,0,13.249471970342057,126.71140655003809,True,120,253.42281308271345,253.42281309974064
120,2020-05-21,254,0,13.249471970342057,126.71140655003809,True,121,253.4228130861316,253.42281309974064
121,2020-05-22,254,0,13.249471970342057,126.71140655003809,True,122,253.42281308887692,253.42281309974064
122,2020-05-23,254,0,13.249471970342057,126.71140655003809,True,123,253.42281309108174,253.42281309974064
123,2020-05-24,254,0,13.249471970342057,126.71140655003809,True,124,253.4228130928525,253.42281309974064
124,2020-05-25,254,0,13.249471970342057,126.71140655003809,True,125,253.42281309427463,253.42281309974064
125,2020-05-26,254,0,13.249471970342057,126.71140655003809,True,126,253.42281309541676,253.42281309974064
126,2020-05-27,254,0,13.249471970342057,126.71140655003809,True,127,253.4228130963341,253.42281309974064
127,2020-05-28,254,0,13.249471970342057,126.71140655003809,True,128,253.4228130970708,253.42281309974064
