,Report_Date,UK_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
44,2020-03-06,163,88.07355451308428,112904.72441924048,True,45,2120.9370549446066,218116.23169400674
45,2020-03-07,206,88.07355451308428,112904.72441924048,True,46,2360.646697352322,218116.23169400674
46,2020-03-08,273,88.07355451308428,112904.72441924048,True,47,2627.13028852437,218116.23169400674
47,2020-03-09,321,88.07355451308428,112904.72441924048,True,48,2923.3025491593053,218116.23169400674
48,2020-03-10,382,88.07355451308428,112904.72441924048,True,49,3252.3775237448713,218116.23169400674
49,2020-03-11,456,88.07355451308428,112904.72441924048,True,50,3617.8950371615306,218116.23169400674
50,2020-03-12,456,88.07355451308428,112904.72441924048,True,51,4023.7484459449224,218116.23169400674
51,2020-03-13,798,88.07355451308428,112904.72441924048,True,52,4474.213465799238,218116.23169400674
52,2020-03-14,1140,88.07355451308428,112904.72441924048,True,53,4973.97776159133,218116.23169400674
53,2020-03-15,1140,88.07355451308428,112904.72441924048,True,54,5528.170868980214,218116.23169400674
54,2020-03-16,1543,88.07355451308428,112904.72441924048,True,55,6142.39387496306,218116.23169400674
55,2020-03-17,1950,88.07355451308428,112904.72441924048,True,56,6822.748114954928,218116.23169400674
56,2020-03-18,2626,88.07355451308428,112904.72441924048,True,57,7575.861943933892,218116.23169400674
57,2020-03-19,2689,88.07355451308428,112904.72441924048,True,58,8408.914406779237,218116.23169400674
58,2020-03-20,3983,88.07355451308428,112904.72441924048,True,59,9329.654367562807,218116.23169400674
59,2020-03-21,5018,88.07355451308428,112904.72441924048,True,60,10346.41336050569,218116.23169400674
60,2020-03-22,5683,88.07355451308428,112904.72441924048,True,61,11468.110100660611,218116.23169400674
61,2020-03-23,6650,88.07355451308428,112904.72441924048,True,62,12704.244248051318,218116.23169400674
62,2020-03-24,8077,88.07355451308428,112904.72441924048,True,63,14064.876668009527,218116.23169400674
63,2020-03-25,9529,88.07355451308428,112904.72441924048,True,64,15560.593092277168,218116.23169400674
64,2020-03-26,11658,88.07355451308428,112904.72441924048,True,65,17202.447787436202,218116.23169400674
65,2020-03-27,14543,88.07355451308428,112904.72441924048,True,66,19001.883615883624,218116.23169400674
66,2020-03-28,17089,88.07355451308428,112904.72441924048,True,67,20970.624776393397,218116.23169400674
67,2020-03-29,19522,88.07355451308428,112904.72441924048,True,68,23120.538592925946,218116.23169400674
68,2020-03-30,22141,88.07355451308428,112904.72441924048,True,69,25463.463047354966,218116.23169400674
69,2020-03-31,25150,88.07355451308428,112904.72441924048,True,70,28010.997395775437,218116.23169400674
70,2020-04-01,29474,88.07355451308428,112904.72441924048,True,71,30774.254241233622,218116.23169400674
71,2020-04-02,33718,88.07355451308428,112904.72441924048,True,72,33763.572922518484,218116.23169400674
72,2020-04-03,38168,88.07355451308428,112904.72441924048,True,73,36988.19606415789,218116.23169400674
73,2020-04-04,41903,88.07355451308428,112904.72441924048,True,74,40455.91362802739,218116.23169400674
74,2020-04-05,47806,88.07355451308428,112904.72441924048,True,75,44172.68177225193,218116.23169400674
75,2020-04-06,51608,88.07355451308428,112904.72441924048,True,76,48142.22715082957,218116.23169400674
76,2020-04-07,55242,88.07355451308428,112904.72441924048,True,77,52365.65078826798,218116.23169400674
77,2020-04-08,60733,88.07355451308428,112904.72441924048,True,78,56841.04905935777,218116.23169400674
78,2020-04-09,65077,88.07355451308428,112904.72441924048,True,79,61563.17223304993,218116.23169400674
79,2020-04-10,73758,88.07355451308428,112904.72441924048,True,80,66523.14307690311,218116.23169400674
80,2020-04-11,78991,88.07355451308428,112904.72441924048,True,81,71708.2587187233,218116.23169400674
81,2020-04-12,84279,88.07355451308428,112904.72441924048,True,82,77101.89791694048,218116.23169400674
82,2020-04-13,88621,88.07355451308428,112904.72441924048,True,83,82683.55280470834,218116.23169400674
83,2020-04-14,93873,88.07355451308428,112904.72441924048,True,84,88428.99893691477,218116.23169400674
84,2020-04-15,98476,88.07355451308428,112904.72441924048,True,85,94310.61022974827,218116.23169400674
85,2020-04-16,103093,88.07355451308428,112904.72441924048,True,86,100297.81657313398,218116.23169400674
86,2020-04-17,108692,88.07355451308428,112904.72441924048,True,87,106357.69222984528,218116.23169400674
87,2020-04-18,114217,88.07355451308428,112904.72441924048,True,88,112455.6535392962,218116.23169400674
88,2020-04-19,120067,88.07355451308428,112904.72441924048,True,89,118556.23594815811,218116.23169400674
89,2020-04-20,124743,88.07355451308428,112904.72441924048,True,90,124623.9139759641,218116.23169400674
90,2020-04-21,129044,88.07355451308428,112904.72441924048,True,91,130623.92417026634,218116.23169400674
91,2020-04-22,133495,88.07355451308428,112904.72441924048,True,92,136523.05085639568,218116.23169400674
92,2020-04-23,138078,88.07355451308428,112904.72441924048,True,93,142290.3375728948,218116.23169400674
93,2020-04-24,143464,88.07355451308428,112904.72441924048,True,94,147897.69311895818,218116.23169400674
94,2020-04-25,148377,88.07355451308428,112904.72441924048,True,95,153320.3693882241,218116.23169400674
95,2020-04-26,152840,88.07355451308428,112904.72441924048,True,96,158537.29766244077,218116.23169400674
96,2020-04-27,157149,88.07355451308428,112904.72441924048,True,97,163531.27975676287,218116.23169400674
97,2020-04-28,161145,88.07355451308428,112904.72441924048,True,98,168289.03939469304,218116.23169400674
98,2020-04-29,165221,88.07355451308428,112904.72441924048,True,99,172801.146695422,218116.23169400674
99,2020-04-30,171253,88.07355451308428,112904.72441924048,True,100,177061.83420272768,218116.23169400674
100,2020-05-01,177454,88.07355451308428,112904.72441924048,True,101,181068.72628602042,218116.23169400674
101,2020-05-02,182260,88.07355451308428,112904.72441924048,True,102,184822.50507462153,218116.23169400674
102,2020-05-03,186599,88.07355451308428,112904.72441924048,True,103,188326.5356191732,218116.23169400674
103,2020-05-04,190584,88.07355451308428,112904.72441924048,True,104,191586.47110550042,218116.23169400674
104,2020-05-05,194990,88.07355451308428,112904.72441924048,True,105,194609.85612084038,218116.23169400674
105,2020-05-06,201101,88.07355451308428,112904.72441924048,True,106,197405.74262068837,218116.23169400674
106,2020-05-07,206715,88.07355451308428,112904.72441924048,True,107,199984.32973951407,218116.23169400674
107,2020-05-08,211364,88.07355451308428,112904.72441924048,True,108,202356.63522141092,218116.23169400674
108,2020-05-09,215260,88.07355451308428,112904.72441924048,True,109,204534.2032195673,218116.23169400674
