,Report_Date,France_mayotte_cases,active_patients,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
35,2020-02-26,0,0,112.89875463040207,1106.3716454453684,True,36,3.6784967416542615,1968.827991507753
36,2020-02-27,0,0,112.89875463040207,1106.3716454453684,True,37,3.997055360112991,1968.827991507753
37,2020-02-28,0,0,112.89875463040207,1106.3716454453684,True,38,4.343146986171541,1968.827991507753
38,2020-02-29,0,0,112.89875463040207,1106.3716454453684,True,39,4.719141499662852,1968.827991507753
39,2020-03-01,0,0,112.89875463040207,1106.3716454453684,True,40,5.127610996838152,1968.827991507753
40,2020-03-02,0,0,112.89875463040207,1106.3716454453684,True,41,5.571346725467379,1968.827991507753
41,2020-03-03,0,0,112.89875463040207,1106.3716454453684,True,42,6.0533773803035995,1968.827991507753
42,2020-03-04,0,0,112.89875463040207,1106.3716454453684,True,43,6.576988857588542,1968.827991507753
43,2020-03-05,0,0,112.89875463040207,1106.3716454453684,True,44,7.145745572437982,1968.827991507753
44,2020-03-06,0,0,112.89875463040207,1106.3716454453684,True,45,7.76351344796858,1968.827991507753
45,2020-03-07,0,0,112.89875463040207,1106.3716454453684,True,46,8.434484689801101,1968.827991507753
46,2020-03-08,0,0,112.89875463040207,1106.3716454453684,True,47,9.163204463963908,1968.827991507753
47,2020-03-09,0,0,112.89875463040207,1106.3716454453684,True,48,9.954599600059527,1968.827991507753
48,2020-03-10,0,0,112.89875463040207,1106.3716454453684,True,49,10.814009444646452,1968.827991507753
49,2020-03-11,0,0,112.89875463040207,1106.3716454453684,True,50,11.747218991888216,1968.827991507753
50,2020-03-12,0,0,112.89875463040207,1106.3716454453684,True,51,12.760494419344992,1968.827991507753
51,2020-03-13,0,0,112.89875463040207,1106.3716454453684,True,52,13.860621155988492,1968.827991507753
52,2020-03-14,0,0,112.89875463040207,1106.3716454453684,True,53,15.054944606705543,1968.827991507753
53,2020-03-15,1,1,112.89875463040207,1106.3716454453684,True,54,16.351413652245405,1968.827991507753
54,2020-03-16,1,1,112.89875463040207,1106.3716454453684,True,55,17.758627035204807,1968.827991507753
55,2020-03-17,1,1,112.89875463040207,1106.3716454453684,True,56,19.285882730586813,1968.827991507753
56,2020-03-18,3,3,112.89875463040207,1106.3716454453684,True,57,20.94323038296692,1968.827991507753
57,2020-03-19,3,3,112.89875463040207,1106.3716454453684,True,58,22.741526870488464,1968.827991507753
58,2020-03-20,6,6,112.89875463040207,1106.3716454453684,True,59,24.69249502780309,1968.827991507753
59,2020-03-21,7,7,112.89875463040207,1106.3716454453684,True,60,26.80878552454738,1968.827991507753
60,2020-03-22,11,11,112.89875463040207,1106.3716454453684,True,61,29.104041851732298,1968.827991507753
61,2020-03-23,24,24,112.89875463040207,1106.3716454453684,True,62,31.59296831409595,1968.827991507753
62,2020-03-24,36,36,112.89875463040207,1106.3716454453684,True,63,34.29140086044928,1968.827991507753
63,2020-03-25,36,36,112.89875463040207,1106.3716454453684,True,64,37.21638050458622,1968.827991507753
64,2020-03-26,36,36,112.89875463040207,1106.3716454453684,True,65,40.38622899454133,1968.827991507753
65,2020-03-27,50,50,112.89875463040207,1106.3716454453684,True,66,43.820626275829575,1968.827991507753
66,2020-03-28,63,63,112.89875463040207,1106.3716454453684,True,67,47.540689162651915,1968.827991507753
67,2020-03-29,63,63,112.89875463040207,1106.3716454453684,True,68,51.56905047769212,1968.827991507753
68,2020-03-30,82,72,112.89875463040207,1106.3716454453684,True,69,55.929937743858204,1968.827991507753
69,2020-03-31,94,83,112.89875463040207,1106.3716454453684,True,70,60.64925030800814,1968.827991507753
70,2020-04-01,94,83,112.89875463040207,1106.3716454453684,True,71,65.75463354542813,1968.827991507753
71,2020-04-02,116,105,112.89875463040207,1106.3716454453684,True,72,71.2755485330461,1968.827991507753
72,2020-04-03,128,116,112.89875463040207,1106.3716454453684,True,73,77.24333528805855,1968.827991507753
73,2020-04-04,134,118,112.89875463040207,1106.3716454453684,True,74,83.6912673466425,1968.827991507753
74,2020-04-05,147,131,112.89875463040207,1106.3716454453684,True,75,90.65459510564406,1968.827991507753
75,2020-04-06,147,131,112.89875463040207,1106.3716454453684,True,76,98.1705749709886,1968.827991507753
76,2020-04-07,171,147,112.89875463040207,1106.3716454453684,True,77,106.27848095438503,1968.827991507753
77,2020-04-08,171,147,112.89875463040207,1106.3716454453684,True,78,115.01959494143873,1968.827991507753
78,2020-04-09,184,160,112.89875463040207,1106.3716454453684,True,79,124.43717142925485,1968.827991507753
79,2020-04-10,191,139,112.89875463040207,1106.3716454453684,True,80,134.57637211327753,1968.827991507753
80,2020-04-11,196,134,112.89875463040207,1106.3716454453684,True,81,145.4841653089103,1968.827991507753
81,2020-04-12,196,134,112.89875463040207,1106.3716454453684,True,82,157.20918484557185,1968.827991507753
82,2020-04-13,207,145,112.89875463040207,1106.3716454453684,True,83,169.80154279670475,1968.827991507753
83,2020-04-14,217,145,112.89875463040207,1106.3716454453684,True,84,183.3125902418971,1968.827991507753
84,2020-04-15,217,145,112.89875463040207,1106.3716454453684,True,85,197.79462023540015,1968.827991507753
85,2020-04-16,233,161,112.89875463040207,1106.3716454453684,True,86,213.30050732302956,1968.827991507753
86,2020-04-17,245,124,112.89875463040207,1106.3716454453684,True,87,229.88327835540323,1968.827991507753
87,2020-04-18,254,133,112.89875463040207,1106.3716454453684,True,88,247.59561004146036,1968.827991507753
88,2020-04-19,271,150,112.89875463040207,1106.3716454453684,True,89,266.4892497247987,1968.827991507753
89,2020-04-20,271,150,112.89875463040207,1106.3716454453684,True,90,286.61435729664487,1968.827991507753
90,2020-04-21,311,190,112.89875463040207,1106.3716454453684,True,91,308.0187680264766,1968.827991507753
91,2020-04-22,326,197,112.89875463040207,1106.3716454453684,True,92,330.74717842544953,1968.827991507753
92,2020-04-23,326,197,112.89875463040207,1106.3716454453684,True,93,354.84026007114795,1968.827991507753
93,2020-04-24,354,206,112.89875463040207,1106.3716454453684,True,94,380.3337096012119,1968.827991507753
94,2020-04-25,380,232,112.89875463040207,1106.3716454453684,True,95,407.257246781203,1968.827991507753
95,2020-04-26,401,253,112.89875463040207,1106.3716454453684,True,96,435.6335765813592,1968.827991507753
96,2020-04-27,401,253,112.89875463040207,1106.3716454453684,True,97,465.4773354241041,1968.827991507753
97,2020-04-28,460,221,112.89875463040207,1106.3716454453684,True,98,496.7940460062423,1968.827991507753
98,2020-04-29,460,221,112.89875463040207,1106.3716454453684,True,99,529.5791091243129,1968.827991507753
99,2020-04-30,539,300,112.89875463040207,1106.3716454453684,True,100,563.8168644621412,1968.827991507753
100,2020-05-01,539,300,112.89875463040207,1106.3716454453684,True,101,599.4797550269943,1968.827991507753
101,2020-05-02,539,300,112.89875463040207,1106.3716454453684,True,102,636.5276315205987,1968.827991507753
102,2020-05-03,650,409,112.89875463040207,1106.3716454453684,True,103,674.9072330886007,1968.827991507753
103,2020-05-04,686,328,112.89875463040207,1106.3716454453684,True,104,714.5518793310403,1968.827991507753
104,2020-05-05,739,378,112.89875463040207,1106.3716454453684,True,105,755.3814049734613,1968.827991507753
105,2020-05-06,739,378,112.89875463040207,1106.3716454453684,True,106,797.3023630958144,1968.827991507753
106,2020-05-07,854,492,112.89875463040207,1106.3716454453684,True,107,840.2085153318732,1968.827991507753
107,2020-05-08,854,492,112.89875463040207,1106.3716454453684,True,108,883.9816181794605,1968.827991507753
108,2020-05-09,988,485,112.89875463040207,1106.3716454453684,True,109,928.4925038595718,1968.827991507753
109,2020-05-10,1023,520,112.89875463040207,1106.3716454453684,True,110,973.6024425446445,1968.827991507753
110,2020-05-11,1023,520,112.89875463040207,1106.3716454453684,True,111,1019.1647608856716,1968.827991507753
111,2020-05-12,1095,591,112.89875463040207,1106.3716454453684,True,112,1065.0266803322838,1968.827991507753
112,2020-05-13,1143,502,112.89875463040207,1106.3716454453684,True,113,1111.0313285122877,1968.827991507753
113,2020-05-14,1210,567,112.89875463040207,1106.3716454453684,True,114,1157.0198686284855,1968.827991507753
114,2020-05-15,1210,567,112.89875463040207,1106.3716454453684,True,115,1202.8336860415056,1968.827991507753
115,2020-05-16,1312,667,112.89875463040207,1106.3716454453684,True,116,1248.316568367493,1968.827991507753
116,2020-05-17,1342,697,112.89875463040207,1106.3716454453684,True,117,1293.3168157426578,1968.827991507753
117,2020-05-18,1370,725,112.89875463040207,1106.3716454453684,True,118,1337.689221368538,1968.827991507753
118,2020-05-19,1370,725,112.89875463040207,1106.3716454453684,True,119,1381.2968687920734,1968.827991507753
119,2020-05-20,1475,562,112.89875463040207,1106.3716454453684,True,120,1424.0127011248808,1968.827991507753
120,2020-05-21,1475,562,112.89875463040207,1106.3716454453684,True,121,1465.720827938106,1968.827991507753
121,2020-05-22,1521,608,112.89875463040207,1106.3716454453684,True,122,1506.3175471579013,1968.827991507753
122,2020-05-23,1521,608,112.89875463040207,1106.3716454453684,True,123,1545.7120711786497,1968.827991507753
123,2020-05-24,1587,673,112.89875463040207,1106.3716454453684,True,124,1583.826957891804,1968.827991507753
124,2020-05-25,1609,695,112.89875463040207,1106.3716454453684,True,125,1620.59825777764,1968.827991507753
125,2020-05-26,1634,720,112.89875463040207,1106.3716454453684,True,126,1655.975397141195,1968.827991507753
126,2020-05-27,1645,311,112.89875463040207,1106.3716454453684,True,127,1689.9208246671642,1968.827991507753
127,2020-05-28,1670,334,112.89875463040207,1106.3716454453684,True,128,1722.4094535603617,1968.827991507753
