,Report_Date,Diamond Princess_cases,active_patients,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
114,2020-05-15,712,48,25.477742669875866,355.69783048097,True,115,711.3956609619395,711.3956609619402
115,2020-05-16,712,48,25.477742669875866,355.69783048097,True,116,711.3956609619397,711.3956609619402
116,2020-05-17,712,48,25.477742669875866,355.69783048097,True,117,711.3956609619398,711.3956609619402
117,2020-05-18,712,48,25.477742669875866,355.69783048097,True,118,711.39566096194,711.3956609619402
118,2020-05-19,712,48,25.477742669875866,355.69783048097,True,119,711.39566096194,711.3956609619402
119,2020-05-20,712,48,25.477742669875866,355.69783048097,True,120,711.39566096194,711.3956609619402
120,2020-05-21,712,48,25.477742669875866,355.69783048097,True,121,711.3956609619402,711.3956609619402
121,2020-05-22,712,48,25.477742669875866,355.69783048097,True,122,711.3956609619402,711.3956609619402
122,2020-05-23,712,48,25.477742669875866,355.69783048097,True,123,711.3956609619402,711.3956609619402
123,2020-05-24,712,48,25.477742669875866,355.69783048097,True,124,711.3956609619402,711.3956609619402
124,2020-05-25,712,48,25.477742669875866,355.69783048097,True,125,711.3956609619402,711.3956609619402
125,2020-05-26,712,48,25.477742669875866,355.69783048097,True,126,711.3956609619402,711.3956609619402
126,2020-05-27,712,48,25.477742669875866,355.69783048097,True,127,711.3956609619402,711.3956609619402
127,2020-05-28,712,48,25.477742669875866,355.69783048097,True,128,711.3956609619402,711.3956609619402
