,Report_Date,Netherlands_sint maarten_cases,active_patients,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
66,2020-03-28,3,3,78.87310732036539,38.98266499101751,True,67,11.70982744555489,77.95141139839399
67,2020-03-29,6,6,78.87310732036539,38.98266499101751,True,68,13.237666526678533,77.95141139839399
68,2020-03-30,6,6,78.87310732036539,38.98266499101751,True,69,14.919960239420833,77.95141139839399
69,2020-03-31,6,6,78.87310732036539,38.98266499101751,True,70,16.760686579740018,77.95141139839399
70,2020-04-01,16,9,78.87310732036539,38.98266499101751,True,71,18.760930569392073,77.95141139839399
71,2020-04-02,18,11,78.87310732036539,38.98266499101751,True,72,20.918300400815756,77.95141139839399
72,2020-04-03,23,15,78.87310732036539,38.98266499101751,True,73,23.226427246600593,77.95141139839399
73,2020-04-04,23,13,78.87310732036539,38.98266499101751,True,74,25.674612085540677,77.95141139839399
74,2020-04-05,25,20,78.87310732036539,38.98266499101751,True,75,28.24768238372506,77.95141139839399
75,2020-04-06,37,30,78.87310732036539,38.98266499101751,True,76,30.926111213789206,77.95141139839399
76,2020-04-07,40,33,78.87310732036539,38.98266499101751,True,77,33.68643050640285,77.95141139839399
77,2020-04-08,40,33,78.87310732036539,38.98266499101751,True,78,36.5019399648622,77.95141139839399
78,2020-04-09,43,36,78.87310732036539,38.98266499101751,True,79,39.34367764507338,77.95141139839399
79,2020-04-10,50,39,78.87310732036539,38.98266499101751,True,80,42.18158329832032,77.95141139839399
80,2020-04-11,50,36,78.87310732036539,38.98266499101751,True,81,44.98575808562796,77.95141139839399
81,2020-04-12,50,36,78.87310732036539,38.98266499101751,True,82,47.72771001795184,77.95141139839399
82,2020-04-13,50,36,78.87310732036539,38.98266499101751,True,83,50.38147660833545,77.95141139839399
83,2020-04-14,52,38,78.87310732036539,38.98266499101751,True,84,52.9245342636519,77.95141139839399
84,2020-04-15,53,39,78.87310732036539,38.98266499101751,True,85,55.33843393605453,77.95141139839399
85,2020-04-16,57,36,78.87310732036539,38.98266499101751,True,86,57.60913825740471,77.95141139839399
86,2020-04-17,57,36,78.87310732036539,38.98266499101751,True,87,59.72707004790818,77.95141139839399
87,2020-04-18,64,43,78.87310732036539,38.98266499101751,True,88,61.68691017044355,77.95141139839399
88,2020-04-19,67,45,78.87310732036539,38.98266499101751,True,89,63.48720092190904,77.95141139839399
89,2020-04-20,67,45,78.87310732036539,38.98266499101751,True,90,65.12981877751211,77.95141139839399
90,2020-04-21,67,45,78.87310732036539,38.98266499101751,True,91,66.6193786837454,77.95141139839399
91,2020-04-22,71,38,78.87310732036539,38.98266499101751,True,92,67.96262382487478,77.95141139839399
92,2020-04-23,73,39,78.87310732036539,38.98266499101751,True,93,69.16784282112862,77.95141139839399
93,2020-04-24,73,39,78.87310732036539,38.98266499101751,True,94,70.24434329251906,77.95141139839399
94,2020-04-25,73,39,78.87310732036539,38.98266499101751,True,95,71.2019985865613,77.95141139839399
95,2020-04-26,74,28,78.87310732036539,38.98266499101751,True,96,72.05087438005927,77.95141139839399
96,2020-04-27,74,28,78.87310732036539,38.98266499101751,True,97,72.80093429249256,77.95141139839399
97,2020-04-28,75,29,78.87310732036539,38.98266499101751,True,98,73.46181855629017,77.95141139839399
98,2020-04-29,75,29,78.87310732036539,38.98266499101751,True,99,74.04268684109435,77.95141139839399
99,2020-04-30,75,29,78.87310732036539,38.98266499101751,True,100,74.55211505647951,77.95141139839399
100,2020-05-01,76,19,78.87310732036539,38.98266499101751,True,101,74.99803587838896,77.95141139839399
101,2020-05-02,76,19,78.87310732036539,38.98266499101751,True,102,75.38771343244262,77.95141139839399
102,2020-05-03,76,19,78.87310732036539,38.98266499101751,True,103,75.72774368230881,77.95141139839399
103,2020-05-04,76,19,78.87310732036539,38.98266499101751,True,104,76.02407336473642,77.95141139839399
104,2020-05-05,76,18,78.87310732036539,38.98266499101751,True,105,76.28203161722192,77.95141139839399
105,2020-05-06,76,18,78.87310732036539,38.98266499101751,True,106,76.50636965764606,77.95141139839399
106,2020-05-07,76,18,78.87310732036539,38.98266499101751,True,107,76.70130494402282,77.95141139839399
107,2020-05-08,76,18,78.87310732036539,38.98266499101751,True,108,76.87056714655169,77.95141139839399
108,2020-05-09,76,15,78.87310732036539,38.98266499101751,True,109,77.01744400445301,77.95141139839399
109,2020-05-10,76,15,78.87310732036539,38.98266499101751,True,110,77.14482572977852,77.95141139839399
110,2020-05-11,76,15,78.87310732036539,38.98266499101751,True,111,77.25524707861753,77.95141139839399
111,2020-05-12,76,15,78.87310732036539,38.98266499101751,True,112,77.35092655779138,77.95141139839399
112,2020-05-13,76,15,78.87310732036539,38.98266499101751,True,113,77.43380249254817,77.95141139839399
113,2020-05-14,76,15,78.87310732036539,38.98266499101751,True,114,77.50556586629038,77.95141139839399
114,2020-05-15,76,15,78.87310732036539,38.98266499101751,True,115,77.56768997283356,77.95141139839399
115,2020-05-16,77,8,78.87310732036539,38.98266499101751,True,116,77.62145700830246,77.95141139839399
116,2020-05-17,77,8,78.87310732036539,38.98266499101751,True,117,77.66798178425269,77.95141139839399
117,2020-05-18,77,8,78.87310732036539,38.98266499101751,True,118,77.70823277447411,77.95141139839399
118,2020-05-19,77,8,78.87310732036539,38.98266499101751,True,119,77.74305072183701,77.95141139839399
119,2020-05-20,77,8,78.87310732036539,38.98266499101751,True,120,77.77316503357747,77.95141139839399
120,2020-05-21,77,8,78.87310732036539,38.98266499101751,True,121,77.79920818743297,77.95141139839399
121,2020-05-22,77,3,78.87310732036539,38.98266499101751,True,122,77.82172835989088,77.95141139839399
122,2020-05-23,77,3,78.87310732036539,38.98266499101751,True,123,77.84120047359045,77.95141139839399
123,2020-05-24,77,3,78.87310732036539,38.98266499101751,True,124,77.85803584511727,77.95141139839399
124,2020-05-25,77,3,78.87310732036539,38.98266499101751,True,125,77.87259059810245,77.95141139839399
125,2020-05-26,77,3,78.87310732036539,38.98266499101751,True,126,77.88517299039238,77.95141139839399
126,2020-05-27,77,2,78.87310732036539,38.98266499101751,True,127,77.89604978856514,77.95141139839399
127,2020-05-28,77,2,78.87310732036539,38.98266499101751,True,128,77.9054518085145,77.95141139839399
