,Report_Date,Norway_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
66,2020-03-28,4015,65.6777122806725,3574.0836265495495,True,67,3929.153878655536,7107.941345159963
67,2020-03-29,4284,65.6777122806725,3574.0836265495495,True,68,4193.43129336738,7107.941345159963
68,2020-03-30,4445,65.6777122806725,3574.0836265495495,True,69,4450.906166658529,7107.941345159963
69,2020-03-31,4641,65.6777122806725,3574.0836265495495,True,70,4699.0483729887155,7107.941345159963
70,2020-04-01,4863,65.6777122806725,3574.0836265495495,True,71,4935.709651857205,7107.941345159963
71,2020-04-02,5147,65.6777122806725,3574.0836265495495,True,72,5159.181865483825,7107.941345159963
72,2020-04-03,5370,65.6777122806725,3574.0836265495495,True,73,5368.2220604432405,7107.941345159963
73,2020-04-04,5550,65.6777122806725,3574.0836265495495,True,74,5562.04670584435,7107.941345159963
74,2020-04-05,5687,65.6777122806725,3574.0836265495495,True,75,5740.300403968304,7107.941345159963
75,2020-04-06,5865,65.6777122806725,3574.0836265495495,True,76,5903.006020831865,7107.941345159963
76,2020-04-07,6086,65.6777122806725,3574.0836265495495,True,77,6050.5035855970855,7107.941345159963
77,2020-04-08,6086,65.6777122806725,3574.0836265495495,True,78,6183.3847098569595,7107.941345159963
78,2020-04-09,6211,65.6777122806725,3574.0836265495495,True,79,6302.4280405046875,7107.941345159963
79,2020-04-10,6314,65.6777122806725,3574.0836265495495,True,80,6408.539743809147,7107.941345159963
80,2020-04-11,6409,65.6777122806725,3574.0836265495495,True,81,6502.701513475581,7107.941345159963
81,2020-04-12,6525,65.6777122806725,3574.0836265495495,True,82,6585.927291558891,7107.941345159963
82,2020-04-13,6603,65.6777122806725,3574.0836265495495,True,83,6659.228880515667,7107.941345159963
83,2020-04-14,6623,65.6777122806725,3574.0836265495495,True,84,6723.589924065039,7107.941345159963
84,2020-04-15,6740,65.6777122806725,3574.0836265495495,True,85,6779.947312026251,7107.941345159963
85,2020-04-16,6896,65.6777122806725,3574.0836265495495,True,86,6829.178864208061,7107.941345159963
86,2020-04-17,6937,65.6777122806725,3574.0836265495495,True,87,6872.096109325683,7107.941345159963
87,2020-04-18,7036,65.6777122806725,3574.0836265495495,True,88,6909.441040779464,7107.941345159963
88,2020-04-19,7078,65.6777122806725,3574.0836265495495,True,89,6941.885856566674,7107.941345159963
89,2020-04-20,7156,65.6777122806725,3574.0836265495495,True,90,6970.034842161921,7107.941345159963
