,Report_Date,Colombia_cases,active_patients,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
45,2020-03-07,1,1,132.92695293122785,28859.54958418778,False,46,255.4482168311936,57719.09916837553
46,2020-03-08,1,1,132.92695293122785,28859.54958418778,False,47,271.79256458320117,57719.09916837553
47,2020-03-09,1,1,132.92695293122785,28859.54958418778,False,48,289.17741038743134,57719.09916837553
48,2020-03-10,3,3,132.92695293122785,28859.54958418778,False,49,307.66829898330315,57719.09916837553
49,2020-03-11,9,9,132.92695293122785,28859.54958418778,False,50,327.33481243330857,57719.09916837553
50,2020-03-12,9,9,132.92695293122785,28859.54958418778,False,51,348.2508067099462,57719.09916837553
51,2020-03-13,13,13,132.92695293122785,28859.54958418778,False,52,370.49466053395366,57719.09916837553
52,2020-03-14,22,22,132.92695293122785,28859.54958418778,False,53,394.14953687672426,57719.09916837553
53,2020-03-15,34,34,132.92695293122785,28859.54958418778,False,54,419.3036575201704,57719.09916837553
54,2020-03-16,54,54,132.92695293122785,28859.54958418778,False,55,446.0505910410047,57719.09916837553
55,2020-03-17,65,64,132.92695293122785,28859.54958418778,False,56,474.48955455241537,57719.09916837553
56,2020-03-18,93,92,132.92695293122785,28859.54958418778,False,57,504.7257294933078,57719.09916837553
57,2020-03-19,102,101,132.92695293122785,28859.54958418778,False,58,536.8705917024002,57719.09916837553
58,2020-03-20,128,127,132.92695293122785,28859.54958418778,False,59,571.0422559501285,57719.09916837553
59,2020-03-21,196,195,132.92695293122785,28859.54958418778,False,60,607.3658350239814,57719.09916837553
60,2020-03-22,231,226,132.92695293122785,28859.54958418778,False,61,645.9738133708958,57719.09916837553
61,2020-03-23,277,271,132.92695293122785,28859.54958418778,False,62,687.0064351918187,57719.09916837553
62,2020-03-24,378,369,132.92695293122785,28859.54958418778,False,63,730.612106756508,57719.09916837553
63,2020-03-25,470,458,132.92695293122785,28859.54958418778,False,64,776.9478125588865,57719.09916837553
64,2020-03-26,491,477,132.92695293122785,28859.54958418778,False,65,826.179544762456,57719.09916837553
65,2020-03-27,539,523,132.92695293122785,28859.54958418778,False,66,878.4827451888634,57719.09916837553
66,2020-03-28,608,592,132.92695293122785,28859.54958418778,False,67,934.0427588780095,57719.09916837553
67,2020-03-29,702,682,132.92695293122785,28859.54958418778,False,68,993.0552979922506,57719.09916837553
68,2020-03-30,798,771,132.92695293122785,28859.54958418778,False,69,1055.7269145472465,57719.09916837553
69,2020-03-31,906,859,132.92695293122785,28859.54958418778,False,70,1122.2754801247647,57719.09916837553
70,2020-04-01,1065,1009,132.92695293122785,28859.54958418778,False,71,1192.9306703550703,57719.09916837553
71,2020-04-02,1161,1087,132.92695293122785,28859.54958418778,False,72,1267.934451545152,57719.09916837553
72,2020-04-03,1267,1187,132.92695293122785,28859.54958418778,False,73,1347.5415663708113,57719.09916837553
73,2020-04-04,1406,1289,132.92695293122785,28859.54958418778,False,74,1432.0200150424228,57719.09916837553
74,2020-04-05,1485,1362,132.92695293122785,28859.54958418778,False,75,1521.6515277930905,57719.09916837553
75,2020-04-06,1579,1445,132.92695293122785,28859.54958418778,False,76,1616.7320239213964,57719.09916837553
76,2020-04-07,1780,1630,132.92695293122785,28859.54958418778,False,77,1717.5720519468143,57719.09916837553
77,2020-04-08,2054,1877,132.92695293122785,28859.54958418778,False,78,1824.4972047026986,57719.09916837553
78,2020-04-09,2223,1980,132.92695293122785,28859.54958418778,False,79,1937.8485023988503,57719.09916837553
79,2020-04-10,2473,2196,132.92695293122785,28859.54958418778,False,80,2057.9827358334765,57719.09916837553
80,2020-04-11,2709,2395,132.92695293122785,28859.54958418778,False,81,2185.2727610245975,57719.09916837553
81,2020-04-12,2776,2397,132.92695293122785,28859.54958418778,False,82,2320.1077355671096,57719.09916837553
82,2020-04-13,2852,2421,132.92695293122785,28859.54958418778,False,83,2462.893286009148,57719.09916837553
83,2020-04-14,2979,2498,132.92695293122785,28859.54958418778,False,84,2614.051594487953,57719.09916837553
84,2020-04-15,3105,2522,132.92695293122785,28859.54958418778,False,85,2774.0213917818455,57719.09916837553
85,2020-04-16,3233,2539,132.92695293122785,28859.54958418778,False,86,2943.2578428350216,57719.09916837553
86,2020-04-17,3439,2652,132.92695293122785,28859.54958418778,False,87,3122.2323097134663,57719.09916837553
87,2020-04-18,3439,2652,132.92695293122785,28859.54958418778,False,88,3311.431975875391,57719.09916837553
88,2020-04-19,3792,2902,132.92695293122785,28859.54958418778,False,89,3511.35931461491,57719.09916837553
89,2020-04-20,3977,2984,132.92695293122785,28859.54958418778,False,90,3722.5313835952793,57719.09916837553
90,2020-04-21,4149,3149,132.92695293122785,28859.54958418778,False,91,3945.478926565608,57719.09916837553
91,2020-04-22,4356,3280,132.92695293122785,28859.54958418778,False,92,4180.745262696092,57719.09916837553
92,2020-04-23,4561,3419,132.92695293122785,28859.54958418778,False,93,4428.8849435216025,57719.09916837553
93,2020-04-24,4881,3653,132.92695293122785,28859.54958418778,False,94,4690.4621573076865,57719.09916837553
94,2020-04-25,5142,3842,132.92695293122785,28859.54958418778,False,95,4966.048860809146,57719.09916837553
95,2020-04-26,5379,4002,132.92695293122785,28859.54958418778,False,96,5256.222618946652,57719.09916837553
96,2020-04-27,5597,4134,132.92695293122785,28859.54958418778,False,97,5561.564133953852,57719.09916837553
97,2020-04-28,5949,4412,132.92695293122785,28859.54958418778,False,98,5882.654447121361,57719.09916837553
98,2020-04-29,6207,4518,132.92695293122785,28859.54958418778,False,99,6220.07179846208,57719.09916837553
99,2020-04-30,6507,4775,132.92695293122785,28859.54958418778,False,100,6574.388132520233,57719.09916837553
100,2020-05-01,7006,5141,132.92695293122785,28859.54958418778,False,101,6946.165242216422,57719.09916837553
101,2020-05-02,7285,5295,132.92695293122785,28859.54958418778,False,102,7335.950547126786,57719.09916837553
102,2020-05-03,7668,5606,132.92695293122785,28859.54958418778,False,103,7744.272507988044,57719.09916837553
103,2020-05-04,7973,5808,132.92695293122785,28859.54958418778,False,104,8171.635685536307,57719.09916837553
104,2020-05-05,8613,6222,132.92695293122785,28859.54958418778,False,105,8618.515459037873,57719.09916837553
105,2020-05-06,8959,6414,132.92695293122785,28859.54958418778,False,106,9085.35242803745,57719.09916837553
106,2020-05-07,9456,6749,132.92695293122785,28859.54958418778,False,107,9572.546529881345,57719.09916837553
107,2020-05-08,10051,7199,132.92695293122785,28859.54958418778,False,108,10080.45091537655,57719.09916837553
108,2020-05-09,10495,7481,132.92695293122785,28859.54958418778,False,109,10609.365635381486,57719.09916837553
109,2020-05-10,11063,7895,132.92695293122785,28859.54958418778,False,110,11159.531201999156,57719.09916837553
110,2020-05-11,11613,8309,132.92695293122785,28859.54958418778,False,111,11731.122099113332,57719.09916837553
111,2020-05-12,12272,8808,132.92695293122785,28859.54958418778,False,112,12324.240327972597,57719.09916837553
112,2020-05-13,12930,9288,132.92695293122785,28859.54958418778,False,113,12938.90908403222,57719.09916837553
113,2020-05-14,13610,9727,132.92695293122785,28859.54958418778,False,114,13575.06667090788,57719.09916837553
114,2020-05-15,14216,10210,132.92695293122785,28859.54958418778,False,115,14232.560765637552,57719.09916837553
115,2020-05-16,14939,10790,132.92695293122785,28859.54958418778,False,116,14911.143156020924,57719.09916837553
116,2020-05-17,15574,11249,132.92695293122785,28859.54958418778,False,117,15610.465075133354,57719.09916837553
117,2020-05-18,16295,11800,132.92695293122785,28859.54958418778,False,118,16330.073259728626,57719.09916837553
118,2020-05-19,16935,12272,132.92695293122785,28859.54958418778,False,119,17069.406857724443,57719.09916837553
119,2020-05-20,17687,12801,132.92695293122785,28859.54958418778,False,120,17827.795304940544,57719.09916837553
120,2020-05-21,18330,13247,132.92695293122785,28859.54958418778,False,121,18604.457282459545,57719.09916837553
121,2020-05-22,19131,13874,132.92695293122785,28859.54958418778,False,122,19398.50085324985,57719.09916837553
122,2020-05-23,20177,14754,132.92695293122785,28859.54958418778,False,123,20208.924860017898,57719.09916837553
123,2020-05-24,21175,15432,132.92695293122785,28859.54958418778,False,124,21034.621645797433,57719.09916837553
124,2020-05-25,21981,15966,132.92695293122785,28859.54958418778,False,125,21874.381134866617,57719.09916837553
125,2020-05-26,23003,16716,132.92695293122785,28859.54958418778,False,126,22726.89628472307,57719.09916837553
126,2020-05-27,24104,17190,132.92695293122785,28859.54958418778,False,127,23590.769890729505,57719.09916837553
127,2020-05-28,24141,17176,132.92695293122785,28859.54958418778,False,128,24464.52269451599,57719.09916837553
