,Report_Date,UAE_cases,active_patients,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
91,2020-04-22,8238,6640,113.20861740415029,21246.78431497957,True,92,7504.2050467318895,36464.05925309348
92,2020-04-23,8756,7063,113.20861740415029,21246.78431497957,True,93,7963.328737442448,36464.05925309348
93,2020-04-24,9281,7457,113.20861740415029,21246.78431497957,True,94,8443.763790478028,36464.05925309348
94,2020-04-25,9813,7855,113.20861740415029,21246.78431497957,True,95,8945.674832438008,36464.05925309348
95,2020-04-26,10349,8295,113.20861740415029,21246.78431497957,True,96,9469.123445061688,36464.05925309348
96,2020-04-27,10839,8667,113.20861740415029,21246.78431497957,True,97,10014.058398011268,36464.05925309348
97,2020-04-28,11380,9110,113.20861740415029,21246.78431497957,True,98,10580.306467809976,36464.05925309348
98,2020-04-29,11929,9502,113.20861740415029,21246.78431497957,True,99,11167.56409908034,36464.05925309348
99,2020-04-30,12481,9947,113.20861740415029,21246.78431497957,True,100,11775.390175665038,36464.05925309348
100,2020-05-01,13038,10384,113.20861740415029,21246.78431497957,True,101,12403.200172822297,36464.05925309348
101,2020-05-02,13599,10816,113.20861740415029,21246.78431497957,True,102,13050.261956037573,36464.05925309348
102,2020-05-03,14163,11274,113.20861740415029,21246.78431497957,True,103,13715.693475914975,36464.05925309348
103,2020-05-04,14730,11627,113.20861740415029,21246.78431497957,True,104,14398.46258133168,36464.05925309348
104,2020-05-05,15192,11893,113.20861740415029,21246.78431497957,True,105,15097.389134295729,36464.05925309348
105,2020-05-06,15738,12222,113.20861740415029,21246.78431497957,True,106,15811.149560100182,36464.05925309348
106,2020-05-07,16240,12503,113.20861740415029,21246.78431497957,True,107,16538.28390645828,36464.05925309348
107,2020-05-08,16793,12782,113.20861740415029,21246.78431497957,True,108,17277.205417092442,36464.05925309348
108,2020-05-09,17417,12937,113.20861740415029,21246.78431497957,True,109,18026.212551171782,36464.05925309348
109,2020-05-10,18198,13196,113.20861740415029,21246.78431497957,True,110,18783.503303077912,36464.05925309348
110,2020-05-11,18878,13296,113.20861740415029,21246.78431497957,True,111,19547.191600694707,36464.05925309348
111,2020-05-12,19661,13446,113.20861740415029,21246.78431497957,True,112,20315.325488470062,36464.05925309348
112,2020-05-13,20386,13657,113.20861740415029,21246.78431497957,True,113,21085.9067375837,36464.05925309348
113,2020-05-14,21084,13946,113.20861740415029,21246.78431497957,True,114,21856.911473106833,36464.05925309348
114,2020-05-15,21831,14293,113.20861740415029,21246.78431497957,True,115,22626.311369964256,36464.05925309348
115,2020-05-16,22627,14482,113.20861740415029,21246.78431497957,True,116,23392.094947967857,36464.05925309348
116,2020-05-17,23358,14626,113.20861740415029,21246.78431497957,True,117,24152.288492420255,36464.05925309348
117,2020-05-18,24190,14389,113.20861740415029,21246.78431497957,True,118,24904.976141007817,36464.05925309348
118,2020-05-19,25063,14045,113.20861740415029,21246.78431497957,True,119,25648.31870909175,36464.05925309348
119,2020-05-20,26004,13962,113.20861740415029,21246.78431497957,True,120,26380.570872272725,36464.05925309348
120,2020-05-21,26898,13906,113.20861740415029,21246.78431497957,True,121,27100.096384627104,36464.05925309348
121,2020-05-22,27892,13853,113.20861740415029,21246.78431497957,True,122,27805.38108004875,36464.05925309348
122,2020-05-23,28704,13965,113.20861740415029,21246.78431497957,True,123,28495.043479061376,36464.05925309348
123,2020-05-24,29485,14184,113.20861740415029,21246.78431497957,True,124,29167.842900558,36464.05925309348
124,2020-05-25,30307,14402,113.20861740415029,21246.78431497957,True,125,29822.685053583748,36464.05925309348
125,2020-05-26,31086,14851,113.20861740415029,21246.78431497957,True,126,30458.625155270533,36464.05925309348
126,2020-05-27,31969,15343,113.20861740415029,21246.78431497957,True,127,31074.86868465915,36464.05925309348
127,2020-05-28,32532,15589,113.20861740415029,21246.78431497957,True,128,31670.769936357283,36464.05925309348
