,Report_Date,Holy See_cases,active_patients,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
67,2020-03-29,6,6,74.34686418408221,5.964601206137137,True,68,4.307920656938706,11.89026328378053
68,2020-03-30,6,6,74.34686418408221,5.964601206137137,True,69,4.558261647111735,11.89026328378053
69,2020-03-31,6,6,74.34686418408221,5.964601206137137,True,70,4.813961346618718,11.89026328378053
70,2020-04-01,6,6,74.34686418408221,5.964601206137137,True,71,5.07413059166953,11.89026328378053
71,2020-04-02,7,7,74.34686418408221,5.964601206137137,True,72,5.337812300869909,11.89026328378053
72,2020-04-03,7,7,74.34686418408221,5.964601206137137,True,73,5.603994760899219,11.89026328378053
73,2020-04-04,7,7,74.34686418408221,5.964601206137137,True,74,5.871626687913657,11.89026328378053
74,2020-04-05,7,7,74.34686418408221,5.964601206137137,True,75,6.139633605690966,11.89026328378053
75,2020-04-06,7,7,74.34686418408221,5.964601206137137,True,76,6.40693500723955,11.89026328378053
76,2020-04-07,7,7,74.34686418408221,5.964601206137137,True,77,6.672461721537849,11.89026328378053
77,2020-04-08,8,6,74.34686418408221,5.964601206137137,True,78,6.935172895170495,11.89026328378053
78,2020-04-09,8,6,74.34686418408221,5.964601206137137,True,79,7.194072020932429,11.89026328378053
79,2020-04-10,8,6,74.34686418408221,5.964601206137137,True,80,7.4482215000230285,11.89026328378053
80,2020-04-11,8,6,74.34686418408221,5.964601206137137,True,81,7.696755306528718,11.89026328378053
81,2020-04-12,8,6,74.34686418408221,5.964601206137137,True,82,7.938889425583531,11.89026328378053
82,2020-04-13,8,6,74.34686418408221,5.964601206137137,True,83,8.17392985161201,11.89026328378053
83,2020-04-14,8,6,74.34686418408221,5.964601206137137,True,84,8.40127805165268,11.89026328378053
84,2020-04-15,8,6,74.34686418408221,5.964601206137137,True,85,8.620433912635459,11.89026328378053
85,2020-04-16,8,6,74.34686418408221,5.964601206137137,True,86,8.83099629355521,11.89026328378053
86,2020-04-17,8,6,74.34686418408221,5.964601206137137,True,87,9.03266138840588,11.89026328378053
87,2020-04-18,8,6,74.34686418408221,5.964601206137137,True,88,9.225219170194912,11.89026328378053
88,2020-04-19,8,6,74.34686418408221,5.964601206137137,True,89,9.408548229058177,11.89026328378053
89,2020-04-20,9,7,74.34686418408221,5.964601206137137,True,90,9.582609338982534,11.89026328378053
90,2020-04-21,9,7,74.34686418408221,5.964601206137137,True,91,9.747438089924126,11.89026328378053
91,2020-04-22,9,7,74.34686418408221,5.964601206137137,True,92,9.90313690822287,11.89026328378053
92,2020-04-23,9,7,74.34686418408221,5.964601206137137,True,93,10.049866761766463,11.89026328378053
93,2020-04-24,9,7,74.34686418408221,5.964601206137137,True,94,10.187838811120724,11.89026328378053
94,2020-04-25,9,7,74.34686418408221,5.964601206137137,True,95,10.317306227411269,11.89026328378053
95,2020-04-26,9,7,74.34686418408221,5.964601206137137,True,96,10.438556355290835,11.89026328378053
96,2020-04-27,9,7,74.34686418408221,5.964601206137137,True,97,10.551903357470549,11.89026328378053
97,2020-04-28,10,8,74.34686418408221,5.964601206137137,True,98,10.657681438022868,11.89026328378053
98,2020-04-29,10,8,74.34686418408221,5.964601206137137,True,99,10.7562387063555,11.89026328378053
99,2020-04-30,11,9,74.34686418408221,5.964601206137137,True,100,10.84793171322946,11.89026328378053
100,2020-05-01,11,9,74.34686418408221,5.964601206137137,True,101,10.933120664800754,11.89026328378053
101,2020-05-02,11,9,74.34686418408221,5.964601206137137,True,102,11.012165300384176,11.89026328378053
102,2020-05-03,11,9,74.34686418408221,5.964601206137137,True,103,11.08542140417884,11.89026328378053
103,2020-05-04,11,9,74.34686418408221,5.964601206137137,True,104,11.153237910089201,11.89026328378053
104,2020-05-05,11,9,74.34686418408221,5.964601206137137,True,105,11.215954551451448,11.89026328378053
105,2020-05-06,12,10,74.34686418408221,5.964601206137137,True,106,11.27390000332321,11.89026328378053
106,2020-05-07,12,10,74.34686418408221,5.964601206137137,True,107,11.327390463411097,11.89026328378053
107,2020-05-08,12,10,74.34686418408221,5.964601206137137,True,108,11.37672861813093,11.89026328378053
108,2020-05-09,12,10,74.34686418408221,5.964601206137137,True,109,11.42220294221354,11.89026328378053
109,2020-05-10,12,10,74.34686418408221,5.964601206137137,True,110,11.464087283247084,11.89026328378053
110,2020-05-11,12,10,74.34686418408221,5.964601206137137,True,111,11.502640686218848,11.89026328378053
111,2020-05-12,12,10,74.34686418408221,5.964601206137137,True,112,11.538107417188508,11.89026328378053
112,2020-05-13,12,10,74.34686418408221,5.964601206137137,True,113,11.570717149457519,11.89026328378053
113,2020-05-14,12,10,74.34686418408221,5.964601206137137,True,114,11.60068527981879,11.89026328378053
114,2020-05-15,12,10,74.34686418408221,5.964601206137137,True,115,11.62821334654813,11.89026328378053
115,2020-05-16,12,10,74.34686418408221,5.964601206137137,True,116,11.653489524645051,11.89026328378053
116,2020-05-17,12,10,74.34686418408221,5.964601206137137,True,117,11.676689177389207,11.89026328378053
117,2020-05-18,12,10,74.34686418408221,5.964601206137137,True,118,11.69797544651797,11.89026328378053
118,2020-05-19,12,10,74.34686418408221,5.964601206137137,True,119,11.717499866239047,11.89026328378053
119,2020-05-20,12,10,74.34686418408221,5.964601206137137,True,120,11.73540298887141,11.89026328378053
120,2020-05-21,12,10,74.34686418408221,5.964601206137137,True,121,11.75181501217055,11.89026328378053
121,2020-05-22,12,10,74.34686418408221,5.964601206137137,True,122,11.76685640035902,11.89026328378053
122,2020-05-23,12,10,74.34686418408221,5.964601206137137,True,123,11.780638492573878,11.89026328378053
123,2020-05-24,12,10,74.34686418408221,5.964601206137137,True,124,11.793264093883431,11.89026328378053
124,2020-05-25,12,10,74.34686418408221,5.964601206137137,True,125,11.804828045243342,11.89026328378053
125,2020-05-26,12,10,74.34686418408221,5.964601206137137,True,126,11.815417769781334,11.89026328378053
126,2020-05-27,12,10,74.34686418408221,5.964601206137137,True,127,11.825113793645182,11.89026328378053
127,2020-05-28,12,10,74.34686418408221,5.964601206137137,True,128,11.833990240342757,11.89026328378053
