,Report_Date,Mauritania_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
76,2020-04-07,6,66.18727201628933,3.756065272770852,True,77,6.518312592660437,7.511361282542164
77,2020-04-08,6,66.18727201628933,3.756065272770852,True,78,6.658961773910459,7.511361282542164
78,2020-04-09,7,66.18727201628933,3.756065272770852,True,79,6.7819355352404385,7.511361282542164
79,2020-04-10,7,66.18727201628933,3.756065272770852,True,80,6.888843241569849,7.511361282542164
80,2020-04-11,7,66.18727201628933,3.756065272770852,True,81,6.981323685046453,7.511361282542164
81,2020-04-12,7,66.18727201628933,3.756065272770852,True,82,7.060980954664032,7.511361282542164
82,2020-04-13,7,66.18727201628933,3.756065272770852,True,83,7.129339643125771,7.511361282542164
83,2020-04-14,7,66.18727201628933,3.756065272770852,True,84,7.1878162850219525,7.511361282542164
84,2020-04-15,7,66.18727201628933,3.756065272770852,True,85,7.237703664550497,7.511361282542164
85,2020-04-16,7,66.18727201628933,3.756065272770852,True,86,7.280164810372856,7.511361282542164
86,2020-04-17,7,66.18727201628933,3.756065272770852,True,87,7.31623390725931,7.511361282542164
87,2020-04-18,7,66.18727201628933,3.756065272770852,True,88,7.346821855123356,7.511361282542164
88,2020-04-19,7,66.18727201628933,3.756065272770852,True,89,7.372724705204176,7.511361282542164
89,2020-04-20,7,66.18727201628933,3.756065272770852,True,90,7.39463365096802,7.511361282542164
90,2020-04-21,7,66.18727201628933,3.756065272770852,True,91,7.413145626552635,7.511361282542164
91,2020-04-22,7,66.18727201628933,3.756065272770852,True,92,7.42877386465181,7.511361282542164
92,2020-04-23,7,66.18727201628933,3.756065272770852,True,93,7.4419579946500765,7.511361282542164
93,2020-04-24,7,66.18727201628933,3.756065272770852,True,94,7.453073430920603,7.511361282542164
94,2020-04-25,7,66.18727201628933,3.756065272770852,True,95,7.4624399219421695,7.511361282542164
95,2020-04-26,7,66.18727201628933,3.756065272770852,True,96,7.470329214062544,7.511361282542164
96,2020-04-27,7,66.18727201628933,3.756065272770852,True,97,7.476971838655761,7.511361282542164
97,2020-04-28,7,66.18727201628933,3.756065272770852,True,98,7.482563065702439,7.511361282542164
98,2020-04-29,8,66.18727201628933,3.756065272770852,True,99,7.4872680864375525,7.511361282542164
99,2020-04-30,8,66.18727201628933,3.756065272770852,True,100,7.491226497199454,7.511361282542164
100,2020-05-01,8,66.18727201628933,3.756065272770852,True,101,7.494556159340212,7.511361282542164
101,2020-05-02,8,66.18727201628933,3.756065272770852,True,102,7.497356508453374,7.511361282542164
102,2020-05-03,8,66.18727201628933,3.756065272770852,True,103,7.499711381961847,7.511361282542164
103,2020-05-04,8,66.18727201628933,3.756065272770852,True,104,7.501691428474716,7.511361282542164
104,2020-05-05,8,66.18727201628933,3.756065272770852,True,105,7.503356156067188,7.511361282542164
105,2020-05-06,8,66.18727201628933,3.756065272770852,True,106,7.504755670282841,7.511361282542164
106,2020-05-07,8,66.18727201628933,3.756065272770852,True,107,7.505932146525858,7.511361282542164
107,2020-05-08,8,66.18727201628933,3.756065272770852,True,108,7.506921075790341,7.511361282542164
108,2020-05-09,8,66.18727201628933,3.756065272770852,True,109,7.507752317460181,7.511361282542164
