,Report_Date,Zimbabwe_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
53,2020-03-15,0,70.40631655373898,7.302142732153749,True,54,0.9346321031491334,14.03448286373097
54,2020-03-16,0,70.40631655373898,7.302142732153749,True,55,1.0882968339265908,14.03448286373097
55,2020-03-17,0,70.40631655373898,7.302142732153749,True,56,1.264888117122799,14.03448286373097
56,2020-03-18,0,70.40631655373898,7.302142732153749,True,57,1.4670236460563046,14.03448286373097
57,2020-03-19,0,70.40631655373898,7.302142732153749,True,58,1.697351202134619,14.03448286373097
58,2020-03-20,1,70.40631655373898,7.302142732153749,True,59,1.9584500319614544,14.03448286373097
59,2020-03-21,3,70.40631655373898,7.302142732153749,True,60,2.252702955575655,14.03448286373097
60,2020-03-22,3,70.40631655373898,7.302142732153749,True,61,2.582139381073426,14.03448286373097
61,2020-03-23,3,70.40631655373898,7.302142732153749,True,62,2.948253190168623,14.03448286373097
62,2020-03-24,3,70.40631655373898,7.302142732153749,True,63,3.351804491161139,14.03448286373097
63,2020-03-25,3,70.40631655373898,7.302142732153749,True,64,3.7926200971523785,14.03448286373097
64,2020-03-26,3,70.40631655373898,7.302142732153749,True,65,4.269413387070501,14.03448286373097
65,2020-03-27,5,70.40631655373898,7.302142732153749,True,66,4.779648571630289,14.03448286373097
66,2020-03-28,7,70.40631655373898,7.302142732153749,True,67,5.3194756499893945,14.03448286373097
67,2020-03-29,7,70.40631655373898,7.302142732153749,True,68,5.883758976808729,14.03448286373097
68,2020-03-30,7,70.40631655373898,7.302142732153749,True,69,6.466213581345645,14.03448286373097
69,2020-03-31,8,70.40631655373898,7.302142732153749,True,70,7.059649744650794,14.03448286373097
70,2020-04-01,8,70.40631655373898,7.302142732153749,True,71,7.656310010715224,14.03448286373097
71,2020-04-02,9,70.40631655373898,7.302142732153749,True,72,8.248267243056352,14.03448286373097
72,2020-04-03,9,70.40631655373898,7.302142732153749,True,73,8.82784136487666,14.03448286373097
73,2020-04-04,9,70.40631655373898,7.302142732153749,True,74,9.387988961738026,14.03448286373097
74,2020-04-05,9,70.40631655373898,7.302142732153749,True,75,9.922624934986606,14.03448286373097
75,2020-04-06,10,70.40631655373898,7.302142732153749,True,76,10.426847494853071,14.03448286373097
76,2020-04-07,11,70.40631655373898,7.302142732153749,True,77,10.89705378684217,14.03448286373097
77,2020-04-08,11,70.40631655373898,7.302142732153749,True,78,11.330949504106197,14.03448286373097
78,2020-04-09,11,70.40631655373898,7.302142732153749,True,79,11.72746868037976,14.03448286373097
79,2020-04-10,13,70.40631655373898,7.302142732153749,True,80,12.08662761752584,14.03448286373097
