,Report_Date,Canada_new brunswick_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
45,2020-03-07,0,74.69683467296373,102.37042259560671,True,46,2.427380498716923,170.00378019556322
46,2020-03-08,0,74.69683467296373,102.37042259560671,True,47,2.8262978061922346,170.00378019556322
47,2020-03-09,0,74.69683467296373,102.37042259560671,True,48,3.2897074385020333,170.00378019556322
48,2020-03-10,0,74.69683467296373,102.37042259560671,True,49,3.827658945749327,170.00378019556322
49,2020-03-11,1,74.69683467296373,102.37042259560671,True,50,4.451635394320538,170.00378019556322
50,2020-03-12,1,74.69683467296373,102.37042259560671,True,51,5.174711219186,170.00378019556322
51,2020-03-13,1,74.69683467296373,102.37042259560671,True,52,6.011710473005151,170.00378019556322
52,2020-03-14,1,74.69683467296373,102.37042259560671,True,53,6.979357990363355,170.00378019556322
53,2020-03-15,2,74.69683467296373,102.37042259560671,True,54,8.096412947502959,170.00378019556322
54,2020-03-16,6,74.69683467296373,102.37042259560671,True,55,9.383770557960725,170.00378019556322
55,2020-03-17,8,74.69683467296373,102.37042259560671,True,56,10.864513208017547,170.00378019556322
56,2020-03-18,11,74.69683467296373,102.37042259560671,True,57,12.563887317169119,170.00378019556322
57,2020-03-19,11,74.69683467296373,102.37042259560671,True,58,14.509176894941868,170.00378019556322
58,2020-03-20,11,74.69683467296373,102.37042259560671,True,59,16.729439694525084,170.00378019556322
59,2020-03-21,17,74.69683467296373,102.37042259560671,True,60,19.255067910387183,170.00378019556322
60,2020-03-22,17,74.69683467296373,102.37042259560671,True,61,22.117133814287396,170.00378019556322
61,2020-03-23,17,74.69683467296373,102.37042259560671,True,62,25.34648328752132,170.00378019556322
62,2020-03-24,18,74.69683467296373,102.37042259560671,True,63,28.972548957767824,170.00378019556322
63,2020-03-25,18,74.69683467296373,102.37042259560671,True,64,33.021871765531124,170.00378019556322
64,2020-03-26,33,74.69683467296373,102.37042259560671,True,65,37.51634707032823,170.00378019556322
65,2020-03-27,45,74.69683467296373,102.37042259560671,True,66,42.471249531410315,170.00378019556322
66,2020-03-28,51,74.69683467296373,102.37042259560671,True,67,47.893138531314285,170.00378019556322
67,2020-03-29,66,74.69683467296373,102.37042259560671,True,68,53.777798339766406,170.00378019556322
68,2020-03-30,68,74.69683467296373,102.37042259560671,True,69,60.10841634283729,170.00378019556322
69,2020-03-31,70,74.69683467296373,102.37042259560671,True,70,66.85423691714188,170.00378019556322
70,2020-04-01,81,74.69683467296373,102.37042259560671,True,71,73.96993469745175,170.00378019556322
71,2020-04-02,91,74.69683467296373,102.37042259560671,True,72,81.39591752609019,170.00378019556322
72,2020-04-03,91,74.69683467296373,102.37042259560671,True,73,89.05969079334491,170.00378019556322
73,2020-04-04,91,74.69683467296373,102.37042259560671,True,74,96.87829582180808,170.00378019556322
74,2020-04-05,98,74.69683467296373,102.37042259560671,True,75,104.76169204784532,170.00378019556322
