,Report_Date,Azerbaijan_cases,active_patients,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
44,2020-03-06,6,6,124.3371476509239,4121.811649281989,True,45,128.62225510741266,5533.361681878122
45,2020-03-07,9,9,124.3371476509239,4121.811649281989,True,46,135.40681194804475,5533.361681878122
46,2020-03-08,9,9,124.3371476509239,4121.811649281989,True,47,142.54295393253346,5533.361681878122
47,2020-03-09,9,9,124.3371476509239,4121.811649281989,True,48,150.04822157451866,5533.361681878122
48,2020-03-10,11,11,124.3371476509239,4121.811649281989,True,49,157.94095723149377,5533.361681878122
49,2020-03-11,11,8,124.3371476509239,4121.811649281989,True,50,166.24033379104011,5533.361681878122
50,2020-03-12,11,8,124.3371476509239,4121.811649281989,True,51,174.96638347642258,5533.361681878122
51,2020-03-13,15,11,124.3371476509239,4121.811649281989,True,52,184.1400266466717,5533.361681878122
52,2020-03-14,15,11,124.3371476509239,4121.811649281989,True,53,193.7831004489893,5533.361681878122
53,2020-03-15,23,16,124.3371476509239,4121.811649281989,True,54,203.9183871624995,5533.361681878122
54,2020-03-16,28,21,124.3371476509239,4121.811649281989,True,55,214.56964205196627,5533.361681878122
55,2020-03-17,28,21,124.3371476509239,4121.811649281989,True,56,225.7616205280512,5533.361681878122
56,2020-03-18,28,21,124.3371476509239,4121.811649281989,True,57,237.52010438693773,5533.361681878122
57,2020-03-19,44,37,124.3371476509239,4121.811649281989,True,58,249.87192687667138,5533.361681878122
58,2020-03-20,44,37,124.3371476509239,4121.811649281989,True,59,262.8449963103405,5533.361681878122
59,2020-03-21,53,41,124.3371476509239,4121.811649281989,True,60,276.46831791724475,5533.361681878122
60,2020-03-22,65,54,124.3371476509239,4121.811649281989,True,61,290.772013592514,5533.361681878122
61,2020-03-23,72,61,124.3371476509239,4121.811649281989,True,62,305.78733917328753,5533.361681878122
62,2020-03-24,87,76,124.3371476509239,4121.811649281989,True,63,321.54669883565987,5533.361681878122
63,2020-03-25,93,81,124.3371476509239,4121.811649281989,True,64,338.08365617127083,5533.361681878122
64,2020-03-26,122,104,124.3371476509239,4121.811649281989,True,65,355.4329414658591,5533.361681878122
65,2020-03-27,165,147,124.3371476509239,4121.811649281989,True,66,373.6304546645556,5533.361681878122
66,2020-03-28,182,163,124.3371476509239,4121.811649281989,True,67,392.7132634704835,5533.361681878122
67,2020-03-29,209,190,124.3371476509239,4121.811649281989,True,68,412.71959598472205,5533.361681878122
68,2020-03-30,273,243,124.3371476509239,4121.811649281989,True,69,433.6888272573835,5533.361681878122
69,2020-03-31,298,267,124.3371476509239,4121.811649281989,True,70,455.66145908195784,5533.361681878122
70,2020-04-01,359,328,124.3371476509239,4121.811649281989,True,71,478.6790923289057,5533.361681878122
71,2020-04-02,400,369,124.3371476509239,4121.811649281989,True,72,502.7843910804434,5533.361681878122
72,2020-04-03,443,406,124.3371476509239,4121.811649281989,True,73,528.0210377974792,5533.361681878122
73,2020-04-04,521,484,124.3371476509239,4121.811649281989,True,74,554.4336787227148,5533.361681878122
74,2020-04-05,584,545,124.3371476509239,4121.811649281989,True,75,582.0678587021329,5533.361681878122
75,2020-04-06,641,590,124.3371476509239,4121.811649281989,True,76,610.9699445917338,5533.361681878122
76,2020-04-07,717,665,124.3371476509239,4121.811649281989,True,77,641.1870364088278,5533.361681878122
77,2020-04-08,822,751,124.3371476509239,4121.811649281989,True,78,672.7668653889253,5533.361681878122
78,2020-04-09,926,816,124.3371476509239,4121.811649281989,True,79,705.7576781219752,5533.361681878122
79,2020-04-10,991,822,124.3371476509239,4121.811649281989,True,80,740.2081059670376,5533.361681878122
80,2020-04-11,1058,847,124.3371476509239,4121.811649281989,True,81,776.1670189843214,5533.361681878122
81,2020-04-12,1098,837,124.3371476509239,4121.811649281989,True,82,813.6833636796798,5533.361681878122
82,2020-04-13,1148,847,124.3371476509239,4121.811649281989,True,83,852.8059839311042,5533.361681878122
83,2020-04-14,1197,833,124.3371476509239,4121.811649281989,True,84,893.5834245612808,5533.361681878122
84,2020-04-15,1253,836,124.3371476509239,4121.811649281989,True,85,936.063717136765,5533.361681878122
85,2020-04-16,1283,808,124.3371476509239,4121.811649281989,True,86,980.2941477144016,5533.361681878122
86,2020-04-17,1340,797,124.3371476509239,4121.811649281989,True,87,1026.3210064207685,5533.361681878122
87,2020-04-18,1373,765,124.3371476509239,4121.811649281989,True,88,1074.1893189418606,5533.361681878122
88,2020-04-19,1398,667,124.3371476509239,4121.811649281989,True,89,1123.942560218717,5533.361681878122
89,2020-04-20,1436,626,124.3371476509239,4121.811649281989,True,90,1175.622350890608,5533.361681878122
90,2020-04-21,1480,595,124.3371476509239,4121.811649281989,True,91,1229.2681373005257,5533.361681878122
91,2020-04-22,1518,591,124.3371476509239,4121.811649281989,True,92,1284.916856177063,5533.361681878122
92,2020-04-23,1548,580,124.3371476509239,4121.811649281989,True,93,1342.6025854307184,5533.361681878122
93,2020-04-24,1592,558,124.3371476509239,4121.811649281989,True,94,1402.356182848533,5533.361681878122
94,2020-04-25,1617,516,124.3371476509239,4121.811649281989,True,95,1464.2049148352173,5533.361681878122
95,2020-04-26,1645,485,124.3371476509239,4121.811649281989,True,96,1528.172077726916,5533.361681878122
96,2020-04-27,1678,494,124.3371476509239,4121.811649281989,True,97,1594.2766145896717,5533.361681878122
97,2020-04-28,1717,474,124.3371476509239,4121.811649281989,True,98,1662.5327308016672,5533.361681878122
98,2020-04-29,1766,476,124.3371476509239,4121.811649281989,True,99,1732.9495120983336,5533.361681878122
99,2020-04-30,1804,455,124.3371476509239,4121.811649281989,True,100,1805.5305491233644,5533.361681878122
100,2020-05-01,1854,464,124.3371476509239,4121.811649281989,True,101,1880.2735728665043,5533.361681878122
101,2020-05-02,1894,458,124.3371476509239,4121.811649281989,True,102,1957.1701056697962,5533.361681878122
102,2020-05-03,1932,466,124.3371476509239,4121.811649281989,True,103,2036.205132736394,5533.361681878122
103,2020-05-04,1984,478,124.3371476509239,4121.811649281989,True,104,2117.3567992682624,5533.361681878122
104,2020-05-05,2060,526,124.3371476509239,4121.811649281989,True,105,2200.596138479529,5533.361681878122
105,2020-05-06,2127,563,124.3371476509239,4121.811649281989,True,106,2285.886835769597,5533.361681878122
106,2020-05-07,2204,625,124.3371476509239,4121.811649281989,True,107,2373.1850342840953,5533.361681878122
107,2020-05-08,2279,675,124.3371476509239,4121.811649281989,True,108,2462.4391869334004,5533.361681878122
108,2020-05-09,2422,771,124.3371476509239,4121.811649281989,True,109,2553.589959670584,5533.361681878122
109,2020-05-10,2519,837,124.3371476509239,4121.811649281989,True,110,2646.5701904485995,5533.361681878122
110,2020-05-11,2589,877,124.3371476509239,4121.811649281989,True,111,2741.3049077782416,5533.361681878122
111,2020-05-12,2693,980,124.3371476509239,4121.811649281989,True,112,2837.711412195132,5533.361681878122
112,2020-05-13,2758,934,124.3371476509239,4121.811649281989,True,113,2935.6994232203833,5533.361681878122
113,2020-05-14,2879,1011,124.3371476509239,4121.811649281989,True,114,3035.1712935741652,5533.361681878122
114,2020-05-15,2980,1058,124.3371476509239,4121.811649281989,True,115,3136.0222914861356,5533.361681878122
115,2020-05-16,3138,1158,124.3371476509239,4121.811649281989,True,116,3238.140950957643,5533.361681878122
116,2020-05-17,3274,1220,124.3371476509239,4121.811649281989,True,117,3341.409488786951,5533.361681878122
117,2020-05-18,3387,1292,124.3371476509239,4121.811649281989,True,118,3445.70428609271,5533.361681878122
118,2020-05-19,3518,1279,124.3371476509239,4121.811649281989,True,119,3550.8964309874623,5533.361681878122
119,2020-05-20,3631,1335,124.3371476509239,4121.811649281989,True,120,3656.8523179882723,5533.361681878122
120,2020-05-21,3749,1365,124.3371476509239,4121.811649281989,True,121,3763.4342987331192,5533.361681878122
121,2020-05-22,3855,1410,124.3371476509239,4121.811649281989,True,122,3870.5013776265546,5533.361681878122
122,2020-05-23,3982,1427,124.3371476509239,4121.811649281989,True,123,3977.9099451923867,5533.361681878122
123,2020-05-24,4122,1466,124.3371476509239,4121.811649281989,True,124,4085.514541188868,5533.361681878122
124,2020-05-25,4271,1479,124.3371476509239,4121.811649281989,True,125,4193.168638963832,5533.361681878122
125,2020-05-26,4403,1532,124.3371476509239,4121.811649281989,True,126,4300.725442110578,5533.361681878122
126,2020-05-27,4568,1617,124.3371476509239,4121.811649281989,True,127,4408.038684242525,5533.361681878122
127,2020-05-28,4759,1681,124.3371476509239,4121.811649281989,True,128,4514.96342264281,5533.361681878122
