,Report_Date,Uganda_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
35,2020-02-26,0,82.03436105411552,52.586638683602004,True,36,1.8810689727304912,101.11928478618789
36,2020-02-27,0,82.03436105411552,52.586638683602004,True,37,2.048753193979835,101.11928478618789
37,2020-02-28,0,82.03436105411552,52.586638683602004,True,38,2.2310624306375315,101.11928478618789
38,2020-02-29,0,82.03436105411552,52.586638683602004,True,39,2.429212390120486,101.11928478618789
39,2020-03-01,0,82.03436105411552,52.586638683602004,True,40,2.6445087809486494,101.11928478618789
40,2020-03-02,0,82.03436105411552,52.586638683602004,True,41,2.878351915651107,101.11928478618789
41,2020-03-03,0,82.03436105411552,52.586638683602004,True,42,3.132241141725063,101.11928478618789
42,2020-03-04,0,82.03436105411552,52.586638683602004,True,43,3.4077789972639554,101.11928478618789
43,2020-03-05,0,82.03436105411552,52.586638683602004,True,44,3.7066749681807574,101.11928478618789
44,2020-03-06,0,82.03436105411552,52.586638683602004,True,45,4.0307487020788475,101.11928478618789
45,2020-03-07,0,82.03436105411552,52.586638683602004,True,46,4.381932509833992,101.11928478618789
46,2020-03-08,0,82.03436105411552,52.586638683602004,True,47,4.762272960031335,101.11928478618789
47,2020-03-09,0,82.03436105411552,52.586638683602004,True,48,5.173931343886631,101.11928478618789
48,2020-03-10,0,82.03436105411552,52.586638683602004,True,49,5.619182759699158,101.11928478618789
49,2020-03-11,0,82.03436105411552,52.586638683602004,True,50,6.100413537000134,101.11928478618789
50,2020-03-12,0,82.03436105411552,52.586638683602004,True,51,6.6201166924259764,101.11928478618789
51,2020-03-13,0,82.03436105411552,52.586638683602004,True,52,7.180885083347317,101.11928478618789
52,2020-03-14,0,82.03436105411552,52.586638683602004,True,53,7.785401903189487,101.11928478618789
53,2020-03-15,0,82.03436105411552,52.586638683602004,True,54,8.43642814637433,101.11928478618789
54,2020-03-16,0,82.03436105411552,52.586638683602004,True,55,9.136786663523026,101.11928478618789
55,2020-03-17,0,82.03436105411552,52.586638683602004,True,56,9.88934243204609,101.11928478618789
56,2020-03-18,0,82.03436105411552,52.586638683602004,True,57,10.696978686965508,101.11928478618789
57,2020-03-19,0,82.03436105411552,52.586638683602004,True,58,11.562568595523569,101.11928478618789
58,2020-03-20,0,82.03436105411552,52.586638683602004,True,59,12.488942220738988,101.11928478618789
59,2020-03-21,1,82.03436105411552,52.586638683602004,True,60,13.478848607392644,101.11928478618789
60,2020-03-22,1,82.03436105411552,52.586638683602004,True,61,14.534912942377808,101.11928478618789
61,2020-03-23,9,82.03436105411552,52.586638683602004,True,62,15.659588892526658,101.11928478618789
62,2020-03-24,9,82.03436105411552,52.586638683602004,True,63,16.855106408200424,101.11928478618789
63,2020-03-25,14,82.03436105411552,52.586638683602004,True,64,18.12341549948809,101.11928478618789
64,2020-03-26,14,82.03436105411552,52.586638683602004,True,65,19.46612674068418,101.11928478618789
65,2020-03-27,23,82.03436105411552,52.586638683602004,True,66,20.88444953161724,101.11928478618789
66,2020-03-28,30,82.03436105411552,52.586638683602004,True,67,22.37912943162502,101.11928478618789
67,2020-03-29,33,82.03436105411552,52.586638683602004,True,68,23.950386169923416,101.11928478618789
68,2020-03-30,33,82.03436105411552,52.586638683602004,True,69,25.597854207378916,101.11928478618789
69,2020-03-31,44,82.03436105411552,52.586638683602004,True,70,27.320527958486778,101.11928478618789
70,2020-04-01,44,82.03436105411552,52.586638683602004,True,71,29.11671395547981,101.11928478618789
71,2020-04-02,45,82.03436105411552,52.586638683602004,True,72,30.983992324855897,101.11928478618789
72,2020-04-03,48,82.03436105411552,52.586638683602004,True,73,32.91918992729653,101.11928478618789
73,2020-04-04,48,82.03436105411552,52.586638683602004,True,74,34.91836736570185,101.11928478618789
74,2020-04-05,52,82.03436105411552,52.586638683602004,True,75,36.976821780034975,101.11928478618789
75,2020-04-06,52,82.03436105411552,52.586638683602004,True,76,39.08910691803849,101.11928478618789
76,2020-04-07,52,82.03436105411552,52.586638683602004,True,77,41.24907140506584,101.11928478618789
77,2020-04-08,53,82.03436105411552,52.586638683602004,True,78,43.449915454199036,101.11928478618789
78,2020-04-09,53,82.03436105411552,52.586638683602004,True,79,45.68426549203333,101.11928478618789
79,2020-04-10,53,82.03436105411552,52.586638683602004,True,80,47.94426536969732,101.11928478618789
80,2020-04-11,53,82.03436105411552,52.586638683602004,True,81,50.22168203473122,101.11928478618789
81,2020-04-12,54,82.03436105411552,52.586638683602004,True,82,52.50802281310243,101.11928478618789
82,2020-04-13,54,82.03436105411552,52.586638683602004,True,83,54.794660846191,101.11928478618789
83,2020-04-14,55,82.03436105411552,52.586638683602004,True,84,57.072964792296126,101.11928478618789
84,2020-04-15,55,82.03436105411552,52.586638683602004,True,85,59.334428671199426,101.11928478618789
85,2020-04-16,55,82.03436105411552,52.586638683602004,True,86,61.57079772253081,101.11928478618789
86,2020-04-17,56,82.03436105411552,52.586638683602004,True,87,63.774186364763864,101.11928478618789
87,2020-04-18,55,82.03436105411552,52.586638683602004,True,88,65.93718476386898,101.11928478618789
88,2020-04-19,55,82.03436105411552,52.586638683602004,True,89,68.05295111487361,101.11928478618789
89,2020-04-20,56,82.03436105411552,52.586638683602004,True,90,70.11528745923373,101.11928478618789
90,2020-04-21,61,82.03436105411552,52.586638683602004,True,91,72.11869765201804,101.11928478618789
91,2020-04-22,63,82.03436105411552,52.586638683602004,True,92,74.05842689963451,101.11928478618789
92,2020-04-23,74,82.03436105411552,52.586638683602004,True,93,75.93048305888075,101.11928478618789
93,2020-04-24,75,82.03436105411552,52.586638683602004,True,94,77.73164057710474,101.11928478618789
94,2020-04-25,75,82.03436105411552,52.586638683602004,True,95,79.45942852785602,101.11928478618789
95,2020-04-26,79,82.03436105411552,52.586638683602004,True,96,81.11210463577099,101.11928478618789
96,2020-04-27,79,82.03436105411552,52.586638683602004,True,97,82.68861748033382,101.11928478618789
97,2020-04-28,79,82.03436105411552,52.586638683602004,True,98,84.18855922368417,101.11928478618789
98,2020-04-29,81,82.03436105411552,52.586638683602004,True,99,85.61211123512362,101.11928478618789
99,2020-04-30,83,82.03436105411552,52.586638683602004,True,100,86.9599849033043,101.11928478618789
100,2020-05-01,85,82.03436105411552,52.586638683602004,True,101,88.2333597590138,101.11928478618789
101,2020-05-02,88,82.03436105411552,52.586638683602004,True,102,89.43382080108591,101.11928478618789
102,2020-05-03,89,82.03436105411552,52.586638683602004,True,103,90.56329664858052,101.11928478618789
103,2020-05-04,97,82.03436105411552,52.586638683602004,True,104,91.62399985497136,101.11928478618789
104,2020-05-05,98,82.03436105411552,52.586638683602004,True,105,92.6183704323275,101.11928478618789
105,2020-05-06,100,82.03436105411552,52.586638683602004,True,106,93.54902335923327,101.11928478618789
106,2020-05-07,101,82.03436105411552,52.586638683602004,True,107,94.41870059547601,101.11928478618789
107,2020-05-08,101,82.03436105411552,52.586638683602004,True,108,95.2302279057595,101.11928478618789
108,2020-05-09,116,82.03436105411552,52.586638683602004,True,109,95.9864766071894,101.11928478618789
