,Report_Date,Libyan Arab Jamahiriya_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
95,2020-04-26,61,82.73333640970759,33.949383718930086,True,96,58.642425736681524,67.83659589256642
96,2020-04-27,61,82.73333640970759,33.949383718930086,True,97,59.69969981182077,67.83659589256642
97,2020-04-28,61,82.73333640970759,33.949383718930086,True,98,60.651135554188784,67.83659589256642
98,2020-04-29,61,82.73333640970759,33.949383718930086,True,99,61.50399111054699,67.83659589256642
99,2020-04-30,61,82.73333640970759,33.949383718930086,True,100,62.265808794691665,67.83659589256642
100,2020-05-01,63,82.73333640970759,33.949383718930086,True,101,62.944181255523766,67.83659589256642
101,2020-05-02,63,82.73333640970759,33.949383718930086,True,102,63.5465681936265,67.83659589256642
102,2020-05-03,63,82.73333640970759,33.949383718930086,True,103,64.08015908569675,67.83659589256642
103,2020-05-04,63,82.73333640970759,33.949383718930086,True,104,64.55177599844113,67.83659589256642
104,2020-05-05,63,82.73333640970759,33.949383718930086,True,105,64.96781005823712,67.83659589256642
105,2020-05-06,64,82.73333640970759,33.949383718930086,True,106,65.33418523433723,67.83659589256642
106,2020-05-07,64,82.73333640970759,33.949383718930086,True,107,65.65634357133092,67.83659589256642
107,2020-05-08,64,82.73333640970759,33.949383718930086,True,108,65.93924669706472,67.83659589256642
108,2020-05-09,64,82.73333640970759,33.949383718930086,True,109,66.18738920808084,67.83659589256642
109,2020-05-10,64,82.73333640970759,33.949383718930086,True,110,66.40482030979395,67.83659589256642
110,2020-05-11,64,82.73333640970759,33.949383718930086,True,111,66.59517081000102,67.83659589256642
111,2020-05-12,64,82.73333640970759,33.949383718930086,True,112,66.76168320347716,67.83659589256642
112,2020-05-13,64,82.73333640970759,33.949383718930086,True,113,66.90724313111608,67.83659589256642
113,2020-05-14,64,82.73333640970759,33.949383718930086,True,114,67.03441094929137,67.83659589256642
114,2020-05-15,64,82.73333640970759,33.949383718930086,True,115,67.14545251044866,67.83659589256642
115,2020-05-16,65,82.73333640970759,33.949383718930086,True,116,67.24236854440878,67.83659589256642
116,2020-05-17,65,82.73333640970759,33.949383718930086,True,117,67.32692225274836,67.83659589256642
117,2020-05-18,65,82.73333640970759,33.949383718930086,True,118,67.40066489710452,67.83659589256642
118,2020-05-19,68,82.73333640970759,33.949383718930086,True,119,67.46495928663866,67.83659589256642
119,2020-05-20,69,82.73333640970759,33.949383718930086,True,120,67.52100115926561,67.83659589256642
120,2020-05-21,71,82.73333640970759,33.949383718930086,True,121,67.5698385133197,67.83659589256642
121,2020-05-22,72,82.73333640970759,33.949383718930086,True,122,67.61238898747493,67.83659589256642
122,2020-05-23,75,82.73333640970759,33.949383718930086,True,123,67.64945541213737,67.83659589256642
