,Report_Date,Serbia_cases,active_patients,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
118,2020-05-19,10733,5595,87.3511728666966,5466.909574619219,True,119,10728.769056759573,10914.431909252857
119,2020-05-20,10833,5531,87.3511728666966,5466.909574619219,True,120,10752.470912508668,10914.431909252857
120,2020-05-21,10919,5312,87.3511728666966,5466.909574619219,True,121,10773.474003315887,10914.431909252857
121,2020-05-22,11024,5246,87.3511728666966,5466.909574619219,True,122,10792.076658818565,10914.431909252857
122,2020-05-23,11092,5155,87.3511728666966,5466.909574619219,True,123,10808.546197971404,10914.431909252857
123,2020-05-24,11159,5064,87.3511728666966,5466.909574619219,True,124,10823.121714564475,10914.431909252857
124,2020-05-25,11193,5034,87.3511728666966,5466.909574619219,True,125,10836.016714003565,10914.431909252857
125,2020-05-26,11227,4921,87.3511728666966,5466.909574619219,True,126,10847.421582780036,10914.431909252857
126,2020-05-27,11275,4758,87.3511728666966,5466.909574619219,True,127,10857.505881175919,10914.431909252857
127,2020-05-28,11300,4621,87.3511728666966,5466.909574619219,True,128,10866.42045657061,10914.431909252857
