,Report_Date,Paraguay_cases,active_patients,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
57,2020-03-19,11,11,108.08369805007216,554.9264645046502,True,58,14.372866828314583,1032.2994273419522
58,2020-03-20,13,13,108.08369805007216,554.9264645046502,True,59,15.65358055770222,1032.2994273419522
59,2020-03-21,18,17,108.08369805007216,554.9264645046502,True,60,17.046638211483796,1032.2994273419522
60,2020-03-22,22,21,108.08369805007216,554.9264645046502,True,61,18.561565100571396,1032.2994273419522
61,2020-03-23,22,21,108.08369805007216,554.9264645046502,True,62,20.208633194422845,1032.2994273419522
62,2020-03-24,27,25,108.08369805007216,554.9264645046502,True,63,21.998908305807063,1032.2994273419522
63,2020-03-25,37,34,108.08369805007216,554.9264645046502,True,64,23.944298068970955,1032.2994273419522
64,2020-03-26,41,38,108.08369805007216,554.9264645046502,True,65,26.057600228088695,1032.2994273419522
65,2020-03-27,52,48,108.08369805007216,554.9264645046502,True,66,28.35255063163017,1032.2994273419522
66,2020-03-28,56,52,108.08369805007216,554.9264645046502,True,67,30.843870188465964,1032.2994273419522
67,2020-03-29,59,55,108.08369805007216,554.9264645046502,True,68,33.547309881714206,1032.2994273419522
68,2020-03-30,64,60,108.08369805007216,554.9264645046502,True,69,36.47969275539501,1032.2994273419522
69,2020-03-31,65,61,108.08369805007216,554.9264645046502,True,70,39.65895158620087,1032.2994273419522
70,2020-04-01,69,65,108.08369805007216,554.9264645046502,True,71,43.10416072808134,1032.2994273419522
71,2020-04-02,77,72,108.08369805007216,554.9264645046502,True,72,46.83556037174138,1032.2994273419522
72,2020-04-03,92,83,108.08369805007216,554.9264645046502,True,73,50.87457119664485,1032.2994273419522
73,2020-04-04,96,81,108.08369805007216,554.9264645046502,True,74,55.24379711333608,1032.2994273419522
74,2020-04-05,104,89,108.08369805007216,554.9264645046502,True,75,59.96701350446799,1032.2994273419522
75,2020-04-06,113,96,108.08369805007216,554.9264645046502,True,76,65.06913808190357,1032.2994273419522
76,2020-04-07,115,95,108.08369805007216,554.9264645046502,True,77,70.57618119560568,1032.2994273419522
77,2020-04-08,119,99,108.08369805007216,554.9264645046502,True,78,76.51517217210625,1032.2994273419522
78,2020-04-09,124,101,108.08369805007216,554.9264645046502,True,79,82.91405804435524,1032.2994273419522
79,2020-04-10,129,105,108.08369805007216,554.9264645046502,True,80,89.80157088308653,1032.2994273419522
80,2020-04-11,133,109,108.08369805007216,554.9264645046502,True,81,97.20705987927528,1032.2994273419522
81,2020-04-12,134,106,108.08369805007216,554.9264645046502,True,82,105.16028438885844,1032.2994273419522
82,2020-04-13,147,119,108.08369805007216,554.9264645046502,True,83,113.69116436954273,1032.2994273419522
83,2020-04-14,159,130,108.08369805007216,554.9264645046502,True,84,122.82948505299056,1032.2994273419522
84,2020-04-15,161,130,108.08369805007216,554.9264645046502,True,85,132.60455334294832,1032.2994273419522
85,2020-04-16,174,136,108.08369805007216,554.9264645046502,True,86,143.04480434884056,1032.2994273419522
86,2020-04-17,199,161,108.08369805007216,554.9264645046502,True,87,154.17735768845913,1032.2994273419522
87,2020-04-18,202,159,108.08369805007216,554.9264645046502,True,88,166.02752474756127,1032.2994273419522
88,2020-04-19,206,157,108.08369805007216,554.9264645046502,True,89,178.6182699797866,1032.2994273419522
89,2020-04-20,208,154,108.08369805007216,554.9264645046502,True,90,191.9696315594198,1032.2994273419522
90,2020-04-21,208,147,108.08369805007216,554.9264645046502,True,91,206.09810922902474,1032.2994273419522
91,2020-04-22,213,142,108.08369805007216,554.9264645046502,True,92,221.01602994980695,1032.2994273419522
92,2020-04-23,213,137,108.08369805007216,554.9264645046502,True,93,236.7309048650681,1032.2994273419522
93,2020-04-24,223,136,108.08369805007216,554.9264645046502,True,94,253.24479398844002,1032.2994273419522
94,2020-04-25,228,134,108.08369805007216,554.9264645046502,True,95,270.5536977530963,1032.2994273419522
95,2020-04-26,228,134,108.08369805007216,554.9264645046502,True,96,288.6469968970977,1032.2994273419522
96,2020-04-27,228,126,108.08369805007216,554.9264645046502,True,97,307.5069638812614,1032.2994273419522
97,2020-04-28,239,128,108.08369805007216,554.9264645046502,True,98,327.10836989912156,1032.2994273419522
98,2020-04-29,239,128,108.08369805007216,554.9264645046502,True,99,347.4182113155879,1032.2994273419522
99,2020-04-30,266,143,108.08369805007216,554.9264645046502,True,100,368.395577870927,1032.2994273419522
100,2020-05-01,333,208,108.08369805007216,554.9264645046502,True,101,389.9916820827404,1032.2994273419522
101,2020-05-02,370,241,108.08369805007216,554.9264645046502,True,102,412.1500649338933,1032.2994273419522
102,2020-05-03,396,260,108.08369805007216,554.9264645046502,True,103,434.80698722358034,1032.2994273419522
103,2020-05-04,415,275,108.08369805007216,554.9264645046502,True,104,457.8920090809626,1032.2994273419522
104,2020-05-05,431,286,108.08369805007216,554.9264645046502,True,105,481.3287524202021,1032.2994273419522
105,2020-05-06,440,288,108.08369805007216,554.9264645046502,True,106,505.03583298726727,1032.2994273419522
106,2020-05-07,462,304,108.08369805007216,554.9264645046502,True,107,528.9279406294795,1032.2994273419522
107,2020-05-08,563,401,108.08369805007216,554.9264645046502,True,108,552.9170390642763,1032.2994273419522
108,2020-05-09,689,524,108.08369805007216,554.9264645046502,True,109,576.9136502770526,1032.2994273419522
109,2020-05-10,713,538,108.08369805007216,554.9264645046502,True,110,600.8281842140249,1032.2994273419522
110,2020-05-11,724,544,108.08369805007216,554.9264645046502,True,111,624.5722720105207,1032.2994273419522
111,2020-05-12,737,554,108.08369805007216,554.9264645046502,True,112,648.060060804712,1032.2994273419522
112,2020-05-13,740,547,108.08369805007216,554.9264645046502,True,113,671.2094302471919,1032.2994273419522
113,2020-05-14,754,559,108.08369805007216,554.9264645046502,True,114,693.9430949603714,1032.2994273419522
114,2020-05-15,759,555,108.08369805007216,554.9264645046502,True,115,716.189563097061,1032.2994273419522
115,2020-05-16,778,569,108.08369805007216,554.9264645046502,True,116,737.883928336577,1032.2994273419522
116,2020-05-17,786,573,108.08369805007216,554.9264645046502,True,117,758.9684806038819,1032.2994273419522
117,2020-05-18,788,558,108.08369805007216,554.9264645046502,True,118,779.3931289451288,1032.2994273419522
118,2020-05-19,829,588,108.08369805007216,554.9264645046502,True,119,799.1156378148497,1032.2994273419522
119,2020-05-20,833,580,108.08369805007216,554.9264645046502,True,120,818.1016850747126,1032.2994273419522
120,2020-05-21,836,569,108.08369805007216,554.9264645046502,True,121,836.3247559272243,1032.2994273419522
121,2020-05-22,838,563,108.08369805007216,554.9264645046502,True,122,853.7658915896225,1032.2994273419522
122,2020-05-23,850,541,108.08369805007216,554.9264645046502,True,123,870.4133146585559,1032.2994273419522
123,2020-05-24,862,544,108.08369805007216,554.9264645046502,True,124,886.2619548444505,1032.2994273419522
124,2020-05-25,865,510,108.08369805007216,554.9264645046502,True,125,901.3128991792718,1032.2994273419522
125,2020-05-26,877,484,108.08369805007216,554.9264645046502,True,126,915.572790104827,1032.2994273419522
126,2020-05-27,884,481,108.08369805007216,554.9264645046502,True,127,929.0531932544473,1032.2994273419522
127,2020-05-28,900,487,108.08369805007216,554.9264645046502,True,128,941.7699544887282,1032.2994273419522
