,Report_Date,Italy_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
26,2020-02-17,3,71.35694565550074,106846.79372063628,True,27,1973.4464271379543,212294.0896710418
27,2020-02-18,3,71.35694565550074,106846.79372063628,True,28,2190.5690013416647,212294.0896710418
28,2020-02-19,3,71.35694565550074,106846.79372063628,True,29,2431.30551821264,212294.0896710418
29,2020-02-20,3,71.35694565550074,106846.79372063628,True,30,2698.160703733982,212294.0896710418
30,2020-02-21,20,71.35694565550074,106846.79372063628,True,31,2993.890301571284,212294.0896710418
31,2020-02-22,62,71.35694565550074,106846.79372063628,True,32,3321.522835744826,212294.0896710418
32,2020-02-23,155,71.35694565550074,106846.79372063628,True,33,3684.3824561403076,212294.0896710418
33,2020-02-24,229,71.35694565550074,106846.79372063628,True,34,4086.112710646544,212294.0896710418
34,2020-02-25,322,71.35694565550074,106846.79372063628,True,35,4530.701018229722,212294.0896710418
35,2020-02-26,453,71.35694565550074,106846.79372063628,True,36,5022.503532096239,212294.0896710418
36,2020-02-27,655,71.35694565550074,106846.79372063628,True,37,5566.269979005193,212294.0896710418
37,2020-02-28,888,71.35694565550074,106846.79372063628,True,38,6167.167937535581,212294.0896710418
38,2020-02-29,1128,71.35694565550074,106846.79372063628,True,39,6830.805872646151,212294.0896710418
39,2020-03-01,1694,71.35694565550074,106846.79372063628,True,40,7563.254074561129,212294.0896710418
40,2020-03-02,2036,71.35694565550074,106846.79372063628,True,41,8371.06245598453,212294.0896710418
41,2020-03-03,2502,71.35694565550074,106846.79372063628,True,42,9261.27394316832,212294.0896710418
42,2020-03-04,3089,71.35694565550074,106846.79372063628,True,43,10241.43195542208,212294.0896710418
43,2020-03-05,3858,71.35694565550074,106846.79372063628,True,44,11319.580208630754,212294.0896710418
44,2020-03-06,4636,71.35694565550074,106846.79372063628,True,45,12504.25280880979,212294.0896710418
45,2020-03-07,5883,71.35694565550074,106846.79372063628,True,46,13804.452333351297,212294.0896710418
46,2020-03-08,7375,71.35694565550074,106846.79372063628,True,47,15229.613347169026,212294.0896710418
47,2020-03-09,9172,71.35694565550074,106846.79372063628,True,48,16789.548591247432,212294.0896710418
48,2020-03-10,10149,71.35694565550074,106846.79372063628,True,49,18494.37494179893,212294.0896710418
49,2020-03-11,12462,71.35694565550074,106846.79372063628,True,50,20354.416206260546,212294.0896710418
50,2020-03-12,12462,71.35694565550074,106846.79372063628,True,51,22380.079941706656,212294.0896710418
51,2020-03-13,17660,71.35694565550074,106846.79372063628,True,52,24581.705801771983,212294.0896710418
52,2020-03-14,21157,71.35694565550074,106846.79372063628,True,53,26969.383493013655,212294.0896710418
53,2020-03-15,24747,71.35694565550074,106846.79372063628,True,54,29552.739302888636,212294.0896710418
54,2020-03-16,27980,71.35694565550074,106846.79372063628,True,55,32340.691393780984,212294.0896710418
55,2020-03-17,31506,71.35694565550074,106846.79372063628,True,56,35341.17566924319,212294.0896710418
56,2020-03-18,35713,71.35694565550074,106846.79372063628,True,57,38560.84601148706,212294.0896710418
57,2020-03-19,41035,71.35694565550074,106846.79372063628,True,58,42004.75502619442,212294.0896710418
58,2020-03-20,47021,71.35694565550074,106846.79372063628,True,59,45676.02402460915,212294.0896710418
59,2020-03-21,53578,71.35694565550074,106846.79372063628,True,60,49575.51367671065,212294.0896710418
60,2020-03-22,59138,71.35694565550074,106846.79372063628,True,61,53701.50937252372,212294.0896710418
61,2020-03-23,63927,71.35694565550074,106846.79372063628,True,62,58049.437561572915,212294.0896710418
62,2020-03-24,69176,71.35694565550074,106846.79372063628,True,63,62611.630890131266,212294.0896710418
63,2020-03-25,74386,71.35694565550074,106846.79372063628,True,64,67377.1604950307,212294.0896710418
64,2020-03-26,80589,71.35694565550074,106846.79372063628,True,65,72331.75304198256,212294.0896710418
65,2020-03-27,86498,71.35694565550074,106846.79372063628,True,66,77457.80779531499,212294.0896710418
66,2020-03-28,92472,71.35694565550074,106846.79372063628,True,67,82734.52508737589,212294.0896710418
67,2020-03-29,97689,71.35694565550074,106846.79372063628,True,68,88138.15211103791,212294.0896710418
68,2020-03-30,101739,71.35694565550074,106846.79372063628,True,69,93642.34528473878,212294.0896710418
69,2020-03-31,105792,71.35694565550074,106846.79372063628,True,70,99218.64103549099,212294.0896710418
70,2020-04-01,110574,71.35694565550074,106846.79372063628,True,71,104837.01937326026,212294.0896710418
71,2020-04-02,115242,71.35694565550074,106846.79372063628,True,72,110466.53784003708,212294.0896710418
72,2020-04-03,119827,71.35694565550074,106846.79372063628,True,73,116076.00804602035,212294.0896710418
73,2020-04-04,124632,71.35694565550074,106846.79372063628,True,74,121634.68366822277,212294.0896710418
74,2020-04-05,128948,71.35694565550074,106846.79372063628,True,75,127112.92787781682,212294.0896710418
75,2020-04-06,132547,71.35694565550074,106846.79372063628,True,76,132482.82979063998,212294.0896710418
76,2020-04-07,135586,71.35694565550074,106846.79372063628,True,77,137718.74350576272,212294.0896710418
77,2020-04-08,139422,71.35694565550074,106846.79372063628,True,78,142797.72914411998,212294.0896710418
78,2020-04-09,143626,71.35694565550074,106846.79372063628,True,79,147699.882362307,212294.0896710418
79,2020-04-10,147577,71.35694565550074,106846.79372063628,True,80,152408.54634366892,212294.0896710418
80,2020-04-11,152271,71.35694565550074,106846.79372063628,True,81,156910.4075255526,212294.0896710418
81,2020-04-12,156363,71.35694565550074,106846.79372063628,True,82,161195.48268645286,212294.0896710418
82,2020-04-13,159516,71.35694565550074,106846.79372063628,True,83,165257.0100460524,212294.0896710418
83,2020-04-14,162488,71.35694565550074,106846.79372063628,True,84,169091.2604877998,212294.0896710418
84,2020-04-15,165155,71.35694565550074,106846.79372063628,True,85,172697.28686118164,212294.0896710418
85,2020-04-16,168941,71.35694565550074,106846.79372063628,True,86,176076.6296898981,212294.0896710418
86,2020-04-17,172434,71.35694565550074,106846.79372063628,True,87,179232.99675121644,212294.0896710418
87,2020-04-18,175925,71.35694565550074,106846.79372063628,True,88,182171.93221315314,212294.0896710418
88,2020-04-19,178972,71.35694565550074,106846.79372063628,True,89,184900.48864673643,212294.0896710418
89,2020-04-20,181228,71.35694565550074,106846.79372063628,True,90,187426.91257342487,212294.0896710418
90,2020-04-21,183957,71.35694565550074,106846.79372063628,True,91,189760.3515166619,212294.0896710418
91,2020-04-22,187327,71.35694565550074,106846.79372063628,True,92,191910.58799388414,212294.0896710418
92,2020-04-23,189973,71.35694565550074,106846.79372063628,True,93,193887.8036402253,212294.0896710418
93,2020-04-24,192994,71.35694565550074,106846.79372063628,True,94,195702.37476947825,212294.0896710418
94,2020-04-25,195351,71.35694565550074,106846.79372063628,True,95,197364.69917627823,212294.0896710418
95,2020-04-26,197675,71.35694565550074,106846.79372063628,True,96,198885.05285543573,212294.0896710418
96,2020-04-27,199414,71.35694565550074,106846.79372063628,True,97,200273.47452579453,212294.0896710418
97,2020-04-28,201505,71.35694565550074,106846.79372063628,True,98,201539.67534938612,212294.0896710418
98,2020-04-29,203591,71.35694565550074,106846.79372063628,True,99,202692.97097903935,212294.0896710418
99,2020-04-30,205463,71.35694565550074,106846.79372063628,True,100,203742.232996421,212294.0896710418
100,2020-05-01,207428,71.35694565550074,106846.79372063628,True,101,204695.85686936084,212294.0896710418
101,2020-05-02,209328,71.35694565550074,106846.79372063628,True,102,205561.74372020646,212294.0896710418
102,2020-05-03,210717,71.35694565550074,106846.79372063628,True,103,206347.2934210322,212294.0896710418
103,2020-05-04,211938,71.35694565550074,106846.79372063628,True,104,207059.4067891471,212294.0896710418
104,2020-05-05,213013,71.35694565550074,106846.79372063628,True,105,207704.49492652953,212294.0896710418
105,2020-05-06,214457,71.35694565550074,106846.79372063628,True,106,208288.4940143367,212294.0896710418
106,2020-05-07,215858,71.35694565550074,106846.79372063628,True,107,208816.88412810146,212294.0896710418
107,2020-05-08,217185,71.35694565550074,106846.79372063628,True,108,209294.71087407,212294.0896710418
108,2020-05-09,218268,71.35694565550074,106846.79372063628,True,109,209726.60885873213,212294.0896710418
