,Report_Date,Rwanda_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
68,2020-03-30,70,91.55598114737676,176.60186355182057,True,69,55.97659046160654,312.25027570515454
69,2020-03-31,75,91.55598114737676,176.60186355182057,True,70,59.55200901881911,312.25027570515454
70,2020-04-01,82,91.55598114737676,176.60186355182057,True,71,63.307159900961345,312.25027570515454
71,2020-04-02,84,91.55598114737676,176.60186355182057,True,72,67.24487487841076,312.25027570515454
72,2020-04-03,89,91.55598114737676,176.60186355182057,True,73,71.36721991991205,312.25027570515454
73,2020-04-04,102,91.55598114737676,176.60186355182057,True,74,75.67540147070817,312.25027570515454
74,2020-04-05,104,91.55598114737676,176.60186355182057,True,75,80.16967448157735,312.25027570515454
75,2020-04-06,105,91.55598114737676,176.60186355182057,True,76,84.84925430961698,312.25027570515454
76,2020-04-07,105,91.55598114737676,176.60186355182057,True,77,89.71223481695758,312.25027570515454
77,2020-04-08,110,91.55598114737676,176.60186355182057,True,78,94.75551514817963,312.25027570515454
78,2020-04-09,110,91.55598114737676,176.60186355182057,True,79,99.97473775484184,312.25027570515454
79,2020-04-10,118,91.55598114737676,176.60186355182057,True,80,105.36424024067937,312.25027570515454
80,2020-04-11,120,91.55598114737676,176.60186355182057,True,81,110.91702351002996,312.25027570515454
81,2020-04-12,126,91.55598114737676,176.60186355182057,True,82,116.62473850443881,312.25027570515454
82,2020-04-13,127,91.55598114737676,176.60186355182057,True,83,122.47769350223541,312.25027570515454
83,2020-04-14,134,91.55598114737676,176.60186355182057,True,84,128.4648835329928,312.25027570515454
84,2020-04-15,136,91.55598114737676,176.60186355182057,True,85,134.5740429296646,312.25027570515454
85,2020-04-16,138,91.55598114737676,176.60186355182057,True,86,140.7917214196075,312.25027570515454
86,2020-04-17,143,91.55598114737676,176.60186355182057,True,87,147.1033834626305,312.25027570515454
87,2020-04-18,144,91.55598114737676,176.60186355182057,True,88,153.49352980730774,312.25027570515454
88,2020-04-19,147,91.55598114737676,176.60186355182057,True,89,159.94583948907464,312.25027570515454
89,2020-04-20,147,91.55598114737676,176.60186355182057,True,90,166.44332977160224,312.25027570515454
90,2020-04-21,150,91.55598114737676,176.60186355182057,True,91,172.96853087427777,312.25027570515454
91,2020-04-22,153,91.55598114737676,176.60186355182057,True,92,179.50367176940588,312.25027570515454
92,2020-04-23,154,91.55598114737676,176.60186355182057,True,93,186.03087290481693,312.25027570515454
93,2020-04-24,176,91.55598114737676,176.60186355182057,True,94,192.5323414359499,312.25027570515454
94,2020-04-25,183,91.55598114737676,176.60186355182057,True,95,198.99056445232597,312.25027570515454
95,2020-04-26,191,91.55598114737676,176.60186355182057,True,96,205.38849576260293,312.25027570515454
96,2020-04-27,207,91.55598114737676,176.60186355182057,True,97,211.7097320553336,312.25027570515454
97,2020-04-28,212,91.55598114737676,176.60186355182057,True,98,217.93867466407664,312.25027570515454
98,2020-04-29,225,91.55598114737676,176.60186355182057,True,99,224.06067371149757,312.25027570515454
99,2020-04-30,243,91.55598114737676,176.60186355182057,True,100,230.0621520563715,312.25027570515454
100,2020-05-01,249,91.55598114737676,176.60186355182057,True,101,235.93070718419725,312.25027570515454
101,2020-05-02,255,91.55598114737676,176.60186355182057,True,102,241.65518992882943,312.25027570515454
102,2020-05-03,259,91.55598114737676,176.60186355182057,True,103,247.22575965237775,312.25027570515454
103,2020-05-04,261,91.55598114737676,176.60186355182057,True,104,252.63391621008049,312.25027570515454
104,2020-05-05,261,91.55598114737676,176.60186355182057,True,105,257.87250965762775,312.25027570515454
105,2020-05-06,268,91.55598114737676,176.60186355182057,True,106,262.93572919869274,312.25027570515454
106,2020-05-07,271,91.55598114737676,176.60186355182057,True,107,267.8190733056653,312.25027570515454
107,2020-05-08,273,91.55598114737676,176.60186355182057,True,108,272.5193032694638,312.25027570515454
108,2020-05-09,280,91.55598114737676,176.60186355182057,True,109,277.034382644312,312.25027570515454
