,Report_Date,Canada_newfoundland and labrador_cases,active_patients,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
21,2020-02-12,0,0,69.00334514209584,131.69691336105257,True,22,0.10340955457428354,263.3911898684698
22,2020-02-13,0,0,69.00334514209584,131.69691336105257,True,23,0.12217714280689193,263.3911898684698
23,2020-02-14,0,0,69.00334514209584,131.69691336105257,True,24,0.14434895479451632,263.3911898684698
24,2020-02-15,0,0,69.00334514209584,131.69691336105257,True,25,0.17054173825469618,263.3911898684698
25,2020-02-16,0,0,69.00334514209584,131.69691336105257,True,26,0.2014836853928523,263.3911898684698
26,2020-02-17,0,0,69.00334514209584,131.69691336105257,True,27,0.23803445484049052,263.3911898684698
27,2020-02-18,0,0,69.00334514209584,131.69691336105257,True,28,0.2812087448723971,263.3911898684698
28,2020-02-19,0,0,69.00334514209584,131.69691336105257,True,29,0.33220402960120843,263.3911898684698
29,2020-02-20,0,0,69.00334514209584,131.69691336105257,True,30,0.3924331679381818,263.3911898684698
30,2020-02-21,0,0,69.00334514209584,131.69691336105257,True,31,0.46356270596020144,263.3911898684698
31,2020-02-22,0,0,69.00334514209584,131.69691336105257,True,32,0.5475578173100415,263.3911898684698
32,2020-02-23,0,0,69.00334514209584,131.69691336105257,True,33,0.6467349630909491,263.3911898684698
33,2020-02-24,0,0,69.00334514209584,131.69691336105257,True,34,0.7638235010585938,263.3911898684698
34,2020-02-25,0,0,69.00334514209584,131.69691336105257,True,35,0.9020376308265194,263.3911898684698
35,2020-02-26,0,0,69.00334514209584,131.69691336105257,True,36,1.0651602219875766,263.3911898684698
36,2020-02-27,0,0,69.00334514209584,131.69691336105257,True,37,1.257640226804068,263.3911898684698
37,2020-02-28,0,0,69.00334514209584,131.69691336105257,True,38,1.484705514888836,263.3911898684698
38,2020-02-29,0,0,69.00334514209584,131.69691336105257,True,39,1.7524930638087701,263.3911898684698
39,2020-03-01,0,0,69.00334514209584,131.69691336105257,True,40,2.0681984672894616,263.3911898684698
40,2020-03-02,0,0,69.00334514209584,131.69691336105257,True,41,2.4402466397770035,263.3911898684698
41,2020-03-03,0,0,69.00334514209584,131.69691336105257,True,42,2.8784853442485203,263.3911898684698
42,2020-03-04,0,0,69.00334514209584,131.69691336105257,True,43,3.394402669993633,263.3911898684698
43,2020-03-05,0,0,69.00334514209584,131.69691336105257,True,44,4.001368732837639,263.3911898684698
44,2020-03-06,0,0,69.00334514209584,131.69691336105257,True,45,4.714900524318171,263.3911898684698
45,2020-03-07,0,0,69.00334514209584,131.69691336105257,True,46,5.552946824655892,263.3911898684698
46,2020-03-08,0,0,69.00334514209584,131.69691336105257,True,47,6.5361872048199805,263.3911898684698
47,2020-03-09,0,0,69.00334514209584,131.69691336105257,True,48,7.688335129381385,263.3911898684698
48,2020-03-10,0,0,69.00334514209584,131.69691336105257,True,49,9.036429768824373,263.3911898684698
49,2020-03-11,0,0,69.00334514209584,131.69691336105257,True,50,10.61109408591609,263.3911898684698
50,2020-03-12,0,0,69.00334514209584,131.69691336105257,True,51,12.446727898246818,263.3911898684698
51,2020-03-13,0,0,69.00334514209584,131.69691336105257,True,52,14.58159393508348,263.3911898684698
52,2020-03-14,0,0,69.00334514209584,131.69691336105257,True,53,17.057742723809692,263.3911898684698
53,2020-03-15,1,1,69.00334514209584,131.69691336105257,True,54,19.920709317377128,263.3911898684698
54,2020-03-16,1,1,69.00334514209584,131.69691336105257,True,55,23.218903063642745,263.3911898684698
55,2020-03-17,3,3,69.00334514209584,131.69691336105257,True,56,27.002603547395914,263.3911898684698
56,2020-03-18,3,3,69.00334514209584,131.69691336105257,True,57,31.322475514072586,263.3911898684698
57,2020-03-19,3,3,69.00334514209584,131.69691336105257,True,58,36.227528285416206,263.3911898684698
58,2020-03-20,4,4,69.00334514209584,131.69691336105257,True,59,41.76247698231593,263.3911898684698
59,2020-03-21,6,6,69.00334514209584,131.69691336105257,True,60,47.964519488719475,263.3911898684698
60,2020-03-22,9,9,69.00334514209584,131.69691336105257,True,61,54.859627764025454,263.3911898684698
61,2020-03-23,24,24,69.00334514209584,131.69691336105257,True,62,62.45856264292275,263.3911898684698
62,2020-03-24,35,35,69.00334514209584,131.69691336105257,True,63,70.752946748191,263.3911898684698
63,2020-03-25,35,35,69.00334514209584,131.69691336105257,True,64,79.71184870868224,263.3911898684698
64,2020-03-26,82,82,69.00334514209584,131.69691336105257,True,65,89.27941135884036,263.3911898684698
65,2020-03-27,102,102,69.00334514209584,131.69691336105257,True,66,99.37406011013007,263.3911898684698
66,2020-03-28,120,120,69.00334514209584,131.69691336105257,True,67,109.88972466519637,263.3911898684698
67,2020-03-29,135,135,69.00334514209584,131.69691336105257,True,68,120.69928778980474,263.3911898684698
68,2020-03-30,148,147,69.00334514209584,131.69691336105257,True,69,131.66016180700575,263.3911898684698
69,2020-03-31,152,151,69.00334514209584,131.69691336105257,True,70,142.62154499688418,263.3911898684698
70,2020-04-01,175,174,69.00334514209584,131.69691336105257,True,71,153.43260771280634,263.3911898684698
71,2020-04-02,183,182,69.00334514209584,131.69691336105257,True,72,163.95068170206454,263.3911898684698
72,2020-04-03,195,194,69.00334514209584,131.69691336105257,True,73,174.0485255007582,263.3911898684698
73,2020-04-04,195,194,69.00334514209584,131.69691336105257,True,74,183.61991403717795,263.3911898684698
74,2020-04-05,217,216,69.00334514209584,131.69691336105257,True,75,192.58310235427595,263.3911898684698
75,2020-04-06,226,225,69.00334514209584,131.69691336105257,True,76,200.88206181963363,263.3911898684698
76,2020-04-07,228,227,69.00334514209584,131.69691336105257,True,77,208.4857007084237,263.3911898684698
77,2020-04-08,228,227,69.00334514209584,131.69691336105257,True,78,215.38550124355507,263.3911898684698
78,2020-04-09,232,230,69.00334514209584,131.69691336105257,True,79,221.59210897393356,263.3911898684698
79,2020-04-10,239,236,69.00334514209584,131.69691336105257,True,80,227.131407483747,263.3911898684698
80,2020-04-11,241,238,69.00334514209584,131.69691336105257,True,81,232.04053232700917,263.3911898684698
81,2020-04-12,242,239,69.00334514209584,131.69691336105257,True,82,236.36415965988124,263.3911898684698
82,2020-04-13,244,241,69.00334514209584,131.69691336105257,True,83,240.15127951760158,263.3911898684698
83,2020-04-14,244,241,69.00334514209584,131.69691336105257,True,84,243.45255300361796,263.3911898684698
84,2020-04-15,247,244,69.00334514209584,131.69691336105257,True,85,246.31826779677854,263.3911898684698
85,2020-04-16,252,249,69.00334514209584,131.69691336105257,True,86,248.7968495825949,263.3911898684698
86,2020-04-17,256,253,69.00334514209584,131.69691336105257,True,87,250.93385506121115,263.3911898684698
87,2020-04-18,257,254,69.00334514209584,131.69691336105257,True,88,252.7713593762787,263.3911898684698
88,2020-04-19,257,254,69.00334514209584,131.69691336105257,True,89,254.34765106242216,263.3911898684698
89,2020-04-20,257,254,69.00334514209584,131.69691336105257,True,90,255.69715564202554,263.3911898684698
90,2020-04-21,257,254,69.00334514209584,131.69691336105257,True,91,256.85052079799624,263.3911898684698
91,2020-04-22,256,253,69.00334514209584,131.69691336105257,True,92,257.8348088727732,263.3911898684698
92,2020-04-23,256,253,69.00334514209584,131.69691336105257,True,93,258.6737546345924,263.3911898684698
93,2020-04-24,256,253,69.00334514209584,131.69691336105257,True,94,259.3880569475545,263.3911898684698
94,2020-04-25,257,254,69.00334514209584,131.69691336105257,True,95,259.9956818569739,263.3911898684698
95,2020-04-26,258,255,69.00334514209584,131.69691336105257,True,96,260.512161657261,263.3911898684698
96,2020-04-27,258,255,69.00334514209584,131.69691336105257,True,97,260.9508799227981,263.3911898684698
97,2020-04-28,258,255,69.00334514209584,131.69691336105257,True,98,261.3233365042819,263.3911898684698
98,2020-04-29,258,255,69.00334514209584,131.69691336105257,True,99,261.6393893892172,263.3911898684698
99,2020-04-30,258,255,69.00334514209584,131.69691336105257,True,100,261.90747234204076,263.3911898684698
100,2020-05-01,259,256,69.00334514209584,131.69691336105257,True,101,262.13478858914925,263.3911898684698
101,2020-05-02,259,256,69.00334514209584,131.69691336105257,True,102,262.32748167114795,263.3911898684698
102,2020-05-03,259,256,69.00334514209584,131.69691336105257,True,103,262.4907850867951,263.3911898684698
103,2020-05-04,259,256,69.00334514209584,131.69691336105257,True,104,262.6291526063468,263.3911898684698
104,2020-05-05,259,256,69.00334514209584,131.69691336105257,True,105,262.7463712158516,263.3911898684698
105,2020-05-06,259,256,69.00334514209584,131.69691336105257,True,106,262.8456586267777,263.3911898684698
106,2020-05-07,261,258,69.00334514209584,131.69691336105257,True,107,262.92974718919965,263.3911898684698
107,2020-05-08,261,258,69.00334514209584,131.69691336105257,True,108,263.00095591118543,263.3911898684698
108,2020-05-09,261,258,69.00334514209584,131.69691336105257,True,109,263.06125213235356,263.3911898684698
109,2020-05-10,261,258,69.00334514209584,131.69691336105257,True,110,263.1123042393836,263.3911898684698
110,2020-05-11,261,258,69.00334514209584,131.69691336105257,True,111,263.1555266543089,263.3911898684698
111,2020-05-12,261,258,69.00334514209584,131.69691336105257,True,112,263.1921181780098,263.3911898684698
112,2020-05-13,261,258,69.00334514209584,131.69691336105257,True,113,263.2230946344072,263.3911898684698
113,2020-05-14,261,258,69.00334514209584,131.69691336105257,True,114,263.2493166367823,263.3911898684698
114,2020-05-15,260,257,69.00334514209584,131.69691336105257,True,115,263.2715131867104,263.3911898684698
115,2020-05-16,260,257,69.00334514209584,131.69691336105257,True,116,263.2903017179223,263.3911898684698
116,2020-05-17,260,257,69.00334514209584,131.69691336105257,True,117,263.30620511122936,263.3911898684698
117,2020-05-18,260,257,69.00334514209584,131.69691336105257,True,118,263.31966613149183,263.3911898684698
118,2020-05-19,260,257,69.00334514209584,131.69691336105257,True,119,263.3310596723918,263.3911898684698
119,2020-05-20,260,257,69.00334514209584,131.69691336105257,True,120,263.34070313843375,263.3911898684698
120,2020-05-21,260,257,69.00334514209584,131.69691336105257,True,121,263.34886524507783,263.3911898684698
121,2020-05-22,260,257,69.00334514209584,131.69691336105257,True,122,263.35577347625735,263.3911898684698
122,2020-05-23,260,257,69.00334514209584,131.69691336105257,True,123,263.36162040285336,263.3911898684698
123,2020-05-24,260,257,69.00334514209584,131.69691336105257,True,124,263.3665690351908,263.3911898684698
124,2020-05-25,260,257,69.00334514209584,131.69691336105257,True,125,263.3707573565878,263.3911898684698
125,2020-05-26,260,257,69.00334514209584,131.69691336105257,True,126,263.37430216279176,263.3911898684698
126,2020-05-27,260,257,69.00334514209584,131.69691336105257,True,127,263.3773023132435,263.3911898684698
127,2020-05-28,261,258,69.00334514209584,131.69691336105257,True,128,263.3798414840317,263.3911898684698
