,Report_Date,Taiwan_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
60,2020-03-22,169,62.9137436977909,207.17853759097082,True,61,176.1488911479761,411.74511827428523
61,2020-03-23,195,62.9137436977909,207.17853759097082,True,62,192.27648356222704,411.74511827428523
62,2020-03-24,215,62.9137436977909,207.17853759097082,True,63,208.58768535147638,411.74511827428523
63,2020-03-25,235,62.9137436977909,207.17853759097082,True,64,224.8814359879004,411.74511827428523
64,2020-03-26,252,62.9137436977909,207.17853759097082,True,65,240.9575314343673,411.74511827428523
65,2020-03-27,267,62.9137436977909,207.17853759097082,True,66,256.62633599762813,411.74511827428523
66,2020-03-28,283,62.9137436977909,207.17853759097082,True,67,271.71742272928304,411.74511827428523
67,2020-03-29,298,62.9137436977909,207.17853759097082,True,68,286.08634136724527,411.74511827428523
68,2020-03-30,306,62.9137436977909,207.17853759097082,True,69,299.6190160781155,411.74511827428523
69,2020-03-31,322,62.9137436977909,207.17853759097082,True,70,312.2336270936361,411.74511827428523
70,2020-04-01,329,62.9137436977909,207.17853759097082,True,71,323.8801557391818,411.74511827428523
71,2020-04-02,339,62.9137436977909,207.17853759097082,True,72,334.53801474365554,411.74511827428523
72,2020-04-03,348,62.9137436977909,207.17853759097082,True,73,344.21231828141737,411.74511827428523
73,2020-04-04,355,62.9137436977909,207.17853759097082,True,74,352.92937169880537,411.74511827428523
74,2020-04-05,363,62.9137436977909,207.17853759097082,True,75,360.7319030441659,411.74511827428523
75,2020-04-06,373,62.9137436977909,207.17853759097082,True,76,367.6744502419449,411.74511827428523
76,2020-04-07,376,62.9137436977909,207.17853759097082,True,77,373.8191908034621,411.74511827428523
77,2020-04-08,379,62.9137436977909,207.17853759097082,True,78,379.2323796811673,411.74511827428523
78,2020-04-09,380,62.9137436977909,207.17853759097082,True,79,383.98145998696805,411.74511827428523
79,2020-04-10,382,62.9137436977909,207.17853759097082,True,80,388.13283683372964,411.74511827428523
80,2020-04-11,385,62.9137436977909,207.17853759097082,True,81,391.75025622730783,411.74511827428523
81,2020-04-12,388,62.9137436977909,207.17853759097082,True,82,394.8937047786163,411.74511827428523
82,2020-04-13,393,62.9137436977909,207.17853759097082,True,83,397.6187366034616,411.74511827428523
83,2020-04-14,393,62.9137436977909,207.17853759097082,True,84,399.97613573149744,411.74511827428523
84,2020-04-15,395,62.9137436977909,207.17853759097082,True,85,402.01183106945837,411.74511827428523
