,Report_Date,China_hong kong_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
20,2020-02-11,49,65.55610175724497,528.2716188012869,True,21,0.9768576855484027,1056.3005781258244
21,2020-02-12,50,65.55610175724497,528.2716188012869,True,22,1.142481871764746,1056.3005781258244
22,2020-02-13,53,65.55610175724497,528.2716188012869,True,23,1.3361517481818288,1056.3005781258244
23,2020-02-14,56,65.55610175724497,528.2716188012869,True,24,1.5626033154073307,1056.3005781258244
24,2020-02-15,56,65.55610175724497,528.2716188012869,True,25,1.8273675271903538,1056.3005781258244
25,2020-02-16,57,65.55610175724497,528.2716188012869,True,26,2.136901961110237,1056.3005781258244
26,2020-02-17,60,65.55610175724497,528.2716188012869,True,27,2.4987436488804606,1056.3005781258244
27,2020-02-18,62,65.55610175724497,528.2716188012869,True,28,2.9216862262343333,1056.3005781258244
28,2020-02-19,63,65.55610175724497,528.2716188012869,True,29,3.4159849436105003,1056.3005781258244
29,2020-02-20,68,65.55610175724497,528.2716188012869,True,30,3.9935934699570734,1056.3005781258244
30,2020-02-21,68,65.55610175724497,528.2716188012869,True,31,4.66843680571851,1056.3005781258244
31,2020-02-22,69,65.55610175724497,528.2716188012869,True,32,5.456724971156128,1056.3005781258244
32,2020-02-23,74,65.55610175724497,528.2716188012869,True,33,6.377312413804536,1056.3005781258244
33,2020-02-24,79,65.55610175724497,528.2716188012869,True,34,7.452108228459379,1056.3005781258244
34,2020-02-25,84,65.55610175724497,528.2716188012869,True,35,8.706542226597586,1056.3005781258244
35,2020-02-26,91,65.55610175724497,528.2716188012869,True,36,10.1700915222078,1056.3005781258244
36,2020-02-27,92,65.55610175724497,528.2716188012869,True,37,11.876871472676418,1056.3005781258244
37,2020-02-28,94,65.55610175724497,528.2716188012869,True,38,13.866293334398474,1056.3005781258244
38,2020-02-29,95,65.55610175724497,528.2716188012869,True,39,16.18378861324187,1056.3005781258244
39,2020-03-01,96,65.55610175724497,528.2716188012869,True,40,18.88159649213684,1056.3005781258244
40,2020-03-02,100,65.55610175724497,528.2716188012869,True,41,22.019605508537648,1056.3005781258244
41,2020-03-03,100,65.55610175724497,528.2716188012869,True,42,25.666233362559485,1056.3005781258244
42,2020-03-04,105,65.55610175724497,528.2716188012869,True,43,29.899318824049786,1056.3005781258244
43,2020-03-05,105,65.55610175724497,528.2716188012869,True,44,34.806986598591585,1056.3005781258244
44,2020-03-06,107,65.55610175724497,528.2716188012869,True,45,40.48842915991517,1056.3005781258244
45,2020-03-07,108,65.55610175724497,528.2716188012869,True,46,47.054528550526186,1056.3005781258244
46,2020-03-08,114,65.55610175724497,528.2716188012869,True,47,54.62821590695674,1056.3005781258244
47,2020-03-09,115,65.55610175724497,528.2716188012869,True,48,63.34443748935253,1056.3005781258244
48,2020-03-10,120,65.55610175724497,528.2716188012869,True,49,73.34956476790973,1056.3005781258244
49,2020-03-11,126,65.55610175724497,528.2716188012869,True,50,84.80005557193078,1056.3005781258244
50,2020-03-12,129,65.55610175724497,528.2716188012869,True,51,97.86014835759339,1056.3005781258244
51,2020-03-13,134,65.55610175724497,528.2716188012869,True,52,112.69835968351238,1056.3005781258244
52,2020-03-14,140,65.55610175724497,528.2716188012869,True,53,129.48256607619658,1056.3005781258244
53,2020-03-15,145,65.55610175724497,528.2716188012869,True,54,148.373498023276,1056.3005781258244
54,2020-03-16,155,65.55610175724497,528.2716188012869,True,55,169.51656918862233,1056.3005781258244
55,2020-03-17,162,65.55610175724497,528.2716188012869,True,56,193.03211950915596,1056.3005781258244
56,2020-03-18,181,65.55610175724497,528.2716188012869,True,57,219.004371497088,1056.3005781258244
57,2020-03-19,208,65.55610175724497,528.2716188012869,True,58,247.4696771704419,1056.3005781258244
58,2020-03-20,256,65.55610175724497,528.2716188012869,True,59,278.4049421205887,1056.3005781258244
59,2020-03-21,273,65.55610175724497,528.2716188012869,True,60,311.71740409000984,1056.3005781258244
60,2020-03-22,317,65.55610175724497,528.2716188012869,True,61,347.2371458358234,1056.3005781258244
61,2020-03-23,356,65.55610175724497,528.2716188012869,True,62,384.7137554603983,1056.3005781258244
62,2020-03-24,386,65.55610175724497,528.2716188012869,True,63,423.81834184167593,1056.3005781258244
63,2020-03-25,410,65.55610175724497,528.2716188012869,True,64,464.1516365176991,1056.3005781258244
64,2020-03-26,453,65.55610175724497,528.2716188012869,True,65,505.2581981677657,1056.3005781258244
65,2020-03-27,519,65.55610175724497,528.2716188012869,True,66,546.6458877056856,1056.3005781258244
66,2020-03-28,561,65.55610175724497,528.2716188012869,True,67,587.8089666384673,1056.3005781258244
67,2020-03-29,641,65.55610175724497,528.2716188012869,True,68,628.2525729174212,1056.3005781258244
68,2020-03-30,682,65.55610175724497,528.2716188012869,True,69,667.5160936211146,1056.3005781258244
69,2020-03-31,714,65.55610175724497,528.2716188012869,True,70,705.193142233552,1056.3005781258244
70,2020-04-01,765,65.55610175724497,528.2716188012869,True,71,740.9464119733977,1056.3005781258244
71,2020-04-02,802,65.55610175724497,528.2716188012869,True,72,774.5164766371398,1056.3005781258244
72,2020-04-03,845,65.55610175724497,528.2716188012869,True,73,805.7244639080324,1056.3005781258244
73,2020-04-04,862,65.55610175724497,528.2716188012869,True,74,834.4692628225625,1056.3005781258244
74,2020-04-05,890,65.55610175724497,528.2716188012869,True,75,860.7204331136888,1056.3005781258244
75,2020-04-06,914,65.55610175724497,528.2716188012869,True,76,884.5082194765428,1056.3005781258244
76,2020-04-07,935,65.55610175724497,528.2716188012869,True,77,905.9120641761818,1056.3005781258244
77,2020-04-08,960,65.55610175724497,528.2716188012869,True,78,925.0488239437202,1056.3005781258244
78,2020-04-09,973,65.55610175724497,528.2716188012869,True,79,942.0616123482739,1056.3005781258244
79,2020-04-10,989,65.55610175724497,528.2716188012869,True,80,957.1098789083321,1056.3005781258244
80,2020-04-11,1000,65.55610175724497,528.2716188012869,True,81,970.3610529129234,1056.3005781258244
81,2020-04-12,1004,65.55610175724497,528.2716188012869,True,82,981.9838521373607,1056.3005781258244
82,2020-04-13,1009,65.55610175724497,528.2716188012869,True,83,992.1431938365768,1056.3005781258244
83,2020-04-14,1012,65.55610175724497,528.2716188012869,True,84,1000.9965437813554,1056.3005781258244
84,2020-04-15,1017,65.55610175724497,528.2716188012869,True,85,1008.6914877312539,1056.3005781258244
85,2020-04-16,1017,65.55610175724497,528.2716188012869,True,86,1015.3642953177355,1056.3005781258244
86,2020-04-17,1021,65.55610175724497,528.2716188012869,True,87,1021.1392562416206,1056.3005781258244
87,2020-04-18,1024,65.55610175724497,528.2716188012869,True,88,1026.128592599046,1056.3005781258244
88,2020-04-19,1025,65.55610175724497,528.2716188012869,True,89,1030.4327813556126,1056.3005781258244
89,2020-04-20,1025,65.55610175724497,528.2716188012869,True,90,1034.141152317164,1056.3005781258244
90,2020-04-21,1029,65.55610175724497,528.2716188012869,True,91,1037.3326562708892,1056.3005781258244
91,2020-04-22,1033,65.55610175724497,528.2716188012869,True,92,1040.0767236740946,1056.3005781258244
92,2020-04-23,1035,65.55610175724497,528.2716188012869,True,93,1042.4341557533053,1056.3005781258244
93,2020-04-24,1035,65.55610175724497,528.2716188012869,True,94,1044.4580071785665,1056.3005781258244
94,2020-04-25,1037,65.55610175724497,528.2716188012869,True,95,1046.1944329802664,1056.3005781258244
95,2020-04-26,1037,65.55610175724497,528.2716188012869,True,96,1047.6834826180293,1056.3005781258244
96,2020-04-27,1037,65.55610175724497,528.2716188012869,True,97,1048.9598316693973,1056.3005781258244
97,2020-04-28,1037,65.55610175724497,528.2716188012869,True,98,1050.0534470243344,1056.3005781258244
98,2020-04-29,1037,65.55610175724497,528.2716188012869,True,99,1050.9901852292605,1056.3005781258244
99,2020-04-30,1037,65.55610175724497,528.2716188012869,True,100,1051.7923261233843,1056.3005781258244
100,2020-05-01,1039,65.55610175724497,528.2716188012869,True,101,1052.4790454765132,1056.3005781258244
101,2020-05-02,1039,65.55610175724497,528.2716188012869,True,102,1053.0668312283105,1056.3005781258244
102,2020-05-03,1039,65.55610175724497,528.2716188012869,True,103,1053.5698483423205,1056.3005781258244
103,2020-05-04,1040,65.55610175724497,528.2716188012869,True,104,1054.00025737378,1056.3005781258244
104,2020-05-05,1040,65.55610175724497,528.2716188012869,True,105,1054.3684917194046,1056.3005781258244
105,2020-05-06,1040,65.55610175724497,528.2716188012869,True,106,1054.6834982509254,1056.3005781258244
106,2020-05-07,1044,65.55610175724497,528.2716188012869,True,107,1054.9529456899877,1056.3005781258244
107,2020-05-08,1044,65.55610175724497,528.2716188012869,True,108,1055.183404700556,1056.3005781258244
108,2020-05-09,1044,65.55610175724497,528.2716188012869,True,109,1055.3805032836774,1056.3005781258244
