,Report_Date,Tajikistan_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
85,2020-04-16,0,0.017723572528729945,96.9563617312614,True,86,193.9127234625228,193.9127234625228
86,2020-04-17,0,0.017723572528729945,96.9563617312614,True,87,193.9127234625228,193.9127234625228
87,2020-04-18,0,0.017723572528729945,96.9563617312614,True,88,193.9127234625228,193.9127234625228
88,2020-04-19,0,0.017723572528729945,96.9563617312614,True,89,193.9127234625228,193.9127234625228
89,2020-04-20,0,0.017723572528729945,96.9563617312614,True,90,193.9127234625228,193.9127234625228
90,2020-04-21,0,0.017723572528729945,96.9563617312614,True,91,193.9127234625228,193.9127234625228
91,2020-04-22,0,0.017723572528729945,96.9563617312614,True,92,193.9127234625228,193.9127234625228
92,2020-04-23,0,0.017723572528729945,96.9563617312614,True,93,193.9127234625228,193.9127234625228
93,2020-04-24,0,0.017723572528729945,96.9563617312614,True,94,193.9127234625228,193.9127234625228
94,2020-04-25,0,0.017723572528729945,96.9563617312614,True,95,193.9127234625228,193.9127234625228
95,2020-04-26,0,0.017723572528729945,96.9563617312614,True,96,193.9127234625228,193.9127234625228
96,2020-04-27,0,0.017723572528729945,96.9563617312614,True,97,193.9127234625228,193.9127234625228
97,2020-04-28,0,0.017723572528729945,96.9563617312614,True,98,193.9127234625228,193.9127234625228
98,2020-04-29,0,0.017723572528729945,96.9563617312614,True,99,193.9127234625228,193.9127234625228
99,2020-04-30,15,0.017723572528729945,96.9563617312614,True,100,193.9127234625228,193.9127234625228
100,2020-05-01,15,0.017723572528729945,96.9563617312614,True,101,193.9127234625228,193.9127234625228
101,2020-05-02,76,0.017723572528729945,96.9563617312614,True,102,193.9127234625228,193.9127234625228
102,2020-05-03,128,0.017723572528729945,96.9563617312614,True,103,193.9127234625228,193.9127234625228
103,2020-05-04,230,0.017723572528729945,96.9563617312614,True,104,193.9127234625228,193.9127234625228
104,2020-05-05,293,0.017723572528729945,96.9563617312614,True,105,193.9127234625228,193.9127234625228
105,2020-05-06,379,0.017723572528729945,96.9563617312614,True,106,193.9127234625228,193.9127234625228
106,2020-05-07,461,0.017723572528729945,96.9563617312614,True,107,193.9127234625228,193.9127234625228
107,2020-05-08,522,0.017723572528729945,96.9563617312614,True,108,193.9127234625228,193.9127234625228
108,2020-05-09,612,0.017723572528729945,96.9563617312614,True,109,193.9127234625228,193.9127234625228
109,2020-05-10,612,0.017723572528729945,96.9563617312614,True,110,193.9127234625228,193.9127234625228
110,2020-05-11,661,0.017723572528729945,96.9563617312614,True,111,193.9127234625228,193.9127234625228
111,2020-05-12,729,0.017723572528729945,96.9563617312614,True,112,193.9127234625228,193.9127234625228
112,2020-05-13,801,0.017723572528729945,96.9563617312614,True,113,193.9127234625228,193.9127234625228
113,2020-05-14,907,0.017723572528729945,96.9563617312614,True,114,193.9127234625228,193.9127234625228
114,2020-05-15,1118,0.017723572528729945,96.9563617312614,True,115,193.9127234625228,193.9127234625228
115,2020-05-16,1322,0.017723572528729945,96.9563617312614,True,116,193.9127234625228,193.9127234625228
116,2020-05-17,1524,0.017723572528729945,96.9563617312614,True,117,193.9127234625228,193.9127234625228
117,2020-05-18,1729,0.017723572528729945,96.9563617312614,True,118,193.9127234625228,193.9127234625228
118,2020-05-19,1936,0.017723572528729945,96.9563617312614,True,119,193.9127234625228,193.9127234625228
119,2020-05-20,2140,0.017723572528729945,96.9563617312614,True,120,193.9127234625228,193.9127234625228
120,2020-05-21,2350,0.017723572528729945,96.9563617312614,True,121,193.9127234625228,193.9127234625228
121,2020-05-22,2551,0.017723572528729945,96.9563617312614,True,122,193.9127234625228,193.9127234625228
122,2020-05-23,2738,0.017723572528729945,96.9563617312614,True,123,193.9127234625228,193.9127234625228
