,Report_Date,Dominican Republic_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
32,2020-02-23,0,80.04994323568455,2652.05358048692,False,33,6.101898341310993,5304.107160973839
33,2020-02-24,0,80.04994323568455,2652.05358048692,False,34,7.044428131287324,5304.107160973839
34,2020-02-25,0,80.04994323568455,2652.05358048692,False,35,8.132322320749962,5304.107160973839
35,2020-02-26,0,80.04994323568455,2652.05358048692,False,36,9.387925828422457,5304.107160973839
36,2020-02-27,0,80.04994323568455,2652.05358048692,False,37,10.83699364798632,5304.107160973839
37,2020-02-28,0,80.04994323568455,2652.05358048692,False,38,12.509203047724892,5304.107160973839
38,2020-02-29,0,80.04994323568455,2652.05358048692,False,39,14.438739967526459,5304.107160973839
39,2020-03-01,1,80.04994323568455,2652.05358048692,False,40,16.66496944346565,5304.107160973839
40,2020-03-02,1,80.04994323568455,2652.05358048692,False,41,19.233200877392374,5304.107160973839
41,2020-03-03,1,80.04994323568455,2652.05358048692,False,42,22.195559939269202,5304.107160973839
42,2020-03-04,1,80.04994323568455,2652.05358048692,False,43,25.61197978856015,5304.107160973839
43,2020-03-05,1,80.04994323568455,2652.05358048692,False,44,29.551325049267408,5304.107160973839
44,2020-03-06,2,80.04994323568455,2652.05358048692,False,45,34.09266246149048,5304.107160973839
45,2020-03-07,2,80.04994323568455,2652.05358048692,False,46,39.32669221017976,5304.107160973839
46,2020-03-08,5,80.04994323568455,2652.05358048692,False,47,45.35735339626544,5304.107160973839
47,2020-03-09,5,80.04994323568455,2652.05358048692,False,48,52.30361569744282,5304.107160973839
48,2020-03-10,5,80.04994323568455,2652.05358048692,False,49,60.30146661390209,5304.107160973839
49,2020-03-11,5,80.04994323568455,2652.05358048692,False,50,69.50609935584622,5304.107160973839
50,2020-03-12,5,80.04994323568455,2652.05358048692,False,51,80.09429983281747,5304.107160973839
51,2020-03-13,5,80.04994323568455,2652.05358048692,False,52,92.26702164055867,5304.107160973839
52,2020-03-14,11,80.04994323568455,2652.05358048692,False,53,106.25212455053558,5304.107160973839
53,2020-03-15,11,80.04994323568455,2652.05358048692,False,54,122.3072337801789,5304.107160973839
54,2020-03-16,11,80.04994323568455,2652.05358048692,False,55,140.72265311542807,5304.107160973839
55,2020-03-17,21,80.04994323568455,2652.05358048692,False,56,161.824233547735,5304.107160973839
56,2020-03-18,21,80.04994323568455,2652.05358048692,False,57,185.97605927552195,5304.107160973839
57,2020-03-19,34,80.04994323568455,2652.05358048692,False,58,213.58276371000179,5304.107160973839
58,2020-03-20,72,80.04994323568455,2652.05358048692,False,59,245.09122901367115,5304.107160973839
59,2020-03-21,112,80.04994323568455,2652.05358048692,False,60,280.99135409976105,5304.107160973839
60,2020-03-22,202,80.04994323568455,2652.05358048692,False,61,321.81549985304395,5304.107160973839
61,2020-03-23,245,80.04994323568455,2652.05358048692,False,62,368.1361407925953,5304.107160973839
62,2020-03-24,312,80.04994323568455,2652.05358048692,False,63,420.5611768743236,5304.107160973839
63,2020-03-25,392,80.04994323568455,2652.05358048692,False,64,479.72629917925883,5304.107160973839
64,2020-03-26,488,80.04994323568455,2652.05358048692,False,65,546.2837753944978,5304.107160973839
65,2020-03-27,581,80.04994323568455,2652.05358048692,False,66,620.8870471177634,5304.107160973839
66,2020-03-28,719,80.04994323568455,2652.05358048692,False,67,704.1706375565684,5304.107160973839
67,2020-03-29,859,80.04994323568455,2652.05358048692,False,68,796.7250837974932,5304.107160973839
68,2020-03-30,901,80.04994323568455,2652.05358048692,False,69,899.066958523075,5304.107160973839
69,2020-03-31,1109,80.04994323568455,2652.05358048692,False,70,1011.6045475849897,5304.107160973839
70,2020-04-01,1284,80.04994323568455,2652.05358048692,False,71,1134.6003972640594,5304.107160973839
71,2020-04-02,1380,80.04994323568455,2652.05358048692,False,72,1268.13270109416,5304.107160973839
72,2020-04-03,1488,80.04994323568455,2652.05358048692,False,73,1412.0582813248757,5304.107160973839
73,2020-04-04,1488,80.04994323568455,2652.05358048692,False,74,1565.9806094269163,5304.107160973839
74,2020-04-05,1745,80.04994323568455,2652.05358048692,False,75,1729.2267417391154,5304.107160973839
