,Report_Date,Burma_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
93,2020-04-24,144,88.35487928350969,94.22702105872949,True,94,127.40020984048655,185.0416184516311
94,2020-04-25,146,88.35487928350969,94.22702105872949,True,95,132.65050539481493,185.0416184516311
95,2020-04-26,146,88.35487928350969,94.22702105872949,True,96,137.62942285640463,185.0416184516311
96,2020-04-27,146,88.35487928350969,94.22702105872949,True,97,142.3186119568629,185.0416184516311
97,2020-04-28,150,88.35487928350969,94.22702105872949,True,98,146.70639903777865,185.0416184516311
98,2020-04-29,150,88.35487928350969,94.22702105872949,True,99,150.78732496568708,185.0416184516311
99,2020-04-30,151,88.35487928350969,94.22702105872949,True,100,154.56149083152894,185.0416184516311
100,2020-05-01,151,88.35487928350969,94.22702105872949,True,101,158.03378178153804,185.0416184516311
101,2020-05-02,151,88.35487928350969,94.22702105872949,True,102,161.21303406223092,185.0416184516311
102,2020-05-03,155,88.35487928350969,94.22702105872949,True,103,164.11120041706604,185.0416184516311
103,2020-05-04,161,88.35487928350969,94.22702105872949,True,104,166.74255663652772,185.0416184516311
104,2020-05-05,161,88.35487928350969,94.22702105872949,True,105,169.12297927917177,185.0416184516311
105,2020-05-06,161,88.35487928350969,94.22702105872949,True,106,171.26931276471996,185.0416184516311
106,2020-05-07,176,88.35487928350969,94.22702105872949,True,107,173.1988340522761,185.0416184516311
107,2020-05-08,177,88.35487928350969,94.22702105872949,True,108,174.92881533296188,185.0416184516311
108,2020-05-09,178,88.35487928350969,94.22702105872949,True,109,176.47617959757784,185.0416184516311
