,Report_Date,Kosovo_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
69,2020-03-31,112,90.56999365381553,593.579321623926,False,70,80.99617653362326,1187.1586432478523
70,2020-04-01,125,90.56999365381553,593.579321623926,False,71,91.1301593555628,1187.1586432478523
71,2020-04-02,125,90.56999365381553,593.579321623926,False,72,102.41468156529389,1187.1586432478523
72,2020-04-03,126,90.56999365381553,593.579321623926,False,73,114.94999876357241,1187.1586432478523
73,2020-04-04,135,90.56999365381553,593.579321623926,False,74,128.8373780907128,1187.1586432478523
74,2020-04-05,145,90.56999365381553,593.579321623926,False,75,144.17691967202074,1187.1586432478523
75,2020-04-06,145,90.56999365381553,593.579321623926,False,76,161.06485685887415,1187.1586432478523
76,2020-04-07,170,90.56999365381553,593.579321623926,False,77,179.59032111851107,1187.1586432478523
77,2020-04-08,184,90.56999365381553,593.579321623926,False,78,199.83159158517458,1187.1586432478523
78,2020-04-09,184,90.56999365381553,593.579321623926,False,79,221.85189477886593,1187.1586432478523
79,2020-04-10,250,90.56999365381553,593.579321623926,False,80,245.694876043074,1187.1586432478523
80,2020-04-11,283,90.56999365381553,593.579321623926,False,81,271.37992804579625,1187.1586432478523
81,2020-04-12,283,90.56999365381553,593.579321623926,False,82,298.8976279121346,1187.1586432478523
82,2020-04-13,283,90.56999365381553,593.579321623926,False,83,328.2055952074057,1187.1586432478523
83,2020-04-14,387,90.56999365381553,593.579321623926,False,84,359.2251277507554,1187.1586432478523
84,2020-04-15,387,90.56999365381553,593.579321623926,False,85,391.83898960368714,1187.1586432478523
85,2020-04-16,449,90.56999365381553,593.579321623926,False,86,425.8907047734233,1187.1586432478523
86,2020-04-17,480,90.56999365381553,593.579321623926,False,87,461.18564371033256,1187.1586432478523
87,2020-04-18,510,90.56999365381553,593.579321623926,False,88,497.49407605335824,1187.1586432478523
88,2020-04-19,510,90.56999365381553,593.579321623926,False,89,534.5562088532885,1187.1586432478523
