,Report_Date,Mexico_cases,active_patients,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
19,2020-02-10,0,0,124.72441003518257,70684.81078906864,True,20,44.55912519512869,103957.70783604709
20,2020-02-11,0,0,124.72441003518257,70684.81078906864,True,21,48.123698918417794,103957.70783604709
21,2020-02-12,0,0,124.72441003518257,70684.81078906864,True,22,51.97332116949437,103957.70783604709
22,2020-02-13,0,0,124.72441003518257,70684.81078906864,True,23,56.13076899696148,103957.70783604709
23,2020-02-14,0,0,124.72441003518257,70684.81078906864,True,24,60.62063656633493,103957.70783604709
24,2020-02-15,0,0,124.72441003518257,70684.81078906864,True,25,65.46947964376776,103957.70783604709
25,2020-02-16,0,0,124.72441003518257,70684.81078906864,True,26,70.70597148764675,103957.70783604709
26,2020-02-17,0,0,124.72441003518257,70684.81078906864,True,27,76.36107103537312,103957.70783604709
27,2020-02-18,0,0,124.72441003518257,70684.81078906864,True,28,82.46820433940907,103957.70783604709
28,2020-02-19,0,0,124.72441003518257,70684.81078906864,True,29,89.06346027808485,103957.70783604709
29,2020-02-20,0,0,124.72441003518257,70684.81078906864,True,30,96.18580164297563,103957.70783604709
30,2020-02-21,0,0,124.72441003518257,70684.81078906864,True,31,103.87729278612989,103957.70783604709
31,2020-02-22,0,0,124.72441003518257,70684.81078906864,True,32,112.18334509732114,103957.70783604709
32,2020-02-23,0,0,124.72441003518257,70684.81078906864,True,33,121.15298167405392,103957.70783604709
33,2020-02-24,0,0,124.72441003518257,70684.81078906864,True,34,130.83912264552757,103957.70783604709
34,2020-02-25,0,0,124.72441003518257,70684.81078906864,True,35,141.2988927163769,103957.70783604709
35,2020-02-26,0,0,124.72441003518257,70684.81078906864,True,36,152.59395260697522,103957.70783604709
36,2020-02-27,0,0,124.72441003518257,70684.81078906864,True,37,164.7908561845821,103957.70783604709
37,2020-02-28,1,1,124.72441003518257,70684.81078906864,True,38,177.961435203788,103957.70783604709
38,2020-02-29,4,4,124.72441003518257,70684.81078906864,True,39,192.18321370563925,103957.70783604709
39,2020-03-01,5,5,124.72441003518257,70684.81078906864,True,40,207.5398542625497,103957.70783604709
40,2020-03-02,5,5,124.72441003518257,70684.81078906864,True,41,224.12163840057076,103957.70783604709
41,2020-03-03,5,4,124.72441003518257,70684.81078906864,True,42,242.02598368164175,103957.70783604709
42,2020-03-04,5,4,124.72441003518257,70684.81078906864,True,43,261.35800008582015,103957.70783604709
43,2020-03-05,5,4,124.72441003518257,70684.81078906864,True,44,282.2310884967673,103957.70783604709
44,2020-03-06,6,5,124.72441003518257,70684.81078906864,True,45,304.7675842623532,103957.70783604709
45,2020-03-07,6,5,124.72441003518257,70684.81078906864,True,46,329.0994489753366,103957.70783604709
46,2020-03-08,7,6,124.72441003518257,70684.81078906864,True,47,355.36901379560726,103957.70783604709
47,2020-03-09,7,6,124.72441003518257,70684.81078906864,True,48,383.72977781408747,103957.70783604709
48,2020-03-10,7,3,124.72441003518257,70684.81078906864,True,49,414.3472651373555,103957.70783604709
49,2020-03-11,8,4,124.72441003518257,70684.81078906864,True,50,447.39994454922686,103957.70783604709
50,2020-03-12,12,8,124.72441003518257,70684.81078906864,True,51,483.080215778268,103957.70783604709
51,2020-03-13,26,22,124.72441003518257,70684.81078906864,True,52,521.5954665653105,103957.70783604709
52,2020-03-14,41,37,124.72441003518257,70684.81078906864,True,53,563.1692048785583,103957.70783604709
53,2020-03-15,53,49,124.72441003518257,70684.81078906864,True,54,608.0422707611775,103957.70783604709
54,2020-03-16,82,78,124.72441003518257,70684.81078906864,True,55,656.4741324117035,103957.70783604709
55,2020-03-17,93,89,124.72441003518257,70684.81078906864,True,56,708.7442711845645,103957.70783604709
56,2020-03-18,118,114,124.72441003518257,70684.81078906864,True,57,765.1536602486391,103957.70783604709
57,2020-03-19,164,159,124.72441003518257,70684.81078906864,True,58,826.0263416467993,103957.70783604709
58,2020-03-20,203,197,124.72441003518257,70684.81078906864,True,59,891.7111064480179,103957.70783604709
59,2020-03-21,251,245,124.72441003518257,70684.81078906864,True,60,962.5832825632568,103957.70783604709
60,2020-03-22,316,309,124.72441003518257,70684.81078906864,True,61,1039.0466345923498,103957.70783604709
61,2020-03-23,367,359,124.72441003518257,70684.81078906864,True,62,1121.5353797645707,103957.70783604709
62,2020-03-24,405,396,124.72441003518257,70684.81078906864,True,63,1210.5163236110927,103957.70783604709
63,2020-03-25,475,465,124.72441003518257,70684.81078906864,True,64,1306.4911184408413,103957.70783604709
64,2020-03-26,585,573,124.72441003518257,70684.81078906864,True,65,1409.9986469569794,103957.70783604709
65,2020-03-27,717,701,124.72441003518257,70684.81078906864,True,66,1521.617532420647,103957.70783604709
66,2020-03-28,848,828,124.72441003518257,70684.81078906864,True,67,1641.96877560923,103957.70783604709
67,2020-03-29,993,969,124.72441003518257,70684.81078906864,True,68,1771.7185173919356,103957.70783604709
68,2020-03-30,1094,1031,124.72441003518257,70684.81078906864,True,69,1911.5809240153528,103957.70783604709
69,2020-03-31,1215,1151,124.72441003518257,70684.81078906864,True,70,2062.321190111115,103957.70783604709
70,2020-04-01,1378,1306,124.72441003518257,70684.81078906864,True,71,2224.7586519576616,103957.70783604709
71,2020-04-02,1510,1425,124.72441003518257,70684.81078906864,True,72,2399.770000594939,103957.70783604709
72,2020-04-03,1688,995,124.72441003518257,70684.81078906864,True,73,2588.2925809473045,103957.70783604709
73,2020-04-04,1890,1178,124.72441003518257,70684.81078906864,True,74,2791.3277590949165,103957.70783604709
74,2020-04-05,2143,1416,124.72441003518257,70684.81078906864,True,75,3009.944335183899,103957.70783604709
75,2020-04-06,2439,1681,124.72441003518257,70684.81078906864,True,76,3245.2819741154512,103957.70783604709
76,2020-04-07,2785,2011,124.72441003518257,70684.81078906864,True,77,3498.554620038738,103957.70783604709
77,2020-04-08,3181,2374,124.72441003518257,70684.81078906864,True,78,3771.0538537296984,103957.70783604709
78,2020-04-09,3441,2614,124.72441003518257,70684.81078906864,True,79,4064.1521441104696,103957.70783604709
79,2020-04-10,3844,2978,124.72441003518257,70684.81078906864,True,80,4379.305936404691,103957.70783604709
80,2020-04-11,4219,3313,124.72441003518257,70684.81078906864,True,81,4718.058509699015,103957.70783604709
81,2020-04-12,4661,2593,124.72441003518257,70684.81078906864,True,82,5082.042525977724,103957.70783604709
82,2020-04-13,5014,2839,124.72441003518257,70684.81078906864,True,83,5472.98218102985,103957.70783604709
83,2020-04-14,5399,3029,124.72441003518257,70684.81078906864,True,84,5892.694855047781,103957.70783604709
84,2020-04-15,5847,3273,124.72441003518257,70684.81078906864,True,85,6343.092147340166,103957.70783604709
85,2020-04-16,6297,3686,124.72441003518257,70684.81078906864,True,86,6826.180165526024,103957.70783604709
86,2020-04-17,6875,4204,124.72441003518257,70684.81078906864,True,87,7344.058925088364,103957.70783604709
87,2020-04-18,7497,4722,124.72441003518257,70684.81078906864,True,88,7898.9207005574035,103957.70783604709
88,2020-04-19,8261,4948,124.72441003518257,70684.81078906864,True,89,8493.047155279613,103957.70783604709
89,2020-04-20,8772,5433,124.72441003518257,70684.81078906864,True,90,9128.80506323943,103957.70783604709
90,2020-04-21,9501,6017,124.72441003518257,70684.81078906864,True,91,9808.640424396886,103957.70783604709
91,2020-04-22,10544,6947,124.72441003518257,70684.81078906864,True,92,10535.0707652909,103957.70783604709
92,2020-04-23,11633,7937,124.72441003518257,70684.81078906864,True,93,11310.675410191565,103957.70783604709
93,2020-04-24,12872,9024,124.72441003518257,70684.81078906864,True,94,12138.083505977422,103957.70783604709
94,2020-04-25,13842,5388,124.72441003518257,70684.81078906864,True,95,13019.959587427567,103957.70783604709
95,2020-04-26,14677,4972,124.72441003518257,70684.81078906864,True,96,13958.986480148758,103957.70783604709
96,2020-04-27,15529,5009,124.72441003518257,70684.81078906864,True,97,14957.84535740157,103957.70783604709
97,2020-04-28,16752,3760,124.72441003518257,70684.81078906864,True,98,16019.192796196978,103957.70783604709
98,2020-04-29,17799,4644,124.72441003518257,70684.81078906864,True,99,17145.634718736055,103957.70783604709
99,2020-04-30,19224,5942,124.72441003518257,70684.81078906864,True,100,18339.69715898045,103957.70783604709
100,2020-05-01,20739,6390,124.72441003518257,70684.81078906864,True,101,19603.79386205303,103957.70783604709
101,2020-05-02,22088,7650,124.72441003518257,70684.81078906864,True,102,20940.190807085157,103957.70783604709
102,2020-05-03,23471,7870,124.72441003518257,70684.81078906864,True,103,22350.967842307695,103957.70783604709
103,2020-05-04,24905,9187,124.72441003518257,70684.81078906864,True,104,23837.977734158925,103957.70783604709
104,2020-05-05,26025,6708,124.72441003518257,70684.81078906864,True,105,25402.803058563768,103957.70783604709
105,2020-05-06,27634,7149,124.72441003518257,70684.81078906864,True,106,27046.71149983916,103957.70783604709
106,2020-05-07,29616,8874,124.72441003518257,70684.81078906864,True,107,28770.610267161563,103957.70783604709
107,2020-05-08,31522,8048,124.72441003518257,70684.81078906864,True,108,30575.000485115623,103957.70783604709
108,2020-05-09,33460,8283,124.72441003518257,70684.81078906864,True,109,32459.932557080643,103957.70783604709
109,2020-05-10,35022,9733,124.72441003518257,70684.81078906864,True,110,34424.963630396844,103957.70783604709
110,2020-05-11,36327,9654,124.72441003518257,70684.81078906864,True,111,36469.1184016224,103957.70783604709
111,2020-05-12,38324,8463,124.72441003518257,70684.81078906864,True,112,38590.85457932644,103957.70783604709
112,2020-05-13,40186,8976,124.72441003518257,70684.81078906864,True,113,40788.03436119594,103957.70783604709
113,2020-05-14,42595,9643,124.72441003518257,70684.81078906864,True,114,43057.903272749005,103957.70783604709
114,2020-05-15,45032,9814,124.72441003518257,70684.81078906864,True,115,45397.07764895729,103957.70783604709
115,2020-05-16,47144,10251,124.72441003518257,70684.81078906864,True,116,47801.54191209,103957.70783604709
116,2020-05-17,49219,10713,124.72441003518257,70684.81078906864,True,117,50266.65660663143,103957.70783604709
117,2020-05-18,51633,10913,124.72441003518257,70684.81078906864,True,118,52787.17789647993,103957.70783604709
118,2020-05-19,54346,11355,124.72441003518257,70684.81078906864,True,119,55357.28891637679,103957.70783604709
119,2020-05-20,56594,12085,124.72441003518257,70684.81078906864,True,120,57970.6430087033,103957.70783604709
120,2020-05-21,59567,12905,124.72441003518257,70684.81078906864,True,121,60620.41848281932,103957.70783604709
121,2020-05-22,62527,13347,124.72441003518257,70684.81078906864,True,122,63299.38412513127,103957.70783604709
122,2020-05-23,65856,14253,124.72441003518257,70684.81078906864,True,123,65999.97428492171,103957.70783604709
123,2020-05-24,68620,14247,124.72441003518257,70684.81078906864,True,124,68714.37198582872,103957.70783604709
124,2020-05-25,71105,14020,124.72441003518257,70684.81078906864,True,125,71434.59818759246,103957.70783604709
125,2020-05-26,74560,14718,124.72441003518257,70684.81078906864,True,126,74152.60506707571,103957.70783604709
126,2020-05-27,78023,15592,124.72441003518257,70684.81078906864,True,127,76860.37101766143,103957.70783604709
127,2020-05-28,81400,16315,124.72441003518257,70684.81078906864,True,128,79549.99499281611,103957.70783604709
