,Report_Date,Qatar_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
44,2020-03-06,8,136.77985753117096,123397.3939852044,False,45,108.9239364219376,246794.7879704087
45,2020-03-07,8,136.77985753117096,123397.3939852044,False,46,118.48451248483971,246794.7879704087
46,2020-03-08,15,136.77985753117096,123397.3939852044,False,47,128.8838101573746,246794.7879704087
47,2020-03-09,18,136.77985753117096,123397.3939852044,False,48,140.19532772061405,246794.7879704087
48,2020-03-10,24,136.77985753117096,123397.3939852044,False,49,152.4989894889203,246794.7879704087
49,2020-03-11,262,136.77985753117096,123397.3939852044,False,50,165.8817049480447,246794.7879704087
50,2020-03-12,262,136.77985753117096,123397.3939852044,False,51,180.43797605007012,246794.7879704087
51,2020-03-13,320,136.77985753117096,123397.3939852044,False,52,196.27055672188408,246794.7879704087
52,2020-03-14,337,136.77985753117096,123397.3939852044,False,53,213.4911689687884,246794.7879704087
53,2020-03-15,401,136.77985753117096,123397.3939852044,False,54,232.22128030261177,246794.7879704087
54,2020-03-16,439,136.77985753117096,123397.3939852044,False,55,252.5929475953122,246794.7879704087
55,2020-03-17,439,136.77985753117096,123397.3939852044,False,56,274.749732855407,246794.7879704087
56,2020-03-18,452,136.77985753117096,123397.3939852044,False,57,298.8476968464111,246794.7879704087
57,2020-03-19,460,136.77985753117096,123397.3939852044,False,58,325.05647691439134,246794.7879704087
58,2020-03-20,470,136.77985753117096,123397.3939852044,False,59,353.5604558660562,246794.7879704087
59,2020-03-21,481,136.77985753117096,123397.3939852044,False,60,384.5600292395391,246794.7879704087
60,2020-03-22,494,136.77985753117096,123397.3939852044,False,61,418.272978836815,246794.7879704087
61,2020-03-23,501,136.77985753117096,123397.3939852044,False,62,454.93596093860566,246794.7879704087
62,2020-03-24,526,136.77985753117096,123397.3939852044,False,63,494.80611819818654,246794.7879704087
63,2020-03-25,537,136.77985753117096,123397.3939852044,False,64,538.1628248074235,246794.7879704087
64,2020-03-26,549,136.77985753117096,123397.3939852044,False,65,585.3095751433691,246794.7879704087
65,2020-03-27,562,136.77985753117096,123397.3939852044,False,66,636.5760267325043,246794.7879704087
66,2020-03-28,590,136.77985753117096,123397.3939852044,False,67,692.3202090063905,246794.7879704087
67,2020-03-29,634,136.77985753117096,123397.3939852044,False,68,752.9309099596586,246794.7879704087
68,2020-03-30,693,136.77985753117096,123397.3939852044,False,69,818.8302534494798,246794.7879704087
69,2020-03-31,781,136.77985753117096,123397.3939852044,False,70,890.4764804829862,246794.7879704087
70,2020-04-01,835,136.77985753117096,123397.3939852044,False,71,968.3669484109798,246794.7879704087
71,2020-04-02,949,136.77985753117096,123397.3939852044,False,72,1053.0413624645112,246794.7879704087
72,2020-04-03,1075,136.77985753117096,123397.3939852044,False,73,1145.0852545136254,246794.7879704087
73,2020-04-04,1325,136.77985753117096,123397.3939852044,False,74,1245.1337242681689,246794.7879704087
74,2020-04-05,1604,136.77985753117096,123397.3939852044,False,75,1353.875458346977,246794.7879704087
