,Report_Date,Bahrain_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
24,2020-02-15,0,135.28293222622528,13422.304608494267,False,25,44.894733904801676,26844.60921698852
25,2020-02-16,0,135.28293222622528,13422.304608494267,False,26,47.568898187447395,26844.60921698852
26,2020-02-17,0,135.28293222622528,13422.304608494267,False,27,50.402050058601645,26844.60921698852
27,2020-02-18,0,135.28293222622528,13422.304608494267,False,28,53.403605096236575,26844.60921698852
28,2020-02-19,0,135.28293222622528,13422.304608494267,False,29,56.58353198351728,26844.60921698852
29,2020-02-20,0,135.28293222622528,13422.304608494267,False,30,59.95238444745678,26844.60921698852
30,2020-02-21,0,135.28293222622528,13422.304608494267,False,31,63.52133497381442,26844.60921698852
31,2020-02-22,0,135.28293222622528,13422.304608494267,False,32,67.3022103885686,26844.60921698852
32,2020-02-23,0,135.28293222622528,13422.304608494267,False,33,71.3075293998108,26844.60921698852
33,2020-02-24,1,135.28293222622528,13422.304608494267,False,34,75.55054219741126,26844.60921698852
34,2020-02-25,23,135.28293222622528,13422.304608494267,False,35,80.0452722112735,26844.60921698852
35,2020-02-26,33,135.28293222622528,13422.304608494267,False,36,84.80656013239482,26844.60921698852
36,2020-02-27,33,135.28293222622528,13422.304608494267,False,37,89.8501103042438,26844.60921698852
37,2020-02-28,36,135.28293222622528,13422.304608494267,False,38,95.19253959511877,26844.60921698852
38,2020-02-29,41,135.28293222622528,13422.304608494267,False,39,100.85142886511103,26844.60921698852
39,2020-03-01,47,135.28293222622528,13422.304608494267,False,40,106.84537714401151,26844.60921698852
40,2020-03-02,49,135.28293222622528,13422.304608494267,False,41,113.19405863890886,26844.60921698852
41,2020-03-03,49,135.28293222622528,13422.304608494267,False,42,119.9182826922572,26844.60921698852
42,2020-03-04,52,135.28293222622528,13422.304608494267,False,43,127.04005681276708,26844.60921698852
43,2020-03-05,55,135.28293222622528,13422.304608494267,False,44,134.58265290250068,26844.60921698852
44,2020-03-06,60,135.28293222622528,13422.304608494267,False,45,142.5706768039292,26844.60921698852
45,2020-03-07,85,135.28293222622528,13422.304608494267,False,46,151.03014129032582,26844.60921698852
46,2020-03-08,85,135.28293222622528,13422.304608494267,False,47,159.98854262158684,26844.60921698852
47,2020-03-09,95,135.28293222622528,13422.304608494267,False,48,169.47494078525582,26844.60921698852
48,2020-03-10,110,135.28293222622528,13422.304608494267,False,49,179.52004353900696,26844.60921698852
49,2020-03-11,195,135.28293222622528,13422.304608494267,False,50,190.1562943659457,26844.60921698852
50,2020-03-12,195,135.28293222622528,13422.304608494267,False,51,201.41796444760197,26844.60921698852
51,2020-03-13,195,135.28293222622528,13422.304608494267,False,52,213.34124875120477,26844.60921698852
52,2020-03-14,210,135.28293222622528,13422.304608494267,False,53,225.96436631748873,26844.60921698852
53,2020-03-15,214,135.28293222622528,13422.304608494267,False,54,239.3276648226186,26844.60921698852
54,2020-03-16,214,135.28293222622528,13422.304608494267,False,55,253.47372947252958,26844.60921698852
55,2020-03-17,228,135.28293222622528,13422.304608494267,False,56,268.4474962697349,26844.60921698852
56,2020-03-18,256,135.28293222622528,13422.304608494267,False,57,284.29636967109536,26844.60921698852
57,2020-03-19,278,135.28293222622528,13422.304608494267,False,58,301.0703446297736,26844.60921698852
58,2020-03-20,285,135.28293222622528,13422.304608494267,False,59,318.82213298519196,26844.60921698852
59,2020-03-21,305,135.28293222622528,13422.304608494267,False,60,337.6072941308069,26844.60921698852
60,2020-03-22,334,135.28293222622528,13422.304608494267,False,61,357.4843698504053,26844.60921698852
61,2020-03-23,377,135.28293222622528,13422.304608494267,False,62,378.51502316889116,26844.60921698852
62,2020-03-24,392,135.28293222622528,13422.304608494267,False,63,400.7641810125797,26844.60921698852
63,2020-03-25,419,135.28293222622528,13422.304608494267,False,64,424.30018041625664,26844.60921698852
64,2020-03-26,458,135.28293222622528,13422.304608494267,False,65,449.1949179490378,26844.60921698852
65,2020-03-27,466,135.28293222622528,13422.304608494267,False,66,475.52400195771736,26844.60921698852
66,2020-03-28,476,135.28293222622528,13422.304608494267,False,67,503.36690714412816,26844.60921698852
67,2020-03-29,499,135.28293222622528,13422.304608494267,False,68,532.8071309013145,26844.60921698852
68,2020-03-30,515,135.28293222622528,13422.304608494267,False,69,563.932350731352,26844.60921698852
69,2020-03-31,567,135.28293222622528,13422.304608494267,False,70,596.8345819546587,26844.60921698852
70,2020-04-01,569,135.28293222622528,13422.304608494267,False,71,631.6103347959623,26844.60921698852
71,2020-04-02,643,135.28293222622528,13422.304608494267,False,72,668.3607697950092,26844.60921698852
72,2020-04-03,672,135.28293222622528,13422.304608494267,False,73,707.1918503399644,26844.60921698852
73,2020-04-04,688,135.28293222622528,13422.304608494267,False,74,748.2144909577804,26844.60921698852
74,2020-04-05,700,135.28293222622528,13422.304608494267,False,75,791.5446998180132,26844.60921698852
75,2020-04-06,756,135.28293222622528,13422.304608494267,False,76,837.3037137144859,26844.60921698852
76,2020-04-07,811,135.28293222622528,13422.304608494267,False,77,885.6181235825479,26844.60921698852
77,2020-04-08,823,135.28293222622528,13422.304608494267,False,78,936.6199883886404,26844.60921698852
78,2020-04-09,887,135.28293222622528,13422.304608494267,False,79,990.446934993799,26844.60921698852
79,2020-04-10,925,135.28293222622528,13422.304608494267,False,80,1047.2422413442807,26844.60921698852
80,2020-04-11,1040,135.28293222622528,13422.304608494267,False,81,1107.154900081816,26844.60921698852
81,2020-04-12,1136,135.28293222622528,13422.304608494267,False,82,1170.3396593947293,26844.60921698852
82,2020-04-13,1361,135.28293222622528,13422.304608494267,False,83,1236.957037651319,26844.60921698852
83,2020-04-14,1528,135.28293222622528,13422.304608494267,False,84,1307.1733080715055,26844.60921698852
84,2020-04-15,1671,135.28293222622528,13422.304608494267,False,85,1381.1604494051417,26844.60921698852
85,2020-04-16,1700,135.28293222622528,13422.304608494267,False,86,1459.0960583001024,26844.60921698852
86,2020-04-17,1740,135.28293222622528,13422.304608494267,False,87,1541.1632187656412,26844.60921698852
87,2020-04-18,1773,135.28293222622528,13422.304608494267,False,88,1627.55032387276,26844.60921698852
88,2020-04-19,1881,135.28293222622528,13422.304608494267,False,89,1718.4508445912184,26844.60921698852
89,2020-04-20,1907,135.28293222622528,13422.304608494267,False,90,1814.0630404507467,26844.60921698852
90,2020-04-21,1973,135.28293222622528,13422.304608494267,False,91,1914.5896065421969,26844.60921698852
91,2020-04-22,2027,135.28293222622528,13422.304608494267,False,92,2020.2372512539669,26844.60921698852
92,2020-04-23,2217,135.28293222622528,13422.304608494267,False,93,2131.216199082568,26844.60921698852
93,2020-04-24,2518,135.28293222622528,13422.304608494267,False,94,2247.7396128777295,26844.60921698852
94,2020-04-25,2588,135.28293222622528,13422.304608494267,False,95,2370.02292999676,26844.60921698852
95,2020-04-26,2647,135.28293222622528,13422.304608494267,False,96,2498.2831070662046,26844.60921698852
96,2020-04-27,2723,135.28293222622528,13422.304608494267,False,97,2632.7377683980835,26844.60921698852
97,2020-04-28,2811,135.28293222622528,13422.304608494267,False,98,2773.6042536001883,26844.60921698852
98,2020-04-29,2921,135.28293222622528,13422.304608494267,False,99,2921.098560572846,26844.60921698852
99,2020-04-30,3040,135.28293222622528,13422.304608494267,False,100,3075.4341809146963,26844.60921698852
100,2020-05-01,3170,135.28293222622528,13422.304608494267,False,101,3236.8208257833126,26844.60921698852
101,2020-05-02,3284,135.28293222622528,13422.304608494267,False,102,3405.463041486692,26844.60921698852
102,2020-05-03,3383,135.28293222622528,13422.304608494267,False,103,3581.558715529548,26844.60921698852
103,2020-05-04,3533,135.28293222622528,13422.304608494267,False,104,3765.2974755111304,26844.60921698852
104,2020-05-05,3720,135.28293222622528,13422.304608494267,False,105,3956.858985171181,26844.60921698852
105,2020-05-06,3934,135.28293222622528,13422.304608494267,False,106,4156.411144003189,26844.60921698852
106,2020-05-07,4199,135.28293222622528,13422.304608494267,False,107,4364.108199188494,26844.60921698852
107,2020-05-08,4444,135.28293222622528,13422.304608494267,False,108,4580.088781130404,26844.60921698852
108,2020-05-09,4774,135.28293222622528,13422.304608494267,False,109,4804.473876555164,26844.60921698852
109,2020-05-10,4941,135.28293222622528,13422.304608494267,False,110,5037.364755956065,26844.60921698852
110,2020-05-11,5236,135.28293222622528,13422.304608494267,False,111,5278.8408750363515,26844.60921698852
111,2020-05-12,5531,135.28293222622528,13422.304608494267,False,112,5528.95777269349,26844.60921698852
112,2020-05-13,5816,135.28293222622528,13422.304608494267,False,113,5787.744990906592,26844.60921698852
113,2020-05-14,6198,135.28293222622528,13422.304608494267,False,114,6055.20404455548,26844.60921698852
114,2020-05-15,6583,135.28293222622528,13422.304608494267,False,115,6331.306471619383,26844.60921698852
115,2020-05-16,6747,135.28293222622528,13422.304608494267,False,116,6615.991996272923,26844.60921698852
116,2020-05-17,6956,135.28293222622528,13422.304608494267,False,117,6909.166839011152,26844.60921698852
117,2020-05-18,7184,135.28293222622528,13422.304608494267,False,118,7210.702208985237,26844.60921698852
118,2020-05-19,7532,135.28293222622528,13422.304608494267,False,119,7520.433014112227,26844.60921698852
119,2020-05-20,7888,135.28293222622528,13422.304608494267,False,120,7838.156824139772,26844.60921698852
120,2020-05-21,8174,135.28293222622528,13422.304608494267,False,121,8163.633120616415,26844.60921698852
121,2020-05-22,8414,135.28293222622528,13422.304608494267,False,122,8496.582865576604,26844.60921698852
122,2020-05-23,8802,135.28293222622528,13422.304608494267,False,123,8836.688417657297,26844.60921698852
