,Report_Date,Georgia_cases,active_patients,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
27,2020-02-18,0,0,89.1340383966201,376.26078397872044,True,28,3.493202516146405,742.3551981651583
28,2020-02-19,0,0,89.1340383966201,376.26078397872044,True,29,3.8121730241581946,742.3551981651583
29,2020-02-20,0,0,89.1340383966201,376.26078397872044,True,30,4.1601075294981005,742.3551981651583
30,2020-02-21,0,0,89.1340383966201,376.26078397872044,True,31,4.539605243776724,742.3551981651583
31,2020-02-22,0,0,89.1340383966201,376.26078397872044,True,32,4.953492751731158,742.3551981651583
32,2020-02-23,0,0,89.1340383966201,376.26078397872044,True,33,5.404842779601928,742.3551981651583
33,2020-02-24,0,0,89.1340383966201,376.26078397872044,True,34,5.896994296638775,742.3551981651583
34,2020-02-25,0,0,89.1340383966201,376.26078397872044,True,35,6.4335740013463365,742.3551981651583
35,2020-02-26,1,1,89.1340383966201,376.26078397872044,True,36,7.01851923640721,742.3551981651583
36,2020-02-27,1,1,89.1340383966201,376.26078397872044,True,37,7.656102365796056,742.3551981651583
37,2020-02-28,1,1,89.1340383966201,376.26078397872044,True,38,8.350956633874247,742.3551981651583
38,2020-02-29,1,1,89.1340383966201,376.26078397872044,True,39,9.108103508598328,742.3551981651583
39,2020-03-01,3,3,89.1340383966201,376.26078397872044,True,40,9.93298148866672,742.3551981651583
40,2020-03-02,3,3,89.1340383966201,376.26078397872044,True,41,10.831476326654064,742.3551981651583
41,2020-03-03,3,3,89.1340383966201,376.26078397872044,True,42,11.809952586029723,742.3551981651583
42,2020-03-04,3,3,89.1340383966201,376.26078397872044,True,43,12.875286408417299,742.3551981651583
43,2020-03-05,4,4,89.1340383966201,376.26078397872044,True,44,14.034899317422878,742.3551981651583
44,2020-03-06,4,4,89.1340383966201,376.26078397872044,True,45,15.29679282565442,742.3551981651583
45,2020-03-07,4,4,89.1340383966201,376.26078397872044,True,46,16.66958354092192,742.3551981651583
46,2020-03-08,13,13,89.1340383966201,376.26078397872044,True,47,18.16253838475988,742.3551981651583
47,2020-03-09,15,15,89.1340383966201,376.26078397872044,True,48,19.785609440071234,742.3551981651583
48,2020-03-10,15,15,89.1340383966201,376.26078397872044,True,49,21.54946783364383,742.3551981651583
49,2020-03-11,24,24,89.1340383966201,376.26078397872044,True,50,23.465535932479902,742.3551981651583
50,2020-03-12,24,24,89.1340383966201,376.26078397872044,True,51,25.546016989509155,742.3551981651583
51,2020-03-13,25,25,89.1340383966201,376.26078397872044,True,52,27.803921213937674,742.3551981651583
52,2020-03-14,30,30,89.1340383966201,376.26078397872044,True,53,30.253087064407943,742.3551981651583
53,2020-03-15,33,33,89.1340383966201,376.26078397872044,True,54,32.90819637030332,742.3551981651583
54,2020-03-16,33,32,89.1340383966201,376.26078397872044,True,55,35.78478167997831,742.3551981651583
55,2020-03-17,34,33,89.1340383966201,376.26078397872044,True,56,38.89922401785752,742.3551981651583
56,2020-03-18,38,37,89.1340383966201,376.26078397872044,True,57,42.26873901036019,742.3551981651583
57,2020-03-19,40,39,89.1340383966201,376.26078397872044,True,58,45.91134912070425,742.3551981651583
58,2020-03-20,43,42,89.1340383966201,376.26078397872044,True,59,49.845839524538874,742.3551981651583
59,2020-03-21,49,48,89.1340383966201,376.26078397872044,True,60,54.09169497463267,742.3551981651583
60,2020-03-22,54,51,89.1340383966201,376.26078397872044,True,61,58.669014859285966,742.3551981651583
61,2020-03-23,61,58,89.1340383966201,376.26078397872044,True,62,63.59840357495056,742.3551981651583
62,2020-03-24,70,61,89.1340383966201,376.26078397872044,True,63,68.90083333142158,742.3551981651583
63,2020-03-25,75,65,89.1340383966201,376.26078397872044,True,64,74.59747661388012,742.3551981651583
64,2020-03-26,79,68,89.1340383966201,376.26078397872044,True,65,80.70950576869122,742.3551981651583
65,2020-03-27,83,69,89.1340383966201,376.26078397872044,True,66,87.25785758954058,742.3551981651583
66,2020-03-28,90,76,89.1340383966201,376.26078397872044,True,67,94.26296138760807,742.3551981651583
67,2020-03-29,91,73,89.1340383966201,376.26078397872044,True,68,101.74442986213998,742.3551981651583
68,2020-03-30,103,83,89.1340383966201,376.26078397872044,True,69,109.72071316879261,742.3551981651583
69,2020-03-31,110,89,89.1340383966201,376.26078397872044,True,70,118.20871792618702,742.3551981651583
70,2020-04-01,117,94,89.1340383966201,376.26078397872044,True,71,127.22339450645667,742.3551981651583
71,2020-04-02,134,108,89.1340383966201,376.26078397872044,True,72,136.7772978051467,742.3551981651583
72,2020-04-03,155,127,89.1340383966201,376.26078397872044,True,73,146.88012873857195,742.3551981651583
73,2020-04-04,162,125,89.1340383966201,376.26078397872044,True,74,157.53826590444157,742.3551981651583
74,2020-04-05,174,136,89.1340383966201,376.26078397872044,True,75,168.7542990660491,742.3551981651583
75,2020-04-06,188,147,89.1340383966201,376.26078397872044,True,76,180.526578252945,742.3551981651583
76,2020-04-07,196,147,89.1340383966201,376.26078397872044,True,77,192.8487941552186,742.3551981651583
77,2020-04-08,211,158,89.1340383966201,376.26078397872044,True,78,205.70960694643267,742.3551981651583
78,2020-04-09,218,164,89.1340383966201,376.26078397872044,True,79,219.09234151365115,742.3551981651583
79,2020-04-10,234,177,89.1340383966201,376.26078397872044,True,80,232.97476711880407,742.3551981651583
80,2020-04-11,242,179,89.1340383966201,376.26078397872044,True,81,247.32897860513168,742.3551981651583
81,2020-04-12,257,187,89.1340383966201,376.26078397872044,True,82,262.1213942828271,742.3551981651583
82,2020-04-13,272,201,89.1340383966201,376.26078397872044,True,83,277.3128825337744,742.3551981651583
83,2020-04-14,300,228,89.1340383966201,376.26078397872044,True,84,292.8590250066788,742.3551981651583
84,2020-04-15,306,232,89.1340383966201,376.26078397872044,True,85,308.71051916880435,742.3551981651583
85,2020-04-16,348,269,89.1340383966201,376.26078397872044,True,86,324.81371717704,742.3551981651583
86,2020-04-17,370,288,89.1340383966201,376.26078397872044,True,87,341.1112918581001,742.3551981651583
87,2020-04-18,388,298,89.1340383966201,376.26078397872044,True,88,357.5430144435046,742.3551981651583
88,2020-04-19,394,297,89.1340383966201,376.26078397872044,True,89,374.04662302384816,742.3551981651583
89,2020-04-20,402,303,89.1340383966201,376.26078397872044,True,90,390.5587558978118,742.3551981651583
90,2020-04-21,408,307,89.1340383966201,376.26078397872044,True,91,407.0159204737466,742.3551981651583
91,2020-04-22,416,304,89.1340383966201,376.26078397872044,True,92,423.3554664233122,742.3551981651583
92,2020-04-23,425,309,89.1340383966201,376.26078397872044,True,93,439.5165315509906,742.3551981651583
93,2020-04-24,444,307,89.1340383966201,376.26078397872044,True,94,455.44093035011787,742.3551981651583
94,2020-04-25,456,312,89.1340383966201,376.26078397872044,True,95,471.07395833926694,742.3551981651583
95,2020-04-26,486,331,89.1340383966201,376.26078397872044,True,96,486.36508975515727,742.3551981651583
96,2020-04-27,497,335,89.1340383966201,376.26078397872044,True,97,501.268551661077,742.3551981651583
97,2020-04-28,511,337,89.1340383966201,376.26078397872044,True,98,515.743763593029,742.3551981651583
98,2020-04-29,517,333,89.1340383966201,376.26078397872044,True,99,529.7556380722451,742.3551981651583
99,2020-04-30,539,349,89.1340383966201,376.26078397872044,True,100,543.2747432508762,742.3551981651583
100,2020-05-01,566,352,89.1340383966201,376.26078397872044,True,101,556.277334277378,742.3551981651583
101,2020-05-02,582,367,89.1340383966201,376.26078397872044,True,102,568.7452644054766,742.3551981651583
102,2020-05-03,589,357,89.1340383966201,376.26078397872044,True,103,580.6657902606975,742.3551981651583
103,2020-05-04,593,361,89.1340383966201,376.26078397872044,True,104,592.0312879556495,742.3551981651583
104,2020-05-05,604,355,89.1340383966201,376.26078397872044,True,105,602.8388979337325,742.3551981651583
105,2020-05-06,610,332,89.1340383966201,376.26078397872044,True,106,613.0901166174199,742.3551981651583
106,2020-05-07,615,331,89.1340383966201,376.26078397872044,True,107,622.7903522903754,742.3551981651583
107,2020-05-08,623,325,89.1340383966201,376.26078397872044,True,108,631.9484613309124,742.3551981651583
108,2020-05-09,626,319,89.1340383966201,376.26078397872044,True,109,640.5762791262669,742.3551981651583
109,2020-05-10,635,316,89.1340383966201,376.26078397872044,True,110,648.6881579147238,742.3551981651583
110,2020-05-11,638,310,89.1340383966201,376.26078397872044,True,111,656.3005215889326,742.3551981651583
111,2020-05-12,642,282,89.1340383966201,376.26078397872044,True,112,663.4314452852632,742.3551981651583
112,2020-05-13,647,264,89.1340383966201,376.26078397872044,True,113,670.1002654872393,742.3551981651583
113,2020-05-14,667,272,89.1340383966201,376.26078397872044,True,114,676.3272244619511,742.3551981651583
114,2020-05-15,671,266,89.1340383966201,376.26078397872044,True,115,682.1331511748883,742.3551981651583
115,2020-05-16,683,252,89.1340383966201,376.26078397872044,True,116,687.5391794146174,742.3551981651583
116,2020-05-17,695,258,89.1340383966201,376.26078397872044,True,117,692.5665027083248,742.3551981651583
117,2020-05-18,701,257,89.1340383966201,376.26078397872044,True,118,697.2361647119494,742.3551981651583
118,2020-05-19,707,239,89.1340383966201,376.26078397872044,True,119,701.5688830936388,742.3551981651583
119,2020-05-20,713,226,89.1340383966201,376.26078397872044,True,120,705.5849044695982,742.3551981651583
120,2020-05-21,721,224,89.1340383966201,376.26078397872044,True,121,709.3038876670006,742.3551981651583
121,2020-05-22,723,216,89.1340383966201,376.26078397872044,True,122,712.7448124489695,742.3551981651583
122,2020-05-23,728,207,89.1340383966201,376.26078397872044,True,123,715.9259108124775,742.3551981651583
123,2020-05-24,730,196,89.1340383966201,376.26078397872044,True,124,718.8646180345585,742.3551981651583
124,2020-05-25,731,193,89.1340383966201,376.26078397872044,True,125,721.5775407719004,742.3551981651583
125,2020-05-26,732,183,89.1340383966201,376.26078397872044,True,126,724.0804396935288,742.3551981651583
126,2020-05-27,735,166,89.1340383966201,376.26078397872044,True,127,726.3882243292243,742.3551981651583
127,2020-05-28,738,153,89.1340383966201,376.26078397872044,True,128,728.5149580341179,742.3551981651583
