,Report_Date,Swaziland_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
92,2020-04-23,31,116.66064722959155,260.4735046554224,False,93,45.9813971268708,520.9468761200953
93,2020-04-24,36,116.66064722959155,260.4735046554224,False,94,50.290234609121676,520.9468761200953
94,2020-04-25,56,116.66064722959155,260.4735046554224,False,95,54.95612698993934,520.9468761200953
95,2020-04-26,59,116.66064722959155,260.4735046554224,False,96,59.99973132934329,520.9468761200953
96,2020-04-27,65,116.66064722959155,260.4735046554224,False,97,65.4412090306446,520.9468761200953
97,2020-04-28,71,116.66064722959155,260.4735046554224,False,98,71.29984894456989,520.9468761200953
98,2020-04-29,91,116.66064722959155,260.4735046554224,False,99,77.59363912504269,520.9468761200953
99,2020-04-30,100,116.66064722959155,260.4735046554224,False,100,84.33878994033088,520.9468761200953
100,2020-05-01,106,116.66064722959155,260.4735046554224,False,101,91.54921408674034,520.9468761200953
101,2020-05-02,108,116.66064722959155,260.4735046554224,False,102,99.23597236887994,520.9468761200953
102,2020-05-03,112,116.66064722959155,260.4735046554224,False,103,107.40669779915649,520.9468761200953
103,2020-05-04,116,116.66064722959155,260.4735046554224,False,104,116.06501445860222,520.9468761200953
104,2020-05-05,119,116.66064722959155,260.4735046554224,False,105,125.20997140499526,520.9468761200953
105,2020-05-06,123,116.66064722959155,260.4735046554224,False,106,134.835515392864,520.9468761200953
106,2020-05-07,153,116.66064722959155,260.4735046554224,False,107,144.93002890365813,520.9468761200953
107,2020-05-08,159,116.66064722959155,260.4735046554224,False,108,155.47596156005062,520.9468761200953
108,2020-05-09,163,116.66064722959155,260.4735046554224,False,109,166.4495830101686,520.9468761200953
