,Report_Date,Cambodia_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
43,2020-03-05,1,60.5380134682867,61.571047426800426,True,44,5.083668854800355,123.1402673222701
44,2020-03-06,1,60.5380134682867,61.571047426800426,True,45,6.0957994493973855,123.1402673222701
45,2020-03-07,1,60.5380134682867,61.571047426800426,True,46,7.2969847367594225,123.1402673222701
46,2020-03-08,2,60.5380134682867,61.571047426800426,True,47,8.717236859348986,123.1402673222701
47,2020-03-09,2,60.5380134682867,61.571047426800426,True,48,10.389129727364482,123.1402673222701
48,2020-03-10,2,60.5380134682867,61.571047426800426,True,49,12.347077159569865,123.1402673222701
49,2020-03-11,3,60.5380134682867,61.571047426800426,True,50,14.626155857855194,123.1402673222701
50,2020-03-12,3,60.5380134682867,61.571047426800426,True,51,17.260380384037134,123.1402673222701
51,2020-03-13,5,60.5380134682867,61.571047426800426,True,52,20.280372313289995,123.1402673222701
52,2020-03-14,7,60.5380134682867,61.571047426800426,True,53,23.71043639631817,123.1402673222701
53,2020-03-15,7,60.5380134682867,61.571047426800426,True,54,27.56516878639362,123.1402673222701
54,2020-03-16,7,60.5380134682867,61.571047426800426,True,55,31.845871760091143,123.1402673222701
55,2020-03-17,33,60.5380134682867,61.571047426800426,True,56,36.53721421556604,123.1402673222701
56,2020-03-18,35,60.5380134682867,61.571047426800426,True,57,41.60471484067596,123.1402673222701
57,2020-03-19,37,60.5380134682867,61.571047426800426,True,58,46.99367615495024,123.1402673222701
58,2020-03-20,51,60.5380134682867,61.571047426800426,True,59,52.630104863818616,123.1402673222701
59,2020-03-21,53,60.5380134682867,61.571047426800426,True,60,58.42388925910801,123.1402673222701
60,2020-03-22,84,60.5380134682867,61.571047426800426,True,61,64.27409784192125,123.1402673222701
61,2020-03-23,87,60.5380134682867,61.571047426800426,True,62,70.07581147293828,123.1402673222701
62,2020-03-24,91,60.5380134682867,61.571047426800426,True,63,75.72754171226899,123.1402673222701
63,2020-03-25,96,60.5380134682867,61.571047426800426,True,64,81.13814417412956,123.1402673222701
64,2020-03-26,96,60.5380134682867,61.571047426800426,True,65,86.23225983325926,123.1402673222701
65,2020-03-27,99,60.5380134682867,61.571047426800426,True,66,90.95366420376453,123.1402673222701
66,2020-03-28,99,60.5380134682867,61.571047426800426,True,67,95.26635420800609,123.1402673222701
67,2020-03-29,103,60.5380134682867,61.571047426800426,True,68,99.15361671071616,123.1402673222701
68,2020-03-30,107,60.5380134682867,61.571047426800426,True,69,102.61560009947077,123.1402673222701
69,2020-03-31,109,60.5380134682867,61.571047426800426,True,70,105.66601573605902,123.1402673222701
70,2020-04-01,109,60.5380134682867,61.571047426800426,True,71,108.32855390075666,123.1402673222701
71,2020-04-02,110,60.5380134682867,61.571047426800426,True,72,110.6334656045038,123.1402673222701
72,2020-04-03,114,60.5380134682867,61.571047426800426,True,73,112.614597096427,123.1402673222701
73,2020-04-04,114,60.5380134682867,61.571047426800426,True,74,114.30701232675364,123.1402673222701
74,2020-04-05,114,60.5380134682867,61.571047426800426,True,75,115.74522324437426,123.1402673222701
75,2020-04-06,114,60.5380134682867,61.571047426800426,True,76,116.96197411058401,123.1402673222701
76,2020-04-07,115,60.5380134682867,61.571047426800426,True,77,117.98748862422069,123.1402673222701
77,2020-04-08,117,60.5380134682867,61.571047426800426,True,78,118.84907774004246,123.1402673222701
78,2020-04-09,119,60.5380134682867,61.571047426800426,True,79,119.57101160928075,123.1402673222701
79,2020-04-10,119,60.5380134682867,61.571047426800426,True,80,120.17457300683485,123.1402673222701
80,2020-04-11,120,60.5380134682867,61.571047426800426,True,81,120.678226368829,123.1402673222701
81,2020-04-12,122,60.5380134682867,61.571047426800426,True,82,121.09785282282525,123.1402673222701
82,2020-04-13,122,60.5380134682867,61.571047426800426,True,83,121.44701569279033,123.1402673222701
83,2020-04-14,122,60.5380134682867,61.571047426800426,True,84,121.73723232790535,123.1402673222701
84,2020-04-15,122,60.5380134682867,61.571047426800426,True,85,121.97823678422162,123.1402673222701
85,2020-04-16,122,60.5380134682867,61.571047426800426,True,86,122.17822422577018,123.1402673222701
86,2020-04-17,122,60.5380134682867,61.571047426800426,True,87,122.34407235318588,123.1402673222701
87,2020-04-18,122,60.5380134682867,61.571047426800426,True,88,122.48153815260659,123.1402673222701
88,2020-04-19,122,60.5380134682867,61.571047426800426,True,89,122.59543016802084,123.1402673222701
89,2020-04-20,122,60.5380134682867,61.571047426800426,True,90,122.68975764576072,123.1402673222701
90,2020-04-21,122,60.5380134682867,61.571047426800426,True,91,122.7678585185208,123.1402673222701
91,2020-04-22,122,60.5380134682867,61.571047426800426,True,92,122.83250846448271,123.1402673222701
92,2020-04-23,122,60.5380134682867,61.571047426800426,True,93,122.88601332147276,123.1402673222701
93,2020-04-24,122,60.5380134682867,61.571047426800426,True,94,122.93028704502684,123.1402673222701
94,2020-04-25,122,60.5380134682867,61.571047426800426,True,95,122.96691723290023,123.1402673222701
95,2020-04-26,122,60.5380134682867,61.571047426800426,True,96,122.99722003662352,123.1402673222701
96,2020-04-27,122,60.5380134682867,61.571047426800426,True,97,123.02228606847281,123.1402673222701
97,2020-04-28,122,60.5380134682867,61.571047426800426,True,98,123.04301870508003,123.1402673222701
98,2020-04-29,122,60.5380134682867,61.571047426800426,True,99,123.06016599559408,123.1402673222701
99,2020-04-30,122,60.5380134682867,61.571047426800426,True,100,123.07434720715474,123.1402673222701
100,2020-05-01,122,60.5380134682867,61.571047426800426,True,101,123.08607488503327,123.1402673222701
101,2020-05-02,122,60.5380134682867,61.571047426800426,True,102,123.0957731689759,123.1402673222701
102,2020-05-03,122,60.5380134682867,61.571047426800426,True,103,123.10379298994691,123.1402673222701
103,2020-05-04,122,60.5380134682867,61.571047426800426,True,104,123.1104246709731,123.1402673222701
104,2020-05-05,122,60.5380134682867,61.571047426800426,True,105,123.11590837031277,123.1402673222701
105,2020-05-06,122,60.5380134682867,61.571047426800426,True,106,123.12044273285656,123.1402673222701
106,2020-05-07,122,60.5380134682867,61.571047426800426,True,107,123.12419205474896,123.1402673222701
107,2020-05-08,122,60.5380134682867,61.571047426800426,True,108,123.12729221507833,123.1402673222701
108,2020-05-09,122,60.5380134682867,61.571047426800426,True,109,123.12985558567121,123.1402673222701
