,Report_Date,Canada_saskatchewan_cases,active_patients,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
58,2020-03-20,20,20,91.00229727598403,345.9422816939949,True,59,72.77337169943509,663.2933672622112
59,2020-03-21,26,26,91.00229727598403,345.9422816939949,True,60,77.24626727545005,663.2933672622112
60,2020-03-22,52,52,91.00229727598403,345.9422816939949,True,61,81.95768833196487,663.2933672622112
61,2020-03-23,66,66,91.00229727598403,345.9422816939949,True,62,86.91583390041347,663.2933672622112
62,2020-03-24,72,72,91.00229727598403,345.9422816939949,True,63,92.12862241877198,663.2933672622112
63,2020-03-25,72,72,91.00229727598403,345.9422816939949,True,64,97.60360870613214,663.2933672622112
64,2020-03-26,95,95,91.00229727598403,345.9422816939949,True,65,103.34789461812784,663.2933672622112
65,2020-03-27,95,95,91.00229727598403,345.9422816939949,True,66,109.36803381816829,663.2933672622112
66,2020-03-28,134,134,91.00229727598403,345.9422816939949,True,67,115.66993128817563,663.2933672622112
67,2020-03-29,156,156,91.00229727598403,345.9422816939949,True,68,122.25873840902345,663.2933672622112
68,2020-03-30,156,154,91.00229727598403,345.9422816939949,True,69,129.13874466177205,663.2933672622112
69,2020-03-31,184,182,91.00229727598403,345.9422816939949,True,70,136.31326723142584,663.2933672622112
70,2020-04-01,193,190,91.00229727598403,345.9422816939949,True,71,143.78454002918687,663.2933672622112
71,2020-04-02,206,203,91.00229727598403,345.9422816939949,True,72,151.55360387950842,663.2933672622112
72,2020-04-03,220,217,91.00229727598403,345.9422816939949,True,73,159.6201998357619,663.2933672622112
73,2020-04-04,220,217,91.00229727598403,345.9422816939949,True,74,167.98266778290073,663.2933672622112
74,2020-04-05,249,246,91.00229727598403,345.9422816939949,True,75,176.63785264610271,663.2933672622112
75,2020-04-06,249,246,91.00229727598403,345.9422816939949,True,76,185.58102063947044,663.2933672622112
76,2020-04-07,260,257,91.00229727598403,345.9422816939949,True,77,194.80578804693997,663.2933672622112
77,2020-04-08,260,257,91.00229727598403,345.9422816939949,True,78,204.30406501773902,663.2933672622112
78,2020-04-09,271,268,91.00229727598403,345.9422816939949,True,79,214.06601677161046,663.2933672622112
79,2020-04-10,285,282,91.00229727598403,345.9422816939949,True,80,224.08004443729612,663.2933672622112
80,2020-04-11,289,285,91.00229727598403,345.9422816939949,True,81,234.33278748714886,663.2933672622112
81,2020-04-12,298,294,91.00229727598403,345.9422816939949,True,82,244.80914938059408,663.2933672622112
82,2020-04-13,300,296,91.00229727598403,345.9422816939949,True,83,255.49234759309988,663.2933672622112
83,2020-04-14,300,296,91.00229727598403,345.9422816939949,True,84,266.3639886936151,663.2933672622112
84,2020-04-15,304,300,91.00229727598403,345.9422816939949,True,85,277.4041685550903,663.2933672622112
85,2020-04-16,305,301,91.00229727598403,345.9422816939949,True,86,288.59159715725883,663.2933672622112
86,2020-04-17,307,303,91.00229727598403,345.9422816939949,True,87,299.9037467898295,663.2933672622112
87,2020-04-18,313,309,91.00229727598403,345.9422816939949,True,88,311.31702181225836,663.2933672622112
88,2020-04-19,315,311,91.00229727598403,345.9422816939949,True,89,322.80694749981706,663.2933672622112
89,2020-04-20,316,312,91.00229727598403,345.9422816939949,True,90,334.34837493169124,663.2933672622112
90,2020-04-21,320,316,91.00229727598403,345.9422816939949,True,91,345.9156983811509,663.2933672622112
91,2020-04-22,326,322,91.00229727598403,345.9422816939949,True,92,357.4830812734847,663.2933672622112
92,2020-04-23,331,327,91.00229727598403,345.9422816939949,True,93,369.02468650319156,663.2933672622112
93,2020-04-24,341,337,91.00229727598403,345.9422816939949,True,94,380.5149067612181,663.2933672622112
94,2020-04-25,349,345,91.00229727598403,345.9422816939949,True,95,391.92859052270524,663.2933672622112
95,2020-04-26,353,349,91.00229727598403,345.9422816939949,True,96,403.2412594857793,663.2933672622112
96,2020-04-27,365,360,91.00229727598403,345.9422816939949,True,97,414.4293135255307,663.2933672622112
97,2020-04-28,366,361,91.00229727598403,345.9422816939949,True,98,425.470219621162,663.2933672622112
98,2020-04-29,383,377,91.00229727598403,345.9422816939949,True,99,436.3426817095662,663.2933672622112
99,2020-04-30,389,382,91.00229727598403,345.9422816939949,True,100,447.02678899227226,663.2933672622112
100,2020-05-01,415,408,91.00229727598403,345.9422816939949,True,101,457.504140848967,663.2933672622112
101,2020-05-02,421,414,91.00229727598403,345.9422816939949,True,102,467.75794716273805,663.2933672622112
102,2020-05-03,433,426,91.00229727598403,345.9422816939949,True,103,477.7731035132563,663.2933672622112
103,2020-05-04,467,460,91.00229727598403,345.9422816939949,True,104,487.53624131973646,663.2933672622112
104,2020-05-05,487,480,91.00229727598403,345.9422816939949,True,105,497.0357535941151,663.2933672622112
105,2020-05-06,512,505,91.00229727598403,345.9422816939949,True,106,506.2617974789103,663.2933672622112
106,2020-05-07,531,524,91.00229727598403,345.9422816939949,True,107,515.2062751806756,663.2933672622112
107,2020-05-08,544,537,91.00229727598403,345.9422816939949,True,108,523.8627952605104,663.2933672622112
108,2020-05-09,553,546,91.00229727598403,345.9422816939949,True,109,532.2266165041299,663.2933672622112
109,2020-05-10,564,557,91.00229727598403,345.9422816939949,True,110,540.2945767661166,663.2933672622112
110,2020-05-11,568,561,91.00229727598403,345.9422816939949,True,111,548.0650092704839,663.2933672622112
111,2020-05-12,573,566,91.00229727598403,345.9422816939949,True,112,555.5376488598126,663.2933672622112
112,2020-05-13,577,570,91.00229727598403,345.9422816939949,True,113,562.7135306274511,663.2933672622112
113,2020-05-14,582,575,91.00229727598403,345.9422816939949,True,114,569.5948832523999,663.2933672622112
114,2020-05-15,590,583,91.00229727598403,345.9422816939949,True,115,576.1850191960913,663.2933672622112
115,2020-05-16,591,584,91.00229727598403,345.9422816939949,True,116,582.4882237258257,663.2933672622112
116,2020-05-17,592,585,91.00229727598403,345.9422816939949,True,117,588.5096445122141,663.2933672622112
117,2020-05-18,592,585,91.00229727598403,345.9422816939949,True,118,594.2551833176655,663.2933672622112
118,2020-05-19,599,592,91.00229727598403,345.9422816939949,True,119,599.731391058721,663.2933672622112
119,2020-05-20,620,613,91.00229727598403,345.9422816939949,True,120,604.9453672943755,663.2933672622112
120,2020-05-21,622,615,91.00229727598403,345.9422816939949,True,121,609.9046649715622,663.2933672622112
121,2020-05-22,627,620,91.00229727598403,345.9422816939949,True,122,614.6172010524122,663.2933672622112
122,2020-05-23,630,623,91.00229727598403,345.9422816939949,True,123,619.091173459064,663.2933672622112
123,2020-05-24,632,625,91.00229727598403,345.9422816939949,True,124,623.3349846028557,663.2933672622112
124,2020-05-25,634,627,91.00229727598403,345.9422816939949,True,125,627.3571716167577,663.2933672622112
125,2020-05-26,634,626,91.00229727598403,345.9422816939949,True,126,631.166343283131,663.2933672622112
126,2020-05-27,637,627,91.00229727598403,345.9422816939949,True,127,634.7711235428173,663.2933672622112
127,2020-05-28,639,629,91.00229727598403,345.9422816939949,True,128,638.1801013851468,663.2933672622112
