,Report_Date,South Africa_cases,active_patients,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
44,2020-03-06,1,1,0.009322708958623948,1963.7307072511333,True,45,3927.4614145022665,3927.4614145022665
45,2020-03-07,1,1,0.009322708958623948,1963.7307072511333,True,46,3927.4614145022665,3927.4614145022665
46,2020-03-08,3,3,0.009322708958623948,1963.7307072511333,True,47,3927.4614145022665,3927.4614145022665
47,2020-03-09,3,3,0.009322708958623948,1963.7307072511333,True,48,3927.4614145022665,3927.4614145022665
48,2020-03-10,7,7,0.009322708958623948,1963.7307072511333,True,49,3927.4614145022665,3927.4614145022665
49,2020-03-11,13,13,0.009322708958623948,1963.7307072511333,True,50,3927.4614145022665,3927.4614145022665
50,2020-03-12,17,17,0.009322708958623948,1963.7307072511333,True,51,3927.4614145022665,3927.4614145022665
51,2020-03-13,24,24,0.009322708958623948,1963.7307072511333,True,52,3927.4614145022665,3927.4614145022665
52,2020-03-14,38,38,0.009322708958623948,1963.7307072511333,True,53,3927.4614145022665,3927.4614145022665
53,2020-03-15,51,51,0.009322708958623948,1963.7307072511333,True,54,3927.4614145022665,3927.4614145022665
54,2020-03-16,62,62,0.009322708958623948,1963.7307072511333,True,55,3927.4614145022665,3927.4614145022665
55,2020-03-17,62,62,0.009322708958623948,1963.7307072511333,True,56,3927.4614145022665,3927.4614145022665
56,2020-03-18,116,116,0.009322708958623948,1963.7307072511333,True,57,3927.4614145022665,3927.4614145022665
57,2020-03-19,150,150,0.009322708958623948,1963.7307072511333,True,58,3927.4614145022665,3927.4614145022665
58,2020-03-20,202,202,0.009322708958623948,1963.7307072511333,True,59,3927.4614145022665,3927.4614145022665
59,2020-03-21,240,240,0.009322708958623948,1963.7307072511333,True,60,3927.4614145022665,3927.4614145022665
60,2020-03-22,274,274,0.009322708958623948,1963.7307072511333,True,61,3927.4614145022665,3927.4614145022665
61,2020-03-23,402,402,0.009322708958623948,1963.7307072511333,True,62,3927.4614145022665,3927.4614145022665
62,2020-03-24,554,550,0.009322708958623948,1963.7307072511333,True,63,3927.4614145022665,3927.4614145022665
63,2020-03-25,709,697,0.009322708958623948,1963.7307072511333,True,64,3927.4614145022665,3927.4614145022665
64,2020-03-26,927,915,0.009322708958623948,1963.7307072511333,True,65,3927.4614145022665,3927.4614145022665
65,2020-03-27,1170,1138,0.009322708958623948,1963.7307072511333,True,66,3927.4614145022665,3927.4614145022665
66,2020-03-28,1187,1155,0.009322708958623948,1963.7307072511333,True,67,3927.4614145022665,3927.4614145022665
67,2020-03-29,1280,1247,0.009322708958623948,1963.7307072511333,True,68,3927.4614145022665,3927.4614145022665
68,2020-03-30,1326,1292,0.009322708958623948,1963.7307072511333,True,69,3927.4614145022665,3927.4614145022665
69,2020-03-31,1353,1317,0.009322708958623948,1963.7307072511333,True,70,3927.4614145022665,3927.4614145022665
70,2020-04-01,1380,1325,0.009322708958623948,1963.7307072511333,True,71,3927.4614145022665,3927.4614145022665
71,2020-04-02,1462,1407,0.009322708958623948,1963.7307072511333,True,72,3927.4614145022665,3927.4614145022665
72,2020-04-03,1505,1401,0.009322708958623948,1963.7307072511333,True,73,3927.4614145022665,3927.4614145022665
73,2020-04-04,1585,1481,0.009322708958623948,1963.7307072511333,True,74,3927.4614145022665,3927.4614145022665
74,2020-04-05,1655,1549,0.009322708958623948,1963.7307072511333,True,75,3927.4614145022665,3927.4614145022665
75,2020-04-06,1686,1579,0.009322708958623948,1963.7307072511333,True,76,3927.4614145022665,3927.4614145022665
76,2020-04-07,1749,1641,0.009322708958623948,1963.7307072511333,True,77,3927.4614145022665,3927.4614145022665
77,2020-04-08,1845,1732,0.009322708958623948,1963.7307072511333,True,78,3927.4614145022665,3927.4614145022665
78,2020-04-09,1934,1821,0.009322708958623948,1963.7307072511333,True,79,3927.4614145022665,3927.4614145022665
79,2020-04-10,2003,1569,0.009322708958623948,1963.7307072511333,True,80,3927.4614145022665,3927.4614145022665
80,2020-04-11,2028,1593,0.009322708958623948,1963.7307072511333,True,81,3927.4614145022665,3927.4614145022665
81,2020-04-12,2173,1738,0.009322708958623948,1963.7307072511333,True,82,3927.4614145022665,3927.4614145022665
82,2020-04-13,2272,1835,0.009322708958623948,1963.7307072511333,True,83,3927.4614145022665,3927.4614145022665
83,2020-04-14,2415,1978,0.009322708958623948,1963.7307072511333,True,84,3927.4614145022665,3927.4614145022665
84,2020-04-15,2506,2062,0.009322708958623948,1963.7307072511333,True,85,3927.4614145022665,3927.4614145022665
85,2020-04-16,2605,1654,0.009322708958623948,1963.7307072511333,True,86,3927.4614145022665,3927.4614145022665
86,2020-04-17,2783,1830,0.009322708958623948,1963.7307072511333,True,87,3927.4614145022665,3927.4614145022665
87,2020-04-18,3034,2079,0.009322708958623948,1963.7307072511333,True,88,3927.4614145022665,3927.4614145022665
88,2020-04-19,3158,2201,0.009322708958623948,1963.7307072511333,True,89,3927.4614145022665,3927.4614145022665
89,2020-04-20,3300,2187,0.009322708958623948,1963.7307072511333,True,90,3927.4614145022665,3927.4614145022665
90,2020-04-21,3465,2352,0.009322708958623948,1963.7307072511333,True,91,3927.4614145022665,3927.4614145022665
91,2020-04-22,3635,2515,0.009322708958623948,1963.7307072511333,True,92,3927.4614145022665,3927.4614145022665
92,2020-04-23,3953,2405,0.009322708958623948,1963.7307072511333,True,93,3927.4614145022665,3927.4614145022665
93,2020-04-24,4220,2668,0.009322708958623948,1963.7307072511333,True,94,3927.4614145022665,3927.4614145022665
94,2020-04-25,4361,2802,0.009322708958623948,1963.7307072511333,True,95,3927.4614145022665,3927.4614145022665
95,2020-04-26,4546,2986,0.009322708958623948,1963.7307072511333,True,96,3927.4614145022665,3927.4614145022665
96,2020-04-27,4793,3230,0.009322708958623948,1963.7307072511333,True,97,3927.4614145022665,3927.4614145022665
97,2020-04-28,4996,2830,0.009322708958623948,1963.7307072511333,True,98,3927.4614145022665,3927.4614145022665
98,2020-04-29,5350,3174,0.009322708958623948,1963.7307072511333,True,99,3927.4614145022665,3927.4614145022665
99,2020-04-30,5647,3471,0.009322708958623948,1963.7307072511333,True,100,3927.4614145022665,3927.4614145022665
100,2020-05-01,5951,3453,0.009322708958623948,1963.7307072511333,True,101,3927.4614145022665,3927.4614145022665
101,2020-05-02,6336,3664,0.009322708958623948,1963.7307072511333,True,102,3927.4614145022665,3927.4614145022665
102,2020-05-03,6783,4103,0.009322708958623948,1963.7307072511333,True,103,3927.4614145022665,3927.4614145022665
103,2020-05-04,7220,4336,0.009322708958623948,1963.7307072511333,True,104,3927.4614145022665,3927.4614145022665
104,2020-05-05,7572,4678,0.009322708958623948,1963.7307072511333,True,105,3927.4614145022665,3927.4614145022665
105,2020-05-06,7808,4502,0.009322708958623948,1963.7307072511333,True,106,3927.4614145022665,3927.4614145022665
106,2020-05-07,8232,4918,0.009322708958623948,1963.7307072511333,True,107,3927.4614145022665,3927.4614145022665
107,2020-05-08,8895,5564,0.009322708958623948,1963.7307072511333,True,108,3927.4614145022665,3927.4614145022665
108,2020-05-09,9420,5251,0.009322708958623948,1963.7307072511333,True,109,3927.4614145022665,3927.4614145022665
109,2020-05-10,10015,5648,0.009322708958623948,1963.7307072511333,True,110,3927.4614145022665,3927.4614145022665
110,2020-05-11,10652,6089,0.009322708958623948,1963.7307072511333,True,111,3927.4614145022665,3927.4614145022665
111,2020-05-12,11350,6787,0.009322708958623948,1963.7307072511333,True,112,3927.4614145022665,3927.4614145022665
112,2020-05-13,12074,7110,0.009322708958623948,1963.7307072511333,True,113,3927.4614145022665,3927.4614145022665
113,2020-05-14,12739,6825,0.009322708958623948,1963.7307072511333,True,114,3927.4614145022665,3927.4614145022665
114,2020-05-15,13524,7194,0.009322708958623948,1963.7307072511333,True,115,3927.4614145022665,3927.4614145022665
115,2020-05-16,14355,7616,0.009322708958623948,1963.7307072511333,True,116,3927.4614145022665,3927.4614145022665
116,2020-05-17,15515,8245,0.009322708958623948,1963.7307072511333,True,117,3927.4614145022665,3927.4614145022665
117,2020-05-18,16433,8849,0.009322708958623948,1963.7307072511333,True,118,3927.4614145022665,3927.4614145022665
118,2020-05-19,17200,8928,0.009322708958623948,1963.7307072511333,True,119,3927.4614145022665,3927.4614145022665
119,2020-05-20,18003,8714,0.009322708958623948,1963.7307072511333,True,120,3927.4614145022665,3927.4614145022665
120,2020-05-21,19137,9818,0.009322708958623948,1963.7307072511333,True,121,3927.4614145022665,3927.4614145022665
121,2020-05-22,20125,9624,0.009322708958623948,1963.7307072511333,True,122,3927.4614145022665,3927.4614145022665
122,2020-05-23,21343,10832,0.009322708958623948,1963.7307072511333,True,123,3927.4614145022665,3927.4614145022665
123,2020-05-24,22583,11054,0.009322708958623948,1963.7307072511333,True,124,3927.4614145022665,3927.4614145022665
124,2020-05-25,23615,11217,0.009322708958623948,1963.7307072511333,True,125,3927.4614145022665,3927.4614145022665
125,2020-05-26,24264,10999,0.009322708958623948,1963.7307072511333,True,126,3927.4614145022665,3927.4614145022665
126,2020-05-27,25937,11934,0.009322708958623948,1963.7307072511333,True,127,3927.4614145022665,3927.4614145022665
127,2020-05-28,27403,12456,0.009322708958623948,1963.7307072511333,True,128,3927.4614145022665,3927.4614145022665
