,Report_Date,Canada_ontario_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
32,2020-02-23,3,84.79040784629257,8980.604942807284,False,33,15.850345981676119,17961.209885614568
33,2020-02-24,4,84.79040784629257,8980.604942807284,False,34,18.15305785770244,17961.209885614568
34,2020-02-25,4,84.79040784629257,8980.604942807284,False,35,20.789916319584435,17961.209885614568
35,2020-02-26,4,84.79040784629257,8980.604942807284,False,36,23.809288646968998,17961.209885614568
36,2020-02-27,6,84.79040784629257,8980.604942807284,False,37,27.26650561767415,17961.209885614568
37,2020-02-28,6,84.79040784629257,8980.604942807284,False,38,31.224852340421855,17961.209885614568
38,2020-02-29,11,84.79040784629257,8980.604942807284,False,39,35.75669642010461,17961.209885614568
39,2020-03-01,15,84.79040784629257,8980.604942807284,False,40,40.944771344834145,17961.209885614568
40,2020-03-02,18,84.79040784629257,8980.604942807284,False,41,46.88363494914467,17961.209885614568
41,2020-03-03,20,84.79040784629257,8980.604942807284,False,42,53.68132486666144,17961.209885614568
42,2020-03-04,20,84.79040784629257,8980.604942807284,False,43,61.4612349953086,17961.209885614568
43,2020-03-05,22,84.79040784629257,8980.604942807284,False,44,70.36423909340775,17961.209885614568
44,2020-03-06,25,84.79040784629257,8980.604942807284,False,45,80.55108961070633,17961.209885614568
45,2020-03-07,28,84.79040784629257,8980.604942807284,False,46,92.20512160003388,17961.209885614568
46,2020-03-08,29,84.79040784629257,8980.604942807284,False,47,105.53529286718629,17961.209885614568
47,2020-03-09,34,84.79040784629257,8980.604942807284,False,48,120.77959214685487,17961.209885614568
48,2020-03-10,36,84.79040784629257,8980.604942807284,False,49,138.2088467046431,17961.209885614568
49,2020-03-11,41,84.79040784629257,8980.604942807284,False,50,158.13095891687058,17961.209885614568
50,2020-03-12,42,84.79040784629257,8980.604942807284,False,51,180.8955974964645,17961.209885614568
51,2020-03-13,74,84.79040784629257,8980.604942807284,False,52,206.89936237926352,17961.209885614568
52,2020-03-14,79,84.79040784629257,8980.604942807284,False,53,236.59143193224773,17961.209885614568
53,2020-03-15,104,84.79040784629257,8980.604942807284,False,54,270.47968594049746,17961.209885614568
54,2020-03-16,177,84.79040784629257,8980.604942807284,False,55,309.13727636639754,17961.209885614568
55,2020-03-17,185,84.79040784629257,8980.604942807284,False,56,353.20958847338017,17961.209885614568
56,2020-03-18,221,84.79040784629257,8980.604942807284,False,57,403.42149561555624,17961.209885614568
57,2020-03-19,257,84.79040784629257,8980.604942807284,False,58,460.58475962428514,17961.209885614568
58,2020-03-20,308,84.79040784629257,8980.604942807284,False,59,525.6053629349337,17961.209885614568
59,2020-03-21,377,84.79040784629257,8980.604942807284,False,60,599.4904760781299,17961.209885614568
60,2020-03-22,425,84.79040784629257,8980.604942807284,False,61,683.354662913433,17961.209885614568
61,2020-03-23,503,84.79040784629257,8980.604942807284,False,62,778.4248047882505,17961.209885614568
62,2020-03-24,588,84.79040784629257,8980.604942807284,False,63,886.0430838858314,17961.209885614568
63,2020-03-25,688,84.79040784629257,8980.604942807284,False,64,1007.6672079838864,17961.209885614568
64,2020-03-26,858,84.79040784629257,8980.604942807284,False,65,1144.8668898725196,17961.209885614568
65,2020-03-27,994,84.79040784629257,8980.604942807284,False,66,1299.3154260458634,17961.209885614568
66,2020-03-28,1144,84.79040784629257,8980.604942807284,False,67,1472.7750689884883,17961.209885614568
67,2020-03-29,1355,84.79040784629257,8980.604942807284,False,68,1667.0747817587014,17961.209885614568
68,2020-03-30,1706,84.79040784629257,8980.604942807284,False,69,1884.0789384132008,17961.209885614568
69,2020-03-31,1966,84.79040784629257,8980.604942807284,False,70,2125.645634352278,17961.209885614568
70,2020-04-01,2392,84.79040784629257,8980.604942807284,False,71,2393.5735495200347,17961.209885614568
71,2020-04-02,2793,84.79040784629257,8980.604942807284,False,72,2689.536819429583,17961.209885614568
72,2020-04-03,3255,84.79040784629257,8980.604942807284,False,73,3015.0081619636117,17961.209885614568
73,2020-04-04,3630,84.79040784629257,8980.604942807284,False,74,3371.1716084377276,17961.209885614568
74,2020-04-05,4354,84.79040784629257,8980.604942807284,False,75,3758.827582700639,17961.209885614568
