,Report_Date,Kyrgyzstan_cases,active_patients,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
92,2020-04-23,631,321,104.2226389760521,865.922044137701,True,93,551.1730538309928,1572.997181528434
93,2020-04-24,665,312,104.2226389760521,865.922044137701,True,94,576.9879434241461,1572.997181528434
94,2020-04-25,665,312,104.2226389760521,865.922044137701,True,95,603.3939969650368,1572.997181528434
95,2020-04-26,682,304,104.2226389760521,865.922044137701,True,96,630.3489133749537,1572.997181528434
96,2020-04-27,695,292,104.2226389760521,865.922044137701,True,97,657.80603961789,1572.997181528434
97,2020-04-28,708,284,104.2226389760521,865.922044137701,True,98,685.7146169770394,1572.997181528434
98,2020-04-29,729,284,104.2226389760521,865.922044137701,True,99,714.0200951899244,1572.997181528434
99,2020-04-30,746,276,104.2226389760521,865.922044137701,True,100,742.6645117443775,1572.997181528434
100,2020-05-01,756,244,104.2226389760521,865.922044137701,True,101,771.5869317978045,1572.997181528434
101,2020-05-02,769,234,104.2226389760521,865.922044137701,True,102,800.7239423908136,1572.997181528434
102,2020-05-03,795,221,104.2226389760521,865.922044137701,True,103,830.0101929613553,1572.997181528434
103,2020-05-04,830,245,104.2226389760521,865.922044137701,True,104,859.3789727032162,1572.997181528434
104,2020-05-05,843,232,104.2226389760521,865.922044137701,True,105,888.7628141223147,1572.997181528434
105,2020-05-06,871,245,104.2226389760521,865.922044137701,True,106,918.0941112839986,1572.997181528434
106,2020-05-07,895,246,104.2226389760521,865.922044137701,True,107,947.3057407571811,1572.997181528434
107,2020-05-08,906,244,104.2226389760521,865.922044137701,True,108,976.3316731713343,1572.997181528434
108,2020-05-09,931,261,104.2226389760521,865.922044137701,True,109,1005.1075636145454,1572.997181528434
109,2020-05-10,1002,315,104.2226389760521,865.922044137701,True,110,1033.5713097993375,1572.997181528434
110,2020-05-11,1016,316,104.2226389760521,865.922044137701,True,111,1061.6635679726749,1572.997181528434
111,2020-05-12,1037,316,104.2226389760521,865.922044137701,True,112,1089.328217895816,1572.997181528434
112,2020-05-13,1044,306,104.2226389760521,865.922044137701,True,113,1116.5127698034898,1572.997181528434
113,2020-05-14,1082,335,104.2226389760521,865.922044137701,True,114,1143.1687079965732,1572.997181528434
114,2020-05-15,1111,352,104.2226389760521,865.922044137701,True,115,1169.2517675502136,1572.997181528434
115,2020-05-16,1117,320,104.2226389760521,865.922044137701,True,116,1194.7221424531892,1572.997181528434
116,2020-05-17,1138,320,104.2226389760521,865.922044137701,True,117,1219.544625262148,1572.997181528434
117,2020-05-18,1216,375,104.2226389760521,865.922044137701,True,118,1243.6886799930076,1572.997181528434
118,2020-05-19,1243,331,104.2226389760521,865.922044137701,True,119,1267.1284514294255,1572.997181528434
119,2020-05-20,1270,346,104.2226389760521,865.922044137701,True,120,1289.842715266354,1572.997181528434
120,2020-05-21,1313,376,104.2226389760521,865.922044137701,True,121,1311.814774500566,1572.997181528434
121,2020-05-22,1350,397,104.2226389760521,865.922044137701,True,122,1333.0323082187886,1572.997181528434
122,2020-05-23,1365,394,104.2226389760521,865.922044137701,True,123,1353.487179419107,1572.997181528434
123,2020-05-24,1403,409,104.2226389760521,865.922044137701,True,124,1373.1752087451237,1572.997181528434
124,2020-05-25,1433,425,104.2226389760521,865.922044137701,True,125,1392.0959210358712,1572.997181528434
125,2020-05-26,1468,437,104.2226389760521,865.922044137701,True,126,1410.2522714252816,1572.997181528434
126,2020-05-27,1520,461,104.2226389760521,865.922044137701,True,127,1427.6503573944563,1572.997181528434
127,2020-05-28,1594,512,104.2226389760521,865.922044137701,True,128,1444.2991227215343,1572.997181528434
