,Report_Date,France_mayotte_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
97,2020-04-28,460,182.3511084892909,48291.88180101799,False,98,467.64897529554355,96583.76360203598
98,2020-04-29,460,182.3511084892909,48291.88180101799,False,99,497.96932995864177,96583.76360203598
99,2020-04-30,539,182.3511084892909,48291.88180101799,False,100,530.244681451144,96583.76360203598
100,2020-05-01,539,182.3511084892909,48291.88180101799,False,101,564.5996335088246,96583.76360203598
101,2020-05-02,539,182.3511084892909,48291.88180101799,False,102,601.1665377200218,96583.76360203598
102,2020-05-03,650,182.3511084892909,48291.88180101799,False,103,640.0859493195452,96583.76360203598
103,2020-05-04,686,182.3511084892909,48291.88180101799,False,104,681.5071062835696,96583.76360203598
104,2020-05-05,739,182.3511084892909,48291.88180101799,False,105,725.5884324252288,96583.76360203598
105,2020-05-06,739,182.3511084892909,48291.88180101799,False,106,772.4980651347071,96583.76360203598
106,2020-05-07,854,182.3511084892909,48291.88180101799,False,107,822.4144083361855,96583.76360203598
107,2020-05-08,854,182.3511084892909,48291.88180101799,False,108,875.5267111447027,96583.76360203598
108,2020-05-09,988,182.3511084892909,48291.88180101799,False,109,932.0356725963251,96583.76360203598
