,Report_Date,Armenia_cases,active_patients,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
21,2020-02-12,0,0,235.0707920973618,763703.8602228838,False,22,44.86279909479066,1527407.7204457675
22,2020-02-13,0,0,235.0707920973618,763703.8602228838,False,23,47.11464408371265,1527407.7204457675
23,2020-02-14,0,0,235.0707920973618,763703.8602228838,False,24,49.47951460126225,1527407.7204457675
24,2020-02-15,0,0,235.0707920973618,763703.8602228838,False,25,51.96308329439027,1527407.7204457675
25,2020-02-16,0,0,235.0707920973618,763703.8602228838,False,26,54.571307476185744,1527407.7204457675
26,2020-02-17,0,0,235.0707920973618,763703.8602228838,False,27,57.310443407070316,1527407.7204457675
27,2020-02-18,0,0,235.0707920973618,763703.8602228838,False,28,60.18706129204429,1527407.7204457675
28,2020-02-19,0,0,235.0707920973618,763703.8602228838,False,29,63.20806102984426,1527407.7204457675
29,2020-02-20,0,0,235.0707920973618,763703.8602228838,False,30,66.3806887516641,1527407.7204457675
30,2020-02-21,0,0,235.0707920973618,763703.8602228838,False,31,69.71255418897181,1527407.7204457675
31,2020-02-22,0,0,235.0707920973618,763703.8602228838,False,32,73.21164891192804,1527407.7204457675
32,2020-02-23,0,0,235.0707920973618,763703.8602228838,False,33,76.88636548198556,1527407.7204457675
33,2020-02-24,0,0,235.0707920973618,763703.8602228838,False,34,80.74551756442207,1527407.7204457675
34,2020-02-25,0,0,235.0707920973618,763703.8602228838,False,35,84.79836104884278,1527407.7204457675
35,2020-02-26,0,0,235.0707920973618,763703.8602228838,False,36,89.05461622808521,1527407.7204457675
36,2020-02-27,0,0,235.0707920973618,763703.8602228838,False,37,93.52449108847199,1527407.7204457675
37,2020-02-28,0,0,235.0707920973618,763703.8602228838,False,38,98.21870576699826,1527407.7204457675
38,2020-02-29,0,0,235.0707920973618,763703.8602228838,False,39,103.1485182338086,1527407.7204457675
39,2020-03-01,1,1,235.0707920973618,763703.8602228838,False,40,108.32575126122576,1527407.7204457675
40,2020-03-02,1,1,235.0707920973618,763703.8602228838,False,41,113.76282074364362,1527407.7204457675
41,2020-03-03,1,1,235.0707920973618,763703.8602228838,False,42,119.47276543579717,1527407.7204457675
42,2020-03-04,1,1,235.0707920973618,763703.8602228838,False,43,125.46927818028128,1527407.7204457675
43,2020-03-05,1,1,235.0707920973618,763703.8602228838,False,44,131.76673869871368,1527407.7204457675
44,2020-03-06,1,1,235.0707920973618,763703.8602228838,False,45,138.38024802463613,1527407.7204457675
45,2020-03-07,1,1,235.0707920973618,763703.8602228838,False,46,145.32566466012491,1527407.7204457675
46,2020-03-08,1,1,235.0707920973618,763703.8602228838,False,47,152.6196425421545,1527407.7204457675
47,2020-03-09,1,1,235.0707920973618,763703.8602228838,False,48,160.27967090902584,1527407.7204457675
48,2020-03-10,1,1,235.0707920973618,763703.8602228838,False,49,168.32411616164936,1527407.7204457675
49,2020-03-11,1,1,235.0707920973618,763703.8602228838,False,50,176.7722658191731,1527407.7204457675
50,2020-03-12,4,4,235.0707920973618,763703.8602228838,False,51,185.64437467337126,1527407.7204457675
51,2020-03-13,8,8,235.0707920973618,763703.8602228838,False,52,194.96171325137854,1527407.7204457675
52,2020-03-14,18,18,235.0707920973618,763703.8602228838,False,53,204.7466187017749,1527407.7204457675
53,2020-03-15,26,26,235.0707920973618,763703.8602228838,False,54,215.02254822471096,1527407.7204457675
54,2020-03-16,52,52,235.0707920973618,763703.8602228838,False,55,225.81413517272082,1527407.7204457675
55,2020-03-17,78,77,235.0707920973618,763703.8602228838,False,56,237.14724795512322,1527407.7204457675
56,2020-03-18,84,83,235.0707920973618,763703.8602228838,False,57,249.04905188546047,1527407.7204457675
57,2020-03-19,115,114,235.0707920973618,763703.8602228838,False,58,261.54807411829273,1527407.7204457675
58,2020-03-20,136,135,235.0707920973618,763703.8602228838,False,59,274.6742718288692,1527407.7204457675
59,2020-03-21,160,159,235.0707920973618,763703.8602228838,False,60,288.4591037967385,1527407.7204457675
60,2020-03-22,194,192,235.0707920973618,763703.8602228838,False,61,302.9356055622749,1527407.7204457675
61,2020-03-23,235,233,235.0707920973618,763703.8602228838,False,62,318.1384683333794,1527407.7204457675
62,2020-03-24,249,235,235.0707920973618,763703.8602228838,False,63,334.1041218283044,1527407.7204457675
63,2020-03-25,265,249,235.0707920973618,763703.8602228838,False,64,350.87082124964326,1527407.7204457675
64,2020-03-26,290,271,235.0707920973618,763703.8602228838,False,65,368.4787385940588,1527407.7204457675
65,2020-03-27,329,300,235.0707920973618,763703.8602228838,False,66,386.9700585123082,1527407.7204457675
66,2020-03-28,407,376,235.0707920973618,763703.8602228838,False,67,406.3890789445727,1527407.7204457675
67,2020-03-29,424,391,235.0707920973618,763703.8602228838,False,68,426.7823167670476,1527407.7204457675
68,2020-03-30,482,449,235.0707920973618,763703.8602228838,False,69,448.19861869720864,1527407.7204457675
69,2020-03-31,532,499,235.0707920973618,763703.8602228838,False,70,470.68927771716733,1527407.7204457675
70,2020-04-01,571,536,235.0707920973618,763703.8602228838,False,71,494.3081552870764,1527407.7204457675
71,2020-04-02,663,623,235.0707920973618,763703.8602228838,False,72,519.1118096336938,1527407.7204457675
72,2020-04-03,736,686,235.0707920973618,763703.8602228838,False,73,545.1596304129463,1527407.7204457675
73,2020-04-04,770,720,235.0707920973618,763703.8602228838,False,74,572.5139800597183,1527407.7204457675
74,2020-04-05,822,758,235.0707920973618,763703.8602228838,False,75,601.2403421531133,1527407.7204457675
75,2020-04-06,833,763,235.0707920973618,763703.8602228838,False,76,631.4074771411678,1527407.7204457675
76,2020-04-07,853,758,235.0707920973618,763703.8602228838,False,77,663.0875857854116,1527407.7204457675
77,2020-04-08,881,758,235.0707920973618,763703.8602228838,False,78,696.3564807028392,1527407.7204457675
78,2020-04-09,921,773,235.0707920973618,763703.8602228838,False,79,731.2937664007992,1527407.7204457675
79,2020-04-10,937,776,235.0707920973618,763703.8602228838,False,80,767.9830282190297,1527407.7204457675
80,2020-04-11,967,781,235.0707920973618,763703.8602228838,False,81,806.512030612626,1527407.7204457675
81,2020-04-12,1013,803,235.0707920973618,763703.8602228838,False,82,846.9729252301455,1527407.7204457675
82,2020-04-13,1039,814,235.0707920973618,763703.8602228838,False,83,889.4624692623456,1527407.7204457675
83,2020-04-14,1067,786,235.0707920973618,763703.8602228838,False,84,934.0822545592603,1527407.7204457675
84,2020-04-15,1111,797,235.0707920973618,763703.8602228838,False,85,980.9389480364947,1527407.7204457675
85,2020-04-16,1159,783,235.0707920973618,763703.8602228838,False,86,1030.1445439157399,1527407.7204457675
86,2020-04-17,1201,780,235.0707920973618,763703.8602228838,False,87,1081.8166283696553,1527407.7204457675
87,2020-04-18,1248,705,235.0707920973618,763703.8602228838,False,88,1136.0786571674603,1527407.7204457675
88,2020-04-19,1291,726,235.0707920973618,763703.8602228838,False,89,1193.0602469447927,1527407.7204457675
89,2020-04-20,1339,737,235.0707920973618,763703.8602228838,False,90,1252.8974807497727,1527407.7204457675
90,2020-04-21,1401,768,235.0707920973618,763703.8602228838,False,91,1315.733228546638,1527407.7204457675
91,2020-04-22,1473,816,235.0707920973618,763703.8602228838,False,92,1381.7174833889403,1527407.7204457675
92,2020-04-23,1523,840,235.0707920973618,763703.8602228838,False,93,1451.0077140060798,1527407.7204457675
93,2020-04-24,1596,841,235.0707920973618,763703.8602228838,False,94,1523.7692345799262,1527407.7204457675
94,2020-04-25,1677,846,235.0707920973618,763703.8602228838,False,95,1600.1755925224463,1527407.7204457675
95,2020-04-26,1746,885,235.0707920973618,763703.8602228838,False,96,1680.408975100719,1527407.7204457675
96,2020-04-27,1808,931,235.0707920973618,763703.8602228838,False,97,1764.6606357923383,1527407.7204457675
97,2020-04-28,1867,971,235.0707920973618,763703.8602228838,False,98,1853.131341292146,1527407.7204457675
98,2020-04-29,1932,1002,235.0707920973618,763703.8602228838,False,99,1946.031840130397,1527407.7204457675
99,2020-04-30,2066,1105,235.0707920973618,763703.8602228838,False,100,2043.583353902883,1527407.7204457675
100,2020-05-01,2148,1138,235.0707920973618,763703.8602228838,False,101,2146.0180921552287,1527407.7204457675
101,2020-05-02,2273,1230,235.0707920973618,763703.8602228838,False,102,2253.579792006434,1527407.7204457675
102,2020-05-03,2386,1316,235.0707920973618,763703.8602228838,False,103,2366.524283640907,1527407.7204457675
103,2020-05-04,2507,1397,235.0707920973618,763703.8602228838,False,104,2485.1200828434585,1527407.7204457675
104,2020-05-05,2619,1468,235.0707920973618,763703.8602228838,False,105,2609.6490117981693,1527407.7204457675
105,2020-05-06,2782,1607,235.0707920973618,763703.8602228838,False,106,2740.4068494195153,1527407.7204457675
106,2020-05-07,2884,1657,235.0707920973618,763703.8602228838,False,107,2877.704012532647,1527407.7204457675
107,2020-05-08,3029,1768,235.0707920973618,763703.8602228838,False,108,3021.8662692690505,1527407.7204457675
108,2020-05-09,3175,1864,235.0707920973618,763703.8602228838,False,109,3173.235486094166,1527407.7204457675
109,2020-05-10,3313,1943,235.0707920973618,763703.8602228838,False,110,3332.170409934302,1527407.7204457675
110,2020-05-11,3392,1987,235.0707920973618,763703.8602228838,False,111,3499.0474869217574,1527407.7204457675
111,2020-05-12,3538,2061,235.0707920973618,763703.8602228838,False,112,3674.261719328835,1527407.7204457675
112,2020-05-13,3718,2170,235.0707920973618,763703.8602228838,False,113,3858.227562313498,1527407.7204457675
113,2020-05-14,3860,2239,235.0707920973618,763703.8602228838,False,114,4051.379862151327,1527407.7204457675
114,2020-05-15,4044,2326,235.0707920973618,763703.8602228838,False,115,4254.174837680253,1527407.7204457675
115,2020-05-16,4283,2437,235.0707920973618,763703.8602228838,False,116,4467.091106735491,1527407.7204457675
116,2020-05-17,4472,2487,235.0707920973618,763703.8602228838,False,117,4690.630759402339,1527407.7204457675
117,2020-05-18,4823,2743,235.0707920973618,763703.8602228838,False,118,4925.320479963373,1527407.7204457675
118,2020-05-19,5041,2813,235.0707920973618,763703.8602228838,False,119,5171.712719463628,1527407.7204457675
119,2020-05-20,5271,2785,235.0707920973618,763703.8602228838,False,120,5430.386920862324,1527407.7204457675
120,2020-05-21,5606,2955,235.0707920973618,763703.8602228838,False,121,5701.95079878174,1527407.7204457675
121,2020-05-22,5928,2980,235.0707920973618,763703.8602228838,False,122,5987.041675902698,1527407.7204457675
122,2020-05-23,6302,3289,235.0707920973618,763703.8602228838,False,123,6286.327878090739,1527407.7204457675
123,2020-05-24,6661,3516,235.0707920973618,763703.8602228838,False,124,6600.510190366988,1527407.7204457675
124,2020-05-25,7113,3881,235.0707920973618,763703.8602228838,False,125,6930.323375861928,1527407.7204457675
125,2020-05-26,7402,4091,235.0707920973618,763703.8602228838,False,126,7276.53775990796,1527407.7204457675
126,2020-05-27,7774,4421,235.0707920973618,763703.8602228838,False,127,7639.960881436467,1527407.7204457675
127,2020-05-28,8216,4816,235.0707920973618,763703.8602228838,False,128,8021.4392138465,1527407.7204457675
