,Report_Date,Yemen_cases,active_patients,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
101,2020-05-02,10,7,140.6894561726332,497.2261427505391,False,102,42.04611640815858,994.4522855009336
102,2020-05-03,10,7,140.6894561726332,497.2261427505391,False,103,45.416257082390615,994.4522855009336
103,2020-05-04,12,9,140.6894561726332,497.2261427505391,False,104,49.04261628644385,994.4522855009336
104,2020-05-05,22,17,140.6894561726332,497.2261427505391,False,105,52.94237705888457,994.4522855009336
105,2020-05-06,25,19,140.6894561726332,497.2261427505391,False,106,57.133498063450496,994.4522855009336
106,2020-05-07,25,19,140.6894561726332,497.2261427505391,False,107,61.63468436125874,994.4522855009336
107,2020-05-08,34,26,140.6894561726332,497.2261427505391,False,108,66.46534447994748,994.4522855009336
108,2020-05-09,34,26,140.6894561726332,497.2261427505391,False,109,71.64553180941279,994.4522855009336
109,2020-05-10,51,42,140.6894561726332,497.2261427505391,False,110,77.19586826647864,994.4522855009336
110,2020-05-11,56,46,140.6894561726332,497.2261427505391,False,111,83.13744812293363,994.4522855009336
111,2020-05-12,65,54,140.6894561726332,497.2261427505391,False,112,89.49171989606685,994.4522855009336
112,2020-05-13,70,57,140.6894561726332,497.2261427505391,False,113,96.28034427301705,994.4522855009336
113,2020-05-14,85,72,140.6894561726332,497.2261427505391,False,114,103.52502619616574,994.4522855009336
114,2020-05-15,106,90,140.6894561726332,497.2261427505391,False,115,111.2473194936283,994.4522855009336
115,2020-05-16,122,103,140.6894561726332,497.2261427505391,False,116,119.46840281392087,994.4522855009336
116,2020-05-17,128,107,140.6894561726332,497.2261427505391,False,117,128.20882613348564,994.4522855009336
117,2020-05-18,130,109,140.6894561726332,497.2261427505391,False,118,137.48822776406385,994.4522855009336
118,2020-05-19,167,134,140.6894561726332,497.2261427505391,False,119,147.32502260400736,994.4522855009336
119,2020-05-20,184,149,140.6894561726332,497.2261427505391,False,120,157.73606335767317,994.4522855009336
120,2020-05-21,197,159,140.6894561726332,497.2261427505391,False,121,168.7362775859638,994.4522855009336
121,2020-05-22,209,165,140.6894561726332,497.2261427505391,False,122,180.33828473427545,994.4522855009336
122,2020-05-23,212,162,140.6894561726332,497.2261427505391,False,123,192.55199868424853,994.4522855009336
123,2020-05-24,222,170,140.6894561726332,497.2261427505391,False,124,205.3842228508779,994.4522855009336
124,2020-05-25,233,179,140.6894561726332,497.2261427505391,False,125,218.83824633901298,994.4522855009336
125,2020-05-26,249,190,140.6894561726332,497.2261427505391,False,126,232.91345110952125,994.4522855009336
126,2020-05-27,256,193,140.6894561726332,497.2261427505391,False,127,247.60494139722164,994.4522855009336
127,2020-05-28,278,210,140.6894561726332,497.2261427505391,False,128,262.903207670398,994.4522855009336
