,Report_Date,Turkey_cases,active_patients,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
86,2020-04-17,78546,68146,87.70095958023103,76809.26858323214,True,87,73662.7857631791,153191.40908251834
87,2020-04-18,82329,69986,87.70095958023103,76809.26858323214,True,88,78152.22256791516,153191.40908251834
88,2020-04-19,86306,72313,87.70095958023103,76809.26858323214,True,89,82632.49941709627,153191.40908251834
89,2020-04-20,90980,75410,87.70095958023103,76809.26858323214,True,90,87073.2729411768,153191.40908251834
90,2020-04-21,95591,78414,87.70095958023103,76809.26858323214,True,91,91445.2632276828,153191.40908251834
91,2020-04-22,98674,79821,87.70095958023103,76809.26858323214,True,92,95721.00848749065,153191.40908251834
92,2020-04-23,101790,80808,87.70095958023103,76809.26858323214,True,93,99875.51933538068,153191.40908251834
93,2020-04-24,104912,80575,87.70095958023103,76809.26858323214,True,94,103886.80181374137,153191.40908251834
94,2020-04-25,107773,79485,87.70095958023103,76809.26858323214,True,95,107736.22987464539,153191.40908251834
95,2020-04-26,110130,78185,87.70095958023103,76809.26858323214,True,96,111408.76037553049,153191.40908251834
96,2020-04-27,112261,75570,87.70095958023103,76809.26858323214,True,97,114892.9952829059,153191.40908251834
97,2020-04-28,114653,72852,87.70095958023103,76809.26858323214,True,98,118181.1055410731,153191.40908251834
98,2020-04-29,117589,70468,87.70095958023103,76809.26858323214,True,99,121268.63819268227,153191.40908251834
99,2020-04-30,120204,68144,87.70095958023103,76809.26858323214,True,100,124154.232540262,153191.40908251834
100,2020-05-01,122392,65326,87.70095958023103,76809.26858323214,True,101,126839.27253259465,153191.40908251834
101,2020-05-02,124375,62780,87.70095958023103,76809.26858323214,True,102,129327.50157529225,153191.40908251834
102,2020-05-03,126045,59497,87.70095958023103,76809.26858323214,True,103,131624.62320673908,153191.40908251834
103,2020-05-04,127659,56032,87.70095958023103,76809.26858323214,True,104,133737.90720616042,153191.40908251834
104,2020-05-05,129491,52686,87.70095958023103,76809.26858323214,True,105,135675.8163205201,153191.40908251834
105,2020-05-06,131744,49958,87.70095958023103,76809.26858323214,True,106,137447.66441171695,153191.40908251834
106,2020-05-07,133721,47096,87.70095958023103,76809.26858323214,True,107,139063.31279727226,153191.40908251834
107,2020-05-08,135569,45484,87.70095958023103,76809.26858323214,True,108,140532.90810986314,153191.40908251834
108,2020-05-09,137115,43896,87.70095958023103,76809.26858323214,True,109,141866.66223672946,153191.40908251834
109,2020-05-10,138657,42180,87.70095958023103,76809.26858323214,True,110,143074.67282929012,153191.40908251834
110,2020-05-11,139771,40150,87.70095958023103,76809.26858323214,True,111,144166.78144289032,153191.40908251834
111,2020-05-12,141475,38692,87.70095958023103,76809.26858323214,True,112,145152.4654862506,153191.40908251834
112,2020-05-13,143114,37447,87.70095958023103,76809.26858323214,True,113,146040.7597240966,153191.40908251834
113,2020-05-14,144749,36712,87.70095958023103,76809.26858323214,True,114,146840.20297849126,153191.40908251834
114,2020-05-15,146457,36269,87.70095958023103,76809.26858323214,True,115,147558.80581778017,153191.40908251834
115,2020-05-16,148067,35834,87.70095958023103,76809.26858323214,True,116,148204.03532444924,153191.40908251834
116,2020-05-17,149435,35333,87.70095958023103,76809.26858323214,True,117,148782.81342845637,153191.40908251834
117,2020-05-18,150593,34845,87.70095958023103,76809.26858323214,True,118,149301.52573037427,153191.40908251834
118,2020-05-19,151615,34521,87.70095958023103,76809.26858323214,True,119,149766.0381826601,153191.40908251834
119,2020-05-20,152587,34378,87.70095958023103,76809.26858323214,True,120,150181.71942298472,153191.40908251834
120,2020-05-21,153548,34309,87.70095958023103,76809.26858323214,True,121,150553.46694554822,153191.40908251834
121,2020-05-22,154500,34113,87.70095958023103,76809.26858323214,True,122,150885.73564646477,153191.40908251834
122,2020-05-23,155686,33776,87.70095958023103,76809.26858323214,True,123,151182.56758447707,153191.40908251834
123,2020-05-24,156827,33793,87.70095958023103,76809.26858323214,True,124,151447.62205878473,153191.40908251834
124,2020-05-25,157814,33430,87.70095958023103,76809.26858323214,True,125,151684.20532418974,153191.40908251834
125,2020-05-26,158762,32858,87.70095958023103,76809.26858323214,True,126,151895.299443891,153191.40908251834
126,2020-05-27,159797,32573,87.70095958023103,76809.26858323214,True,127,152083.58992653305,153191.40908251834
127,2020-05-28,160979,32149,87.70095958023103,76809.26858323214,True,128,152251.49191109143,153191.40908251834
