,Report_Date,Montenegro_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
79,2020-04-10,255,73.72757227245964,173.13665978253363,True,80,251.741800490284,340.64245090702576
80,2020-04-11,263,73.72757227245964,173.13665978253363,True,81,262.0858225470654,340.64245090702576
81,2020-04-12,272,73.72757227245964,173.13665978253363,True,82,271.6335560713653,340.64245090702576
82,2020-04-13,274,73.72757227245964,173.13665978253363,True,83,280.3707552997284,340.64245090702576
83,2020-04-14,283,73.72757227245964,173.13665978253363,True,84,288.30346286634125,340.64245090702576
84,2020-04-15,288,73.72757227245964,173.13665978253363,True,85,295.4543831481355,340.64245090702576
85,2020-04-16,303,73.72757227245964,173.13665978253363,True,86,301.8590876789091,340.64245090702576
86,2020-04-17,303,73.72757227245964,173.13665978253363,True,87,307.56236674416766,340.64245090702576
87,2020-04-18,307,73.72757227245964,173.13665978253363,True,88,312.61494288455043,340.64245090702576
88,2020-04-19,308,73.72757227245964,173.13665978253363,True,89,317.0706692095869,340.64245090702576
89,2020-04-20,312,73.72757227245964,173.13665978253363,True,90,320.9842587629271,340.64245090702576
