,Report_Date,South Sudan_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
64,2020-03-26,0,124.52848533816872,150.8397126754964,False,65,3.2117054782071373,283.79542151029165
65,2020-03-27,0,124.52848533816872,150.8397126754964,False,66,3.4628418200712745,283.79542151029165
66,2020-03-28,0,124.52848533816872,150.8397126754964,False,67,3.733369902905196,283.79542151029165
67,2020-03-29,0,124.52848533816872,150.8397126754964,False,68,4.0247472571235585,283.79542151029165
68,2020-03-30,0,124.52848533816872,150.8397126754964,False,69,4.338534520956592,283.79542151029165
69,2020-03-31,0,124.52848533816872,150.8397126754964,False,70,4.676401686981203,283.79542151029165
70,2020-04-01,0,124.52848533816872,150.8397126754964,False,71,5.040134552129321,283.79542151029165
71,2020-04-02,0,124.52848533816872,150.8397126754964,False,72,5.431641345177328,283.79542151029165
72,2020-04-03,0,124.52848533816872,150.8397126754964,False,73,5.852959498103976,283.79542151029165
73,2020-04-04,0,124.52848533816872,150.8397126754964,False,74,6.306262518886407,283.79542151029165
74,2020-04-05,1,124.52848533816872,150.8397126754964,False,75,6.793866913160278,283.79542151029165
75,2020-04-06,1,124.52848533816872,150.8397126754964,False,76,7.318239090576657,283.79542151029165
76,2020-04-07,2,124.52848533816872,150.8397126754964,False,77,7.882002178523963,283.79542151029165
77,2020-04-08,2,124.52848533816872,150.8397126754964,False,78,8.487942651036574,283.79542151029165
78,2020-04-09,3,124.52848533816872,150.8397126754964,False,79,9.139016664086139,283.79542151029165
79,2020-04-10,4,124.52848533816872,150.8397126754964,False,80,9.838355969975991,283.79542151029165
80,2020-04-11,4,124.52848533816872,150.8397126754964,False,81,10.589273263196146,283.79542151029165
81,2020-04-12,4,124.52848533816872,150.8397126754964,False,82,11.395266787858345,283.79542151029165
82,2020-04-13,4,124.52848533816872,150.8397126754964,False,83,12.260024012792172,283.79542151029165
83,2020-04-14,4,124.52848533816872,150.8397126754964,False,84,13.18742415470127,283.79542151029165
84,2020-04-15,4,124.52848533816872,150.8397126754964,False,85,14.181539302713903,283.79542151029165
85,2020-04-16,4,124.52848533816872,150.8397126754964,False,86,15.246633869600283,283.79542151029165
86,2020-04-17,4,124.52848533816872,150.8397126754964,False,87,16.38716206641088,283.79542151029165
87,2020-04-18,4,124.52848533816872,150.8397126754964,False,88,17.607763069034355,283.79542151029165
88,2020-04-19,4,124.52848533816872,150.8397126754964,False,89,18.91325351811227,283.79542151029165
89,2020-04-20,4,124.52848533816872,150.8397126754964,False,90,20.30861696904626,283.79542151029165
90,2020-04-21,4,124.52848533816872,150.8397126754964,False,91,21.79898988792258,283.79542151029165
91,2020-04-22,4,124.52848533816872,150.8397126754964,False,92,23.389643773770295,283.79542151029165
92,2020-04-23,5,124.52848533816872,150.8397126754964,False,93,25.085962979668647,283.79542151029165
93,2020-04-24,5,124.52848533816872,150.8397126754964,False,94,26.893417807119317,283.79542151029165
94,2020-04-25,5,124.52848533816872,150.8397126754964,False,95,28.81753246236393,283.79542151029165
95,2020-04-26,6,124.52848533816872,150.8397126754964,False,96,30.86384749273836,283.79542151029165
96,2020-04-27,6,124.52848533816872,150.8397126754964,False,97,33.0378763686439,283.79542151029165
97,2020-04-28,34,124.52848533816872,150.8397126754964,False,98,35.34505594523964,283.79542151029165
98,2020-04-29,34,124.52848533816872,150.8397126754964,False,99,37.79069063035459,283.79542151029165
99,2020-04-30,35,124.52848533816872,150.8397126754964,False,100,40.37989020389369,283.79542151029165
100,2020-05-01,45,124.52848533816872,150.8397126754964,False,101,43.11750138109686,283.79542151029165
101,2020-05-02,45,124.52848533816872,150.8397126754964,False,102,46.00803338847037,283.79542151029165
102,2020-05-03,46,124.52848533816872,150.8397126754964,False,103,49.05557802690413,283.79542151029165
103,2020-05-04,46,124.52848533816872,150.8397126754964,False,104,52.263724929730344,283.79542151029165
104,2020-05-05,52,124.52848533816872,150.8397126754964,False,105,55.63547298067808,283.79542151029165
105,2020-05-06,58,124.52848533816872,150.8397126754964,False,106,59.17313913203019,283.79542151029165
106,2020-05-07,74,124.52848533816872,150.8397126754964,False,107,62.87826614853295,283.79542151029165
107,2020-05-08,120,124.52848533816872,150.8397126754964,False,108,66.75153108690934,283.79542151029165
108,2020-05-09,120,124.52848533816872,150.8397126754964,False,109,70.79265659081794,283.79542151029165
