,Report_Date,Canada_newfoundland and labrador_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
41,2020-03-03,0,78.72464529769236,297.29258125332046,False,42,3.878944859286182,594.5851625066255
42,2020-03-04,0,78.72464529769236,297.29258125332046,False,43,4.443563084611786,594.5851625066255
43,2020-03-05,0,78.72464529769236,297.29258125332046,False,44,5.089658864427103,594.5851625066255
44,2020-03-06,0,78.72464529769236,297.29258125332046,False,45,5.828769357488906,594.5851625066255
45,2020-03-07,0,78.72464529769236,297.29258125332046,False,46,6.673996892100935,594.5851625066255
46,2020-03-08,0,78.72464529769236,297.29258125332046,False,47,7.64020001522917,594.5851625066255
47,2020-03-09,0,78.72464529769236,297.29258125332046,False,48,8.744201148834023,594.5851625066255
48,2020-03-10,0,78.72464529769236,297.29258125332046,False,49,10.005010040365192,594.5851625066255
49,2020-03-11,0,78.72464529769236,297.29258125332046,False,50,11.444061216500103,594.5851625066255
50,2020-03-12,0,78.72464529769236,297.29258125332046,False,51,13.085462333670577,594.5851625066255
51,2020-03-13,0,78.72464529769236,297.29258125332046,False,52,14.956248588711507,594.5851625066255
52,2020-03-14,0,78.72464529769236,297.29258125332046,False,53,17.08663612496516,594.5851625066255
53,2020-03-15,1,78.72464529769236,297.29258125332046,False,54,19.51026455982931,594.5851625066255
54,2020-03-16,1,78.72464529769236,297.29258125332046,False,55,22.264415294880035,594.5851625066255
55,2020-03-17,3,78.72464529769236,297.29258125332046,False,56,25.390188100126835,594.5851625066255
56,2020-03-18,3,78.72464529769236,297.29258125332046,False,57,28.932613588555615,594.5851625066255
57,2020-03-19,3,78.72464529769236,297.29258125332046,False,58,32.94067369524539,594.5851625066255
58,2020-03-20,4,78.72464529769236,297.29258125332046,False,59,37.46719634964312,594.5851625066255
59,2020-03-21,6,78.72464529769236,297.29258125332046,False,60,42.56858455880897,594.5851625066255
60,2020-03-22,9,78.72464529769236,297.29258125332046,False,61,48.304334718272294,594.5851625066255
61,2020-03-23,24,78.72464529769236,297.29258125332046,False,62,54.736295045038574,594.5851625066255
62,2020-03-24,35,78.72464529769236,297.29258125332046,False,63,61.92761383199419,594.5851625066255
63,2020-03-25,35,78.72464529769236,297.29258125332046,False,64,69.9413303452337,594.5851625066255
64,2020-03-26,82,78.72464529769236,297.29258125332046,False,65,78.83857049291765,594.5851625066255
65,2020-03-27,102,78.72464529769236,297.29258125332046,False,66,88.6763268524656,594.5851625066255
66,2020-03-28,120,78.72464529769236,297.29258125332046,False,67,99.50482999034702,594.5851625066255
67,2020-03-29,135,78.72464529769236,297.29258125332046,False,68,111.36455625546705,594.5851625066255
68,2020-03-30,148,78.72464529769236,297.29258125332046,False,69,124.28296599843338,594.5851625066255
69,2020-03-31,152,78.72464529769236,297.29258125332046,False,70,138.27112297604177,594.5851625066255
70,2020-04-01,175,78.72464529769236,297.29258125332046,False,71,153.3204053133078,594.5851625066255
71,2020-04-02,183,78.72464529769236,297.29258125332046,False,72,169.39957258696592,594.5851625066255
72,2020-04-03,195,78.72464529769236,297.29258125332046,False,73,186.4524915730783,594.5851625066255
73,2020-04-04,195,78.72464529769236,297.29258125332046,False,74,204.39683300327,594.5851625066255
74,2020-04-05,217,78.72464529769236,297.29258125332046,False,75,223.12402257660474,594.5851625066255
