,Report_Date,Canada_yukon_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
25,2020-02-16,0,74.22249825532998,5.50550582219164,True,26,0.006397648299852281,11.000122598578812
26,2020-02-17,0,74.22249825532998,5.50550582219164,True,27,0.007465769440504369,11.000122598578812
27,2020-02-18,0,74.22249825532998,5.50550582219164,True,28,0.008712077863311116,11.000122598578812
28,2020-02-19,0,74.22249825532998,5.50550582219164,True,29,0.010166248262999094,11.000122598578812
29,2020-02-20,0,74.22249825532998,5.50550582219164,True,30,0.011862878793550389,11.000122598578812
30,2020-02-21,0,74.22249825532998,5.50550582219164,True,31,0.013842301265949203,11.000122598578812
31,2020-02-22,0,74.22249825532998,5.50550582219164,True,32,0.016151522255396976,11.000122598578812
32,2020-02-23,0,74.22249825532998,5.50550582219164,True,33,0.018845315392688532,11.000122598578812
33,2020-02-24,0,74.22249825532998,5.50550582219164,True,34,0.02198748793239054,11.000122598578812
34,2020-02-25,0,74.22249825532998,5.50550582219164,True,35,0.025652347778093915,11.000122598578812
35,2020-02-26,0,74.22249825532998,5.50550582219164,True,36,0.02992640047748661,11.000122598578812
36,2020-02-27,0,74.22249825532998,5.50550582219164,True,37,0.03491030922471093,11.000122598578812
37,2020-02-28,0,74.22249825532998,5.50550582219164,True,38,0.0407211545318396,11.000122598578812
38,2020-02-29,0,74.22249825532998,5.50550582219164,True,39,0.04749503380630526,11.000122598578812
39,2020-03-01,0,74.22249825532998,5.50550582219164,True,40,0.05539004436938587,11.000122598578812
40,2020-03-02,0,74.22249825532998,5.50550582219164,True,41,0.06458969613797338,11.000122598578812
41,2020-03-03,0,74.22249825532998,5.50550582219164,True,42,0.07530680178919319,11.000122598578812
42,2020-03-04,0,74.22249825532998,5.50550582219164,True,43,0.08778789206496282,11.000122598578812
43,2020-03-05,0,74.22249825532998,5.50550582219164,True,44,0.10231820103115288,11.000122598578812
44,2020-03-06,0,74.22249825532998,5.50550582219164,True,45,0.11922725934257024,11.000122598578812
45,2020-03-07,0,74.22249825532998,5.50550582219164,True,46,0.13889512123608477,11.000122598578812
46,2020-03-08,0,74.22249825532998,5.50550582219164,True,47,0.16175923094152697,11.000122598578812
47,2020-03-09,0,74.22249825532998,5.50550582219164,True,48,0.18832190374077426,11.000122598578812
48,2020-03-10,0,74.22249825532998,5.50550582219164,True,49,0.219158352637696,11.000122598578812
49,2020-03-11,0,74.22249825532998,5.50550582219164,True,50,0.2549251294522403,11.000122598578812
50,2020-03-12,0,74.22249825532998,5.50550582219164,True,51,0.2963687644120294,11.000122598578812
51,2020-03-13,0,74.22249825532998,5.50550582219164,True,52,0.3443342758499838,11.000122598578812
52,2020-03-14,0,74.22249825532998,5.50550582219164,True,53,0.3997730763290783,11.000122598578812
53,2020-03-15,0,74.22249825532998,5.50550582219164,True,54,0.4637496191903075,11.000122598578812
54,2020-03-16,0,74.22249825532998,5.50550582219164,True,55,0.5374459082171964,11.000122598578812
55,2020-03-17,0,74.22249825532998,5.50550582219164,True,56,0.6221627352812972,11.000122598578812
56,2020-03-18,0,74.22249825532998,5.50550582219164,True,57,0.7193162263114015,11.000122598578812
57,2020-03-19,0,74.22249825532998,5.50550582219164,True,58,0.8304279858293172,11.000122598578812
58,2020-03-20,0,74.22249825532998,5.50550582219164,True,59,0.9571068715974249,11.000122598578812
59,2020-03-21,0,74.22249825532998,5.50550582219164,True,60,1.1010202610512008,11.000122598578812
60,2020-03-22,0,74.22249825532998,5.50550582219164,True,61,1.2638526711554305,11.000122598578812
61,2020-03-23,0,74.22249825532998,5.50550582219164,True,62,1.4472498670550331,11.000122598578812
62,2020-03-24,0,74.22249825532998,5.50550582219164,True,63,1.6527472613652257,11.000122598578812
63,2020-03-25,0,74.22249825532998,5.50550582219164,True,64,1.881682580171489,11.000122598578812
64,2020-03-26,3,74.22249825532998,5.50550582219164,True,65,2.1350945314775553,11.000122598578812
65,2020-03-27,3,74.22249825532998,5.50550582219164,True,66,2.413611549524578,11.000122598578812
66,2020-03-28,4,74.22249825532998,5.50550582219164,True,67,2.7173374556690755,11.000122598578812
67,2020-03-29,4,74.22249825532998,5.50550582219164,True,68,3.0457437357579797,11.000122598578812
68,2020-03-30,4,74.22249825532998,5.50550582219164,True,69,3.397580543944031,11.000122598578812
69,2020-03-31,5,74.22249825532998,5.50550582219164,True,70,3.770819808580051,11.000122598578812
70,2020-04-01,5,74.22249825532998,5.50550582219164,True,71,4.162643224443556,11.000122598578812
71,2020-04-02,6,74.22249825532998,5.50550582219164,True,72,4.569484953098214,11.000122598578812
72,2020-04-03,6,74.22249825532998,5.50550582219164,True,73,4.987133451039971,11.000122598578812
73,2020-04-04,6,74.22249825532998,5.50550582219164,True,74,5.410889562802107,11.000122598578812
74,2020-04-05,6,74.22249825532998,5.50550582219164,True,75,5.835770052642187,11.000122598578812
75,2020-04-06,6,74.22249825532998,5.50550582219164,True,76,6.256738718579951,11.000122598578812
76,2020-04-07,7,74.22249825532998,5.50550582219164,True,77,6.6689427369661916,11.000122598578812
77,2020-04-08,7,74.22249825532998,5.50550582219164,True,78,7.067931015125465,11.000122598578812
78,2020-04-09,7,74.22249825532998,5.50550582219164,True,79,7.449834300484217,11.000122598578812
79,2020-04-10,8,74.22249825532998,5.50550582219164,True,80,7.811492874978866,11.000122598578812
80,2020-04-11,8,74.22249825532998,5.50550582219164,True,81,8.150525421735532,11.000122598578812
81,2020-04-12,8,74.22249825532998,5.50550582219164,True,82,8.465340417303327,11.000122598578812
82,2020-04-13,8,74.22249825532998,5.50550582219164,True,83,8.755097751017091,11.000122598578812
83,2020-04-14,8,74.22249825532998,5.50550582219164,True,84,9.019632347277343,11.000122598578812
84,2020-04-15,8,74.22249825532998,5.50550582219164,True,85,9.259353170542221,11.000122598578812
85,2020-04-16,8,74.22249825532998,5.50550582219164,True,86,9.475130471626308,11.000122598578812
86,2020-04-17,8,74.22249825532998,5.50550582219164,True,87,9.66818214204711,11.000122598578812
87,2020-04-18,9,74.22249825532998,5.50550582219164,True,88,9.839967305770903,11.000122598578812
88,2020-04-19,9,74.22249825532998,5.50550582219164,True,89,9.992092415464244,11.000122598578812
89,2020-04-20,11,74.22249825532998,5.50550582219164,True,90,10.126232562808104,11.000122598578812
90,2020-04-21,11,74.22249825532998,5.50550582219164,True,91,10.244068687550701,11.000122598578812
91,2020-04-22,11,74.22249825532998,5.50550582219164,True,92,10.347239941007949,11.000122598578812
92,2020-04-23,11,74.22249825532998,5.50550582219164,True,93,10.437309580226957,11.000122598578812
93,2020-04-24,11,74.22249825532998,5.50550582219164,True,94,10.515742335573789,11.000122598578812
94,2020-04-25,11,74.22249825532998,5.50550582219164,True,95,10.583891086733644,11.000122598578812
95,2020-04-26,11,74.22249825532998,5.50550582219164,True,96,10.642990787852044,11.000122598578812
96,2020-04-27,11,74.22249825532998,5.50550582219164,True,97,10.694157810166821,11.000122598578812
97,2020-04-28,11,74.22249825532998,5.50550582219164,True,98,10.738393152290499,11.000122598578812
98,2020-04-29,11,74.22249825532998,5.50550582219164,True,99,10.776588258747102,11.000122598578812
99,2020-04-30,11,74.22249825532998,5.50550582219164,True,100,10.80953245885999,11.000122598578812
100,2020-05-01,11,74.22249825532998,5.50550582219164,True,101,10.837921276306144,11.000122598578812
101,2020-05-02,11,74.22249825532998,5.50550582219164,True,102,10.862365059285725,11.000122598578812
102,2020-05-03,11,74.22249825532998,5.50550582219164,True,103,10.883397542600001,11.000122598578812
103,2020-05-04,11,74.22249825532998,5.50550582219164,True,104,10.90148407939965,11.000122598578812
104,2020-05-05,11,74.22249825532998,5.50550582219164,True,105,10.917029376796677,11.000122598578812
105,2020-05-06,11,74.22249825532998,5.50550582219164,True,106,10.93038464112135,11.000122598578812
106,2020-05-07,11,74.22249825532998,5.50550582219164,True,107,10.941854090287078,11.000122598578812
107,2020-05-08,11,74.22249825532998,5.50550582219164,True,108,10.951700826871464,11.000122598578812
108,2020-05-09,11,74.22249825532998,5.50550582219164,True,109,10.960152089820152,11.000122598578812
