,Report_Date,China_shanxi_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
70,2020-04-01,137,30.33851192505361,103.20504658608417,True,71,164.67904565530694,200.15626911668014
71,2020-04-02,137,30.33851192505361,103.20504658608417,True,72,165.79177642369055,200.15626911668014
72,2020-04-03,137,30.33851192505361,103.20504658608417,True,73,166.88195874785052,200.15626911668014
73,2020-04-04,137,30.33851192505361,103.20504658608417,True,74,167.94966871033574,200.15626911668014
74,2020-04-05,138,30.33851192505361,103.20504658608417,True,75,168.9950043689486,200.15626911668014
75,2020-04-06,138,30.33851192505361,103.20504658608417,True,76,170.0180846766151,200.15626911668014
76,2020-04-07,138,30.33851192505361,103.20504658608417,True,77,171.0190483960032,200.15626911668014
77,2020-04-08,163,30.33851192505361,103.20504658608417,True,78,171.99805301336121,200.15626911668014
78,2020-04-09,166,30.33851192505361,103.20504658608417,True,79,172.95527365575953,200.15626911668014
79,2020-04-10,168,30.33851192505361,103.20504658608417,True,80,173.89090201563005,200.15626911668014
80,2020-04-11,172,30.33851192505361,103.20504658608417,True,81,174.80514528619855,200.15626911668014
81,2020-04-12,172,30.33851192505361,103.20504658608417,True,82,175.69822511111252,200.15626911668014
82,2020-04-13,173,30.33851192505361,103.20504658608417,True,83,176.57037655126936,200.15626911668014
83,2020-04-14,173,30.33851192505361,103.20504658608417,True,84,177.42184707156093,200.15626911668014
84,2020-04-15,186,30.33851192505361,103.20504658608417,True,85,178.25289554996536,200.15626911668014
85,2020-04-16,194,30.33851192505361,103.20504658608417,True,86,179.06379131113792,200.15626911668014
86,2020-04-17,197,30.33851192505361,103.20504658608417,True,87,179.85481318638637,200.15626911668014
87,2020-04-18,197,30.33851192505361,103.20504658608417,True,88,180.62624860165596,200.15626911668014
88,2020-04-19,197,30.33851192505361,103.20504658608417,True,89,181.3783926949022,200.15626911668014
89,2020-04-20,197,30.33851192505361,103.20504658608417,True,90,182.11154746399532,200.15626911668014
90,2020-04-21,197,30.33851192505361,103.20504658608417,True,91,182.82602094607526,200.15626911668014
91,2020-04-22,197,30.33851192505361,103.20504658608417,True,92,183.52212642906912,200.15626911668014
92,2020-04-23,197,30.33851192505361,103.20504658608417,True,93,184.20018169588454,200.15626911668014
93,2020-04-24,197,30.33851192505361,103.20504658608417,True,94,184.8605083016101,200.15626911668014
94,2020-04-25,197,30.33851192505361,103.20504658608417,True,95,185.50343088388647,200.15626911668014
95,2020-04-26,197,30.33851192505361,103.20504658608417,True,96,186.12927650645275,200.15626911668014
96,2020-04-27,197,30.33851192505361,103.20504658608417,True,97,186.73837403573387,200.15626911668014
97,2020-04-28,197,30.33851192505361,103.20504658608417,True,98,187.3310535502022,200.15626911668014
98,2020-04-29,197,30.33851192505361,103.20504658608417,True,99,187.90764578213214,200.15626911668014
99,2020-04-30,197,30.33851192505361,103.20504658608417,True,100,188.46848159125975,200.15626911668014
100,2020-05-01,197,30.33851192505361,103.20504658608417,True,101,189.01389146976769,200.15626911668014
101,2020-05-02,197,30.33851192505361,103.20504658608417,True,102,189.5442050779337,200.15626911668014
102,2020-05-03,198,30.33851192505361,103.20504658608417,True,103,190.0597508097097,200.15626911668014
103,2020-05-04,198,30.33851192505361,103.20504658608417,True,104,190.56085538743653,200.15626911668014
104,2020-05-05,198,30.33851192505361,103.20504658608417,True,105,191.04784348485006,200.15626911668014
105,2020-05-06,198,30.33851192505361,103.20504658608417,True,106,191.5210373774877,200.15626911668014
106,2020-05-07,198,30.33851192505361,103.20504658608417,True,107,191.98075661957415,200.15626911668014
107,2020-05-08,198,30.33851192505361,103.20504658608417,True,108,192.4273177464347,200.15626911668014
108,2020-05-09,198,30.33851192505361,103.20504658608417,True,109,192.8610340014662,200.15626911668014
109,2020-05-10,198,30.33851192505361,103.20504658608417,True,110,193.28221508668173,200.15626911668014
110,2020-05-11,198,30.33851192505361,103.20504658608417,True,111,193.6911669358384,200.15626911668014
111,2020-05-12,198,30.33851192505361,103.20504658608417,True,112,194.0881915091533,200.15626911668014
112,2020-05-13,198,30.33851192505361,103.20504658608417,True,113,194.47358660861778,200.15626911668014
113,2020-05-14,198,30.33851192505361,103.20504658608417,True,114,194.84764571292556,200.15626911668014
114,2020-05-15,198,30.33851192505361,103.20504658608417,True,115,195.2106578310409,200.15626911668014
115,2020-05-16,198,30.33851192505361,103.20504658608417,True,116,195.5629073734485,200.15626911668014
116,2020-05-17,198,30.33851192505361,103.20504658608417,True,117,195.90467404014188,200.15626911668014
117,2020-05-18,198,30.33851192505361,103.20504658608417,True,118,196.23623272442939,200.15626911668014
118,2020-05-19,198,30.33851192505361,103.20504658608417,True,119,196.55785343165604,200.15626911668014
119,2020-05-20,198,30.33851192505361,103.20504658608417,True,120,196.86980121196555,200.15626911668014
120,2020-05-21,198,30.33851192505361,103.20504658608417,True,121,197.17233610625095,200.15626911668014
121,2020-05-22,198,30.33851192505361,103.20504658608417,True,122,197.4657131044695,200.15626911668014
122,2020-05-23,198,30.33851192505361,103.20504658608417,True,123,197.75018211552438,200.15626911668014
