,Report_Date,Iceland_cases,active_patients,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
24,2020-02-15,0,0,66.33505362521164,902.2476927460826,True,25,1.3816446640574238,1804.488230424213
25,2020-02-16,0,0,66.33505362521164,902.2476927460826,True,26,1.643267534814718,1804.488230424213
26,2020-02-17,0,0,66.33505362521164,902.2476927460826,True,27,1.9543766011110515,1804.488230424213
27,2020-02-18,0,0,66.33505362521164,902.2476927460826,True,28,2.324309970192398,1804.488230424213
28,2020-02-19,0,0,66.33505362521164,902.2476927460826,True,29,2.7641586461914587,1804.488230424213
29,2020-02-20,0,0,66.33505362521164,902.2476927460826,True,30,3.2870917575870644,1804.488230424213
30,2020-02-21,0,0,66.33505362521164,902.2476927460826,True,31,3.908740544181865,1804.488230424213
31,2020-02-22,0,0,66.33505362521164,902.2476927460826,True,32,4.647651060594999,1804.488230424213
32,2020-02-23,0,0,66.33505362521164,902.2476927460826,True,33,5.525816961514601,1804.488230424213
33,2020-02-24,0,0,66.33505362521164,902.2476927460826,True,34,6.569305217545841,1804.488230424213
34,2020-02-25,0,0,66.33505362521164,902.2476927460826,True,35,7.808989109013138,1804.488230424213
35,2020-02-26,0,0,66.33505362521164,902.2476927460826,True,36,9.281404258866697,1804.488230424213
36,2020-02-27,0,0,66.33505362521164,902.2476927460826,True,37,11.029744639098265,1804.488230424213
37,2020-02-28,1,1,66.33505362521164,902.2476927460826,True,38,13.105016183172532,1804.488230424213
38,2020-02-29,1,1,66.33505362521164,902.2476927460826,True,39,15.567365516716745,1804.488230424213
39,2020-03-01,3,3,66.33505362521164,902.2476927460826,True,40,18.487599890169964,1804.488230424213
40,2020-03-02,6,6,66.33505362521164,902.2476927460826,True,41,21.948910976628074,1804.488230424213
41,2020-03-03,11,11,66.33505362521164,902.2476927460826,True,42,26.04880885315747,1804.488230424213
42,2020-03-04,26,26,66.33505362521164,902.2476927460826,True,43,30.901261973106546,1804.488230424213
43,2020-03-05,34,34,66.33505362521164,902.2476927460826,True,44,36.639022654665204,1804.488230424213
44,2020-03-06,43,43,66.33505362521164,902.2476927460826,True,45,43.416093552140815,1804.488230424213
45,2020-03-07,50,50,66.33505362521164,902.2476927460826,True,46,51.41025635350263,1804.488230424213
46,2020-03-08,50,50,66.33505362521164,902.2476927460826,True,47,60.8255369078196,1804.488230424213
47,2020-03-09,58,58,66.33505362521164,902.2476927460826,True,48,71.89441850507257,1804.488230424213
48,2020-03-10,69,68,66.33505362521164,902.2476927460826,True,49,84.87953508959438,1804.488230424213
49,2020-03-11,85,84,66.33505362521164,902.2476927460826,True,50,100.07447836726627,1804.488230424213
50,2020-03-12,103,102,66.33505362521164,902.2476927460826,True,51,117.80323979752649,1804.488230424213
51,2020-03-13,134,133,66.33505362521164,902.2476927460826,True,52,138.4176884361321,1804.488230424213
52,2020-03-14,156,155,66.33505362521164,902.2476927460826,True,53,162.2923747721536,1804.488230424213
53,2020-03-15,171,158,66.33505362521164,902.2476927460826,True,54,189.8158765246735,1804.488230424213
54,2020-03-16,180,180,66.33505362521164,902.2476927460826,True,55,221.37790571423204,1804.488230424213
55,2020-03-17,220,219,66.33505362521164,902.2476927460826,True,56,257.35153123270027,1804.488230424213
56,2020-03-18,250,244,66.33505362521164,902.2476927460826,True,57,298.07019925436924,1804.488230424213
57,2020-03-19,330,324,66.33505362521164,902.2476927460826,True,58,343.7998105408671,1804.488230424213
58,2020-03-20,409,404,66.33505362521164,902.2476927460826,True,59,394.706963676789,1804.488230424213
59,2020-03-21,473,450,66.33505362521164,902.2476927460826,True,60,450.82555695163734,1804.488230424213
60,2020-03-22,568,531,66.33505362521164,902.2476927460826,True,61,512.0251207129434,1804.488230424213
61,2020-03-23,588,551,66.33505362521164,902.2476927460826,True,62,577.9852716349691,1804.488230424213
62,2020-03-24,648,595,66.33505362521164,902.2476927460826,True,63,648.1811910808619,1804.488230424213
63,2020-03-25,737,679,66.33505362521164,902.2476927460826,True,64,721.884669431992,1804.488230424213
64,2020-03-26,802,718,66.33505362521164,902.2476927460826,True,65,798.1837903046072,1804.488230424213
65,2020-03-27,890,791,66.33505362521164,902.2476927460826,True,66,876.0217954248834,1804.488230424213
66,2020-03-28,963,847,66.33505362521164,902.2476927460826,True,67,954.2524859377303,1804.488230424213
67,2020-03-29,1020,883,66.33505362521164,902.2476927460826,True,68,1031.7064149850203,1804.488230424213
68,2020-03-30,1086,927,66.33505362521164,902.2476927460826,True,69,1107.2599549075153,1804.488230424213
69,2020-03-31,1135,935,66.33505362521164,902.2476927460826,True,70,1179.8987261248376,1804.488230424213
70,2020-04-01,1220,993,66.33505362521164,902.2476927460826,True,71,1248.7680374260483,1804.488230424213
71,2020-04-02,1319,1031,66.33505362521164,902.2476927460826,True,72,1313.2055531647925,1804.488230424213
72,2020-04-03,1364,1051,66.33505362521164,902.2476927460826,True,73,1372.7546255184798,1804.488230424213
73,2020-04-04,1417,1017,66.33505362521164,902.2476927460826,True,74,1427.159768339717,1804.488230424213
74,2020-04-05,1486,1054,66.33505362521164,902.2476927460826,True,75,1476.3479577778728,1804.488230424213
75,2020-04-06,1562,1096,66.33505362521164,902.2476927460826,True,76,1520.4005355716524,1804.488230424213
76,2020-04-07,1586,1021,66.33505362521164,902.2476927460826,True,77,1559.5205282975226,1804.488230424213
77,2020-04-08,1616,977,66.33505362521164,902.2476927460826,True,78,1593.9994754650947,1804.488230424213
78,2020-04-09,1648,954,66.33505362521164,902.2476927460826,True,79,1624.1867520733226,1804.488230424213
79,2020-04-10,1675,917,66.33505362521164,902.2476927460826,True,80,1650.4632011875008,1804.488230424213
80,2020-04-11,1689,840,66.33505362521164,902.2476927460826,True,81,1673.2198756831715,1804.488230424213
81,2020-04-12,1701,804,66.33505362521164,902.2476927460826,True,82,1692.8419279947225,1804.488230424213
82,2020-04-13,1711,770,66.33505362521164,902.2476927460826,True,83,1709.697196855042,1804.488230424213
83,2020-04-14,1720,723,66.33505362521164,902.2476927460826,True,84,1724.1287824557817,1804.488230424213
84,2020-04-15,1727,642,66.33505362521164,902.2476927460826,True,85,1736.4508165820573,1804.488230424213
85,2020-04-16,1739,587,66.33505362521164,902.2476927460826,True,86,1746.9466618796057,1804.488230424213
86,2020-04-17,1754,521,66.33505362521164,902.2476927460826,True,87,1755.8688645114357,1804.488230424213
87,2020-04-18,1760,460,66.33505362521164,902.2476927460826,True,88,1763.4403007454255,1804.488230424213
88,2020-04-19,1771,471,66.33505362521164,902.2476927460826,True,89,1769.8560770462382,1804.488230424213
89,2020-04-20,1773,401,66.33505362521164,902.2476927460826,True,90,1775.2858517960863,1804.488230424213
90,2020-04-21,1778,351,66.33505362521164,902.2476927460826,True,91,1779.8763388003772,1804.488230424213
91,2020-04-22,1785,313,66.33505362521164,902.2476927460826,True,92,1783.7538267649086,1804.488230424213
92,2020-04-23,1789,270,66.33505362521164,902.2476927460826,True,93,1787.0266060499423,1804.488230424213
93,2020-04-24,1789,237,66.33505362521164,902.2476927460826,True,94,1789.787236518135,1804.488230424213
94,2020-04-25,1790,210,66.33505362521164,902.2476927460826,True,95,1792.1146208789578,1804.488230424213
95,2020-04-26,1792,174,66.33505362521164,902.2476927460826,True,96,1794.075869179288,1804.488230424213
96,2020-04-27,1792,158,66.33505362521164,902.2476927460826,True,97,1795.7279542663914,1804.488230424213
97,2020-04-28,1795,149,66.33505362521164,902.2476927460826,True,98,1797.1191670273915,1804.488230424213
98,2020-04-29,1797,131,66.33505362521164,902.2476927460826,True,99,1798.2903854686654,1804.488230424213
99,2020-04-30,1797,117,66.33505362521164,902.2476927460826,True,100,1799.2761743722647,1804.488230424213
100,2020-05-01,1798,99,66.33505362521164,902.2476927460826,True,101,1800.1057331984061,1804.488230424213
101,2020-05-02,1798,82,66.33505362521164,902.2476927460826,True,102,1800.8037097072763,1804.488230424213
102,2020-05-03,1799,72,66.33505362521164,902.2476927460826,True,103,1801.3908958866284,1804.488230424213
103,2020-05-04,1799,66,66.33505362521164,902.2476927460826,True,104,1801.8848214975037,1804.488230424213
104,2020-05-05,1799,56,66.33505362521164,902.2476927460826,True,105,1802.300259094599,1804.488230424213
105,2020-05-06,1799,39,66.33505362521164,902.2476927460826,True,106,1802.6496528754155,1804.488230424213
106,2020-05-07,1801,36,66.33505362521164,902.2476927460826,True,107,1802.9434822484386,1804.488230424213
107,2020-05-08,1801,26,66.33505362521164,902.2476927460826,True,108,1803.1905696355914,1804.488230424213
108,2020-05-09,1801,18,66.33505362521164,902.2476927460826,True,109,1803.3983407648159,1804.488230424213
109,2020-05-10,1801,18,66.33505362521164,902.2476927460826,True,110,1803.5730445758857,1804.488230424213
110,2020-05-11,1801,18,66.33505362521164,902.2476927460826,True,111,1803.7199388575186,1804.488230424213
111,2020-05-12,1801,15,66.33505362521164,902.2476927460826,True,112,1803.8434468512744,1804.488230424213
112,2020-05-13,1802,12,66.33505362521164,902.2476927460826,True,113,1803.947289289026,1804.488230424213
113,2020-05-14,1802,12,66.33505362521164,902.2476927460826,True,114,1804.03459566551,1804.488230424213
114,2020-05-15,1802,10,66.33505362521164,902.2476927460826,True,115,1804.1079979746737,1804.488230424213
115,2020-05-16,1802,6,66.33505362521164,902.2476927460826,True,116,1804.1697096474109,1804.488230424213
116,2020-05-17,1802,6,66.33505362521164,902.2476927460826,True,117,1804.2215920086096,1804.488230424213
117,2020-05-18,1802,6,66.33505362521164,902.2476927460826,True,118,1804.2652102138056,1804.488230424213
118,2020-05-19,1802,3,66.33505362521164,902.2476927460826,True,119,1804.3018803216657,1804.488230424213
119,2020-05-20,1803,4,66.33505362521164,902.2476927460826,True,120,1804.3327089004995,1804.488230424213
120,2020-05-21,1803,3,66.33505362521164,902.2476927460826,True,121,1804.3586263483614,1804.488230424213
121,2020-05-22,1803,2,66.33505362521164,902.2476927460826,True,122,1804.3804149212833,1804.488230424213
122,2020-05-23,1804,3,66.33505362521164,902.2476927460826,True,123,1804.398732307808,1804.488230424213
123,2020-05-24,1804,3,66.33505362521164,902.2476927460826,True,124,1804.4141314558892,1804.488230424213
124,2020-05-25,1804,3,66.33505362521164,902.2476927460826,True,125,1804.4270772467828,1804.488230424213
125,2020-05-26,1804,2,66.33505362521164,902.2476927460826,True,126,1804.4379605165275,1804.488230424213
126,2020-05-27,1805,3,66.33505362521164,902.2476927460826,True,127,1804.4471098463825,1804.488230424213
127,2020-05-28,1805,3,66.33505362521164,902.2476927460826,True,128,1804.4548014768116,1804.488230424213
