,Report_Date,China_guangxi_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
35,2020-02-26,252,13.228580173169723,126.5204771248875,True,36,251.36674814978673,253.04095264603615
36,2020-02-27,252,13.228580173169723,126.5204771248875,True,37,251.69572395021626,253.04095264603615
37,2020-02-28,252,13.228580173169723,126.5204771248875,True,38,251.96033502253536,253.04095264603615
38,2020-02-29,252,13.228580173169723,126.5204771248875,True,39,252.17307573092575,253.04095264603615
39,2020-03-01,252,13.228580173169723,126.5204771248875,True,40,252.3440501762072,253.04095264603615
40,2020-03-02,252,13.228580173169723,126.5204771248875,True,41,252.48141692416155,253.04095264603615
41,2020-03-03,252,13.228580173169723,126.5204771248875,True,42,252.59175551392366,253.04095264603615
42,2020-03-04,252,13.228580173169723,126.5204771248875,True,43,252.68036683656732,253.04095264603615
43,2020-03-05,252,13.228580173169723,126.5204771248875,True,44,252.75151824985969,253.04095264603615
44,2020-03-06,252,13.228580173169723,126.5204771248875,True,45,252.8086429140088,253.04095264603615
45,2020-03-07,252,13.228580173169723,126.5204771248875,True,46,252.8545014606112,253.04095264603615
46,2020-03-08,252,13.228580173169723,126.5204771248875,True,47,252.89131283141828,253.04095264603615
47,2020-03-09,252,13.228580173169723,126.5204771248875,True,48,252.92085998575806,253.04095264603615
48,2020-03-10,252,13.228580173169723,126.5204771248875,True,49,252.9445751878333,253.04095264603615
49,2020-03-11,252,13.228580173169723,126.5204771248875,True,50,252.96360874400548,253.04095264603615
50,2020-03-12,252,13.228580173169723,126.5204771248875,True,51,252.97888435364305,253.04095264603615
51,2020-03-13,252,13.228580173169723,126.5204771248875,True,52,252.99114364966172,253.04095264603615
52,2020-03-14,252,13.228580173169723,126.5204771248875,True,53,253.00098202021678,253.04095264603615
53,2020-03-15,252,13.228580173169723,126.5204771248875,True,54,253.00887740549425,253.04095264603615
54,2020-03-16,252,13.228580173169723,126.5204771248875,True,55,253.01521343901496,253.04095264603615
55,2020-03-17,253,13.228580173169723,126.5204771248875,True,56,253.02029803885753,253.04095264603615
56,2020-03-18,253,13.228580173169723,126.5204771248875,True,57,253.02437834003723,253.04095264603615
57,2020-03-19,253,13.228580173169723,126.5204771248875,True,58,253.02765268592654,253.04095264603615
58,2020-03-20,254,13.228580173169723,126.5204771248875,True,59,253.03028025653256,253.04095264603615
59,2020-03-21,254,13.228580173169723,126.5204771248875,True,60,253.03238879842505,253.04095264603615
60,2020-03-22,254,13.228580173169723,126.5204771248875,True,61,253.0340808300163,253.04095264603615
61,2020-03-23,254,13.228580173169723,126.5204771248875,True,62,253.03543862253696,253.04095264603615
62,2020-03-24,254,13.228580173169723,126.5204771248875,True,63,253.03652819802076,253.04095264603615
63,2020-03-25,254,13.228580173169723,126.5204771248875,True,64,253.03740253813416,253.04095264603615
64,2020-03-26,254,13.228580173169723,126.5204771248875,True,65,253.0381041595209,253.04095264603615
65,2020-03-27,254,13.228580173169723,126.5204771248875,True,66,253.0386671806578,253.04095264603615
66,2020-03-28,254,13.228580173169723,126.5204771248875,True,67,253.03911898057945,253.04095264603615
67,2020-03-29,254,13.228580173169723,126.5204771248875,True,68,253.0394815300366,253.04095264603615
68,2020-03-30,254,13.228580173169723,126.5204771248875,True,69,253.03977245975787,253.04095264603615
69,2020-03-31,254,13.228580173169723,126.5204771248875,True,70,253.0400059177258,253.04095264603615
70,2020-04-01,254,13.228580173169723,126.5204771248875,True,71,253.04019325712946,253.04095264603615
71,2020-04-02,254,13.228580173169723,126.5204771248875,True,72,253.04034358843296,253.04095264603615
72,2020-04-03,254,13.228580173169723,126.5204771248875,True,73,253.04046422239685,253.04095264603615
73,2020-04-04,254,13.228580173169723,126.5204771248875,True,74,253.04056102558968,253.04095264603615
74,2020-04-05,254,13.228580173169723,126.5204771248875,True,75,253.04063870567458,253.04095264603615
75,2020-04-06,254,13.228580173169723,126.5204771248875,True,76,253.0407010403413,253.04095264603615
76,2020-04-07,254,13.228580173169723,126.5204771248875,True,77,253.04075106101595,253.04095264603615
77,2020-04-08,254,13.228580173169723,126.5204771248875,True,78,253.04079120028038,253.04095264603615
78,2020-04-09,254,13.228580173169723,126.5204771248875,True,79,253.04082341017053,253.04095264603615
79,2020-04-10,254,13.228580173169723,126.5204771248875,True,80,253.04084925710575,253.04095264603615
80,2020-04-11,254,13.228580173169723,126.5204771248875,True,81,253.0408699980653,253.04095264603615
81,2020-04-12,254,13.228580173169723,126.5204771248875,True,82,253.04088664171695,253.04095264603615
82,2020-04-13,254,13.228580173169723,126.5204771248875,True,83,253.04089999747,253.04095264603615
83,2020-04-14,254,13.228580173169723,126.5204771248875,True,84,253.0409107148377,253.04095264603615
84,2020-04-15,254,13.228580173169723,126.5204771248875,True,85,253.04091931502433,253.04095264603615
85,2020-04-16,254,13.228580173169723,126.5204771248875,True,86,253.04092621627194,253.04095264603615
86,2020-04-17,254,13.228580173169723,126.5204771248875,True,87,253.04093175420047,253.04095264603615
87,2020-04-18,254,13.228580173169723,126.5204771248875,True,88,253.04093619812906,253.04095264603615
88,2020-04-19,254,13.228580173169723,126.5204771248875,True,89,253.04093976417383,253.04095264603615
