,Report_Date,Canada_new brunswick_cases,active_patients,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
71,2020-04-02,91,91,68.54843889740808,60.71588127895015,True,72,77.83757682710602,121.43071915072088
72,2020-04-03,91,91,68.54843889740808,60.71588127895015,True,73,82.41175774405274,121.43071915072088
73,2020-04-04,91,91,68.54843889740808,60.71588127895015,True,74,86.72002152609615,121.43071915072088
74,2020-04-05,98,98,68.54843889740808,60.71588127895015,True,75,90.7298150780656,121.43071915072088
75,2020-04-06,103,103,68.54843889740808,60.71588127895015,True,76,94.42068431065664,121.43071915072088
76,2020-04-07,105,105,68.54843889740808,60.71588127895015,True,77,97.7835001961106,121.43071915072088
77,2020-04-08,105,105,68.54843889740808,60.71588127895015,True,78,100.81905045733872,121.43071915072088
78,2020-04-09,108,108,68.54843889740808,60.71588127895015,True,79,103.53626044830065,121.43071915072088
79,2020-04-10,112,112,68.54843889740808,60.71588127895015,True,80,105.95028457424014,121.43071915072088
80,2020-04-11,112,112,68.54843889740808,60.71588127895015,True,81,108.08065926996017,121.43071915072088
81,2020-04-12,114,114,68.54843889740808,60.71588127895015,True,82,109.94964759204063,121.43071915072088
82,2020-04-13,116,116,68.54843889740808,60.71588127895015,True,83,111.5808473047693,121.43071915072088
83,2020-04-14,116,116,68.54843889740808,60.71588127895015,True,84,112.99808685616071,121.43071915072088
84,2020-04-15,117,117,68.54843889740808,60.71588127895015,True,85,114.22459979090326,121.43071915072088
85,2020-04-16,117,117,68.54843889740808,60.71588127895015,True,86,115.28244739910704,121.43071915072088
86,2020-04-17,117,117,68.54843889740808,60.71588127895015,True,87,116.19214935295383,121.43071915072088
87,2020-04-18,117,117,68.54843889740808,60.71588127895015,True,88,116.97247973255152,121.43071915072088
88,2020-04-19,118,118,68.54843889740808,60.71588127895015,True,89,117.6403883669122,121.43071915072088
89,2020-04-20,118,118,68.54843889740808,60.71588127895015,True,90,118.21101255521287,121.43071915072088
90,2020-04-21,118,118,68.54843889740808,60.71588127895015,True,91,118.69775037697708,121.43071915072088
91,2020-04-22,118,118,68.54843889740808,60.71588127895015,True,92,119.1123729210903,121.43071915072088
92,2020-04-23,118,118,68.54843889740808,60.71588127895015,True,93,119.46515829023059,121.43071915072088
93,2020-04-24,118,118,68.54843889740808,60.71588127895015,True,94,119.7650349143197,121.43071915072088
94,2020-04-25,118,118,68.54843889740808,60.71588127895015,True,95,120.01972547994738,121.43071915072088
95,2020-04-26,118,118,68.54843889740808,60.71588127895015,True,96,120.2358857120848,121.43071915072088
96,2020-04-27,118,118,68.54843889740808,60.71588127895015,True,97,120.4192344435415,121.43071915072088
97,2020-04-28,118,118,68.54843889740808,60.71588127895015,True,98,120.57467300704653,121.43071915072088
98,2020-04-29,118,118,68.54843889740808,60.71588127895015,True,99,120.70639311062779,121.43071915072088
99,2020-04-30,118,118,68.54843889740808,60.71588127895015,True,100,120.81797312037033,121.43071915072088
100,2020-05-01,118,118,68.54843889740808,60.71588127895015,True,101,120.91246316832357,121.43071915072088
101,2020-05-02,118,118,68.54843889740808,60.71588127895015,True,102,120.99245980138237,121.43071915072088
102,2020-05-03,118,118,68.54843889740808,60.71588127895015,True,103,121.06017104680521,121.43071915072088
103,2020-05-04,118,118,68.54843889740808,60.71588127895015,True,104,121.11747283499096,121.43071915072088
104,2020-05-05,119,119,68.54843889740808,60.71588127895015,True,105,121.16595772222229,121.43071915072088
105,2020-05-06,120,120,68.54843889740808,60.71588127895015,True,106,121.20697681842049,121.43071915072088
106,2020-05-07,120,120,68.54843889740808,60.71588127895015,True,107,121.2416757639114,121.43071915072088
107,2020-05-08,120,120,68.54843889740808,60.71588127895015,True,108,121.27102552608687,121.43071915072088
108,2020-05-09,120,120,68.54843889740808,60.71588127895015,True,109,121.29584870927695,121.43071915072088
109,2020-05-10,120,120,68.54843889740808,60.71588127895015,True,110,121.31684199406924,121.43071915072088
110,2020-05-11,120,120,68.54843889740808,60.71588127895015,True,111,121.33459524878519,121.43071915072088
111,2020-05-12,120,120,68.54843889740808,60.71588127895015,True,112,121.34960778759688,121.43071915072088
112,2020-05-13,120,120,68.54843889740808,60.71588127895015,True,113,121.36230218769994,121.43071915072088
113,2020-05-14,120,120,68.54843889740808,60.71588127895015,True,114,121.37303602231529,121.43071915072088
114,2020-05-15,120,120,68.54843889740808,60.71588127895015,True,115,121.38211181696734,121.43071915072088
115,2020-05-16,120,120,68.54843889740808,60.71588127895015,True,116,121.38978549314042,121.43071915072088
116,2020-05-17,120,120,68.54843889740808,60.71588127895015,True,117,121.39627352558811,121.43071915072088
117,2020-05-18,120,120,68.54843889740808,60.71588127895015,True,118,121.40175900674036,121.43071915072088
118,2020-05-19,120,120,68.54843889740808,60.71588127895015,True,119,121.40639678328938,121.43071915072088
119,2020-05-20,120,120,68.54843889740808,60.71588127895015,True,120,121.41031780561828,121.43071915072088
120,2020-05-21,121,121,68.54843889740808,60.71588127895015,True,121,121.4136328097805,121.43071915072088
121,2020-05-22,121,121,68.54843889740808,60.71588127895015,True,122,121.4164354337976,121.43071915072088
122,2020-05-23,121,121,68.54843889740808,60.71588127895015,True,123,121.4188048547141,121.43071915072088
123,2020-05-24,121,121,68.54843889740808,60.71588127895015,True,124,121.42080801977484,121.43071915072088
124,2020-05-25,121,121,68.54843889740808,60.71588127895015,True,125,121.4225015339551,121.43071915072088
125,2020-05-26,122,122,68.54843889740808,60.71588127895015,True,126,121.42393325660058,121.43071915072088
126,2020-05-27,123,123,68.54843889740808,60.71588127895015,True,127,121.42514365188455,121.43071915072088
127,2020-05-28,126,126,68.54843889740808,60.71588127895015,True,128,121.42616693095313,121.43071915072088
