,Report_Date,Guatemala_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
113,2020-05-14,1518,153.5110427342524,15409.038122055961,False,114,1513.870195434061,30818.076244111922
114,2020-05-15,1643,153.5110427342524,15409.038122055961,False,115,1625.5471015568125,30818.076244111922
115,2020-05-16,1763,153.5110427342524,15409.038122055961,False,116,1744.9717522879644,30818.076244111922
116,2020-05-17,1763,153.5110427342524,15409.038122055961,False,117,1872.6074044926918,30818.076244111922
117,2020-05-18,1912,153.5110427342524,15409.038122055961,False,118,2008.933839911945,30818.076244111922
118,2020-05-19,2133,153.5110427342524,15409.038122055961,False,119,2154.4461840469703,30818.076244111922
119,2020-05-20,2265,153.5110427342524,15409.038122055961,False,120,2309.6533807518,30818.076244111922
120,2020-05-21,2512,153.5110427342524,15409.038122055961,False,121,2475.0762834446455,30818.076244111922
121,2020-05-22,2743,153.5110427342524,15409.038122055961,False,122,2651.2453235899397,30818.076244111922
122,2020-05-23,3054,153.5110427342524,15409.038122055961,False,123,2838.697717838306,30818.076244111922
