,Report_Date,Honduras_cases,active_patients,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
70,2020-04-01,172,159,140.10727415246376,7798.056809242883,False,71,140.96468632156817,15596.11361848577
71,2020-04-02,219,202,140.10727415246376,7798.056809242883,False,72,150.7832580495872,15596.11361848577
72,2020-04-03,222,204,140.10727415246376,7798.056809242883,False,73,161.2785832842235,15596.11361848577
73,2020-04-04,264,246,140.10727415246376,7798.056809242883,False,74,172.49628086388196,15596.11361848577
74,2020-04-05,268,240,140.10727415246376,7798.056809242883,False,75,184.48489713948987,15596.11361848577
75,2020-04-06,298,270,140.10727415246376,7798.056809242883,False,76,197.29607255201856,15596.11361848577
76,2020-04-07,305,277,140.10727415246376,7798.056809242883,False,77,210.98471454967714,15596.11361848577
77,2020-04-08,312,284,140.10727415246376,7798.056809242883,False,78,225.6091765837141,15596.11361848577
78,2020-04-09,343,314,140.10727415246376,7798.056809242883,False,79,241.23144281665978,15596.11361848577
79,2020-04-10,382,352,140.10727415246376,7798.056809242883,False,80,257.91731805508766,15596.11361848577
80,2020-04-11,392,361,140.10727415246376,7798.056809242883,False,81,275.7366222787359,15596.11361848577
81,2020-04-12,393,361,140.10727415246376,7798.056809242883,False,82,294.7633889771687,15596.11361848577
82,2020-04-13,397,365,140.10727415246376,7798.056809242883,False,83,315.07606632204124,15596.11361848577
83,2020-04-14,407,374,140.10727415246376,7798.056809242883,False,84,336.75771999542195,15596.11361848577
84,2020-04-15,419,379,140.10727415246376,7798.056809242883,False,85,359.89623626042277,15596.11361848577
85,2020-04-16,426,382,140.10727415246376,7798.056809242883,False,86,384.584523597552,15596.11361848577
86,2020-04-17,442,391,140.10727415246376,7798.056809242883,False,87,410.9207109368306,15596.11361848577
87,2020-04-18,457,401,140.10727415246376,7798.056809242883,False,88,439.00834019000877,15596.11361848577
88,2020-04-19,472,411,140.10727415246376,7798.056809242883,False,89,468.95655042778276,15596.11361848577
89,2020-04-20,477,406,140.10727415246376,7798.056809242883,False,90,500.88025065266623,15596.11361848577
90,2020-04-21,494,419,140.10727415246376,7798.056809242883,False,91,534.9002776886497,15596.11361848577
91,2020-04-22,510,434,140.10727415246376,7798.056809242883,False,92,571.1435352442843,15596.11361848577
92,2020-04-23,519,441,140.10727415246376,7798.056809242883,False,93,609.7431097075608,15596.11361848577
93,2020-04-24,591,478,140.10727415246376,7798.056809242883,False,94,650.838357701345,15596.11361848577
94,2020-04-25,627,503,140.10727415246376,7798.056809242883,False,95,694.5749598711168,15596.11361848577
95,2020-04-26,627,503,140.10727415246376,7798.056809242883,False,96,741.1049347980068,15596.11361848577
96,2020-04-27,661,521,140.10727415246376,7798.056809242883,False,97,790.586606337415,15596.11361848577
97,2020-04-28,702,559,140.10727415246376,7798.056809242883,False,98,843.1845170871984,15596.11361848577
98,2020-04-29,738,599,140.10727415246376,7798.056809242883,False,99,899.0692801026037,15596.11361848577
99,2020-04-30,771,621,140.10727415246376,7798.056809242883,False,100,958.4173604142269,15596.11361848577
100,2020-05-01,804,617,140.10727415246376,7798.056809242883,False,101,1021.410777390363,15596.11361848577
101,2020-05-02,1010,818,140.10727415246376,7798.056809242883,False,102,1088.2367185400037,15596.11361848577
102,2020-05-03,1055,855,140.10727415246376,7798.056809242883,False,103,1159.0870550057323,15596.11361848577
103,2020-05-04,1178,973,140.10727415246376,7798.056809242883,False,104,1234.157748779288,15596.11361848577
104,2020-05-05,1270,1055,140.10727415246376,7798.056809242883,False,105,1313.6481416234635,15596.11361848577
105,2020-05-06,1461,1230,140.10727415246376,7798.056809242883,False,106,1397.7601158433865,15596.11361848577
106,2020-05-07,1685,1426,140.10727415246376,7798.056809242883,False,107,1486.6971174627276,15596.11361848577
107,2020-05-08,1771,1472,140.10727415246376,7798.056809242883,False,108,1580.663033073564,15596.11361848577
108,2020-05-09,1830,1527,140.10727415246376,7798.056809242883,False,109,1679.8609126918732,15596.11361848577
109,2020-05-10,1972,1661,140.10727415246376,7798.056809242883,False,110,1784.4915324131525,15596.11361848577
110,2020-05-11,2100,1778,140.10727415246376,7798.056809242883,False,111,1894.751792571644,15596.11361848577
111,2020-05-12,2080,1748,140.10727415246376,7798.056809242883,False,112,2010.8329495044743,15596.11361848577
112,2020-05-13,2255,1895,140.10727415246376,7798.056809242883,False,113,2132.918681942689,15596.11361848577
113,2020-05-14,2318,1932,140.10727415246376,7798.056809242883,False,114,2261.182996516987,15596.11361848577
114,2020-05-15,2460,2062,140.10727415246376,7798.056809242883,False,115,2395.7879808827174,15596.11361848577
115,2020-05-16,2565,2149,140.10727415246376,7798.056809242883,False,116,2536.8814175213656,15596.11361848577
116,2020-05-17,2646,2185,140.10727415246376,7798.056809242883,False,117,2684.5942763237454,15596.11361848577
117,2020-05-18,2798,2312,140.10727415246376,7798.056809242883,False,118,2839.0381095326397,15596.11361848577
118,2020-05-19,2955,2459,140.10727415246376,7798.056809242883,False,119,3000.302378414599,15596.11361848577
119,2020-05-20,2955,2459,140.10727415246376,7798.056809242883,False,120,3168.451747000232,15596.11361848577
120,2020-05-21,3204,2651,140.10727415246376,7798.056809242883,False,121,3343.523384198775,15596.11361848577
121,2020-05-22,3477,2871,140.10727415246376,7798.056809242883,False,122,3525.5243213376916,15596.11361848577
122,2020-05-23,3477,2871,140.10727415246376,7798.056809242883,False,123,3714.4289174480327,15596.11361848577
123,2020-05-24,3950,3302,140.10727415246376,7798.056809242883,False,124,3910.1764891300336,15596.11361848577
124,2020-05-25,4189,3534,140.10727415246376,7798.056809242883,False,125,4112.669165289984,15596.11361848577
125,2020-05-26,4401,3720,140.10727415246376,7798.056809242883,False,126,4321.770029132976,15596.11361848577
126,2020-05-27,4640,3940,140.10727415246376,7798.056809242883,False,127,4537.301610230828,15596.11361848577
127,2020-05-28,4752,4037,140.10727415246376,7798.056809242883,False,128,4759.044787995036,15596.11361848577
