,Report_Date,Canada_nova scotia_cases,active_patients,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
44,2020-03-06,0,0,84.11269946834369,526.8838697630321,True,45,5.893516034436188,1052.93104844776
45,2020-03-07,0,0,84.11269946834369,526.8838697630321,True,46,6.722874535318772,1052.93104844776
46,2020-03-08,0,0,84.11269946834369,526.8838697630321,True,47,7.6680895309307475,1052.93104844776
47,2020-03-09,0,0,84.11269946834369,526.8838697630321,True,48,8.745088824935944,1052.93104844776
48,2020-03-10,0,0,84.11269946834369,526.8838697630321,True,49,9.971912987489855,1052.93104844776
49,2020-03-11,0,0,84.11269946834369,526.8838697630321,True,50,11.368972507651995,1052.93104844776
50,2020-03-12,0,0,84.11269946834369,526.8838697630321,True,51,12.959329230208294,1052.93104844776
51,2020-03-13,0,0,84.11269946834369,526.8838697630321,True,52,14.769002130164477,1052.93104844776
52,2020-03-14,0,0,84.11269946834369,526.8838697630321,True,53,16.82729659527478,1052.93104844776
53,2020-03-15,0,0,84.11269946834369,526.8838697630321,True,54,19.16715517076842,1052.93104844776
54,2020-03-16,5,5,84.11269946834369,526.8838697630321,True,55,21.8255260875327,1052.93104844776
55,2020-03-17,7,7,84.11269946834369,526.8838697630321,True,56,24.843743750324947,1052.93104844776
56,2020-03-18,12,12,84.11269946834369,526.8838697630321,True,57,28.267912601865273,1052.93104844776
57,2020-03-19,14,14,84.11269946834369,526.8838697630321,True,58,32.149282293858825,1052.93104844776
58,2020-03-20,15,15,84.11269946834369,526.8838697630321,True,59,36.5445977848375,1052.93104844776
59,2020-03-21,21,21,84.11269946834369,526.8838697630321,True,60,41.516402766134426,1052.93104844776
60,2020-03-22,28,28,84.11269946834369,526.8838697630321,True,61,47.13326865473065,1052.93104844776
61,2020-03-23,41,41,84.11269946834369,526.8838697630321,True,62,53.46991432615805,1052.93104844776
62,2020-03-24,51,51,84.11269946834369,526.8838697630321,True,63,60.607173955414545,1052.93104844776
63,2020-03-25,68,68,84.11269946834369,526.8838697630321,True,64,68.63176213150274,1052.93104844776
64,2020-03-26,73,73,84.11269946834369,526.8838697630321,True,65,77.6357774012254,1052.93104844776
65,2020-03-27,90,90,84.11269946834369,526.8838697630321,True,66,87.71587848972709,1052.93104844776
66,2020-03-28,110,110,84.11269946834369,526.8838697630321,True,67,98.97206293559228,1052.93104844776
67,2020-03-29,122,122,84.11269946834369,526.8838697630321,True,68,111.50597749255998,1052.93104844776
68,2020-03-30,127,127,84.11269946834369,526.8838697630321,True,69,125.41869552918646,1052.93104844776
69,2020-03-31,147,147,84.11269946834369,526.8838697630321,True,70,140.80791125113714,1052.93104844776
70,2020-04-01,173,173,84.11269946834369,526.8838697630321,True,71,157.76452638740125,1052.93104844776
71,2020-04-02,193,193,84.11269946834369,526.8838697630321,True,72,176.36864416080402,1052.93104844776
72,2020-04-03,207,207,84.11269946834369,526.8838697630321,True,73,196.68503904091813,1052.93104844776
73,2020-04-04,236,236,84.11269946834369,526.8838697630321,True,74,218.75823827787923,1052.93104844776
74,2020-04-05,262,262,84.11269946834369,526.8838697630321,True,75,242.60742917086563,1052.93104844776
75,2020-04-06,293,293,84.11269946834369,526.8838697630321,True,76,268.22148763180024,1052.93104844776
76,2020-04-07,310,309,84.11269946834369,526.8838697630321,True,77,295.5544983258207,1052.93104844776
77,2020-04-08,310,309,84.11269946834369,526.8838697630321,True,78,324.5221907430113,1052.93104844776
78,2020-04-09,342,341,84.11269946834369,526.8838697630321,True,79,354.9997336184543,1052.93104844776
79,2020-04-10,407,405,84.11269946834369,526.8838697630321,True,80,386.8212980367855,1052.93104844776
80,2020-04-11,428,426,84.11269946834369,526.8838697630321,True,81,419.78170815932003,1052.93104844776
81,2020-04-12,445,443,84.11269946834369,526.8838697630321,True,82,453.64034742041423,1052.93104844776
82,2020-04-13,474,471,84.11269946834369,526.8838697630321,True,83,488.12728842872207,1052.93104844776
83,2020-04-14,517,514,84.11269946834369,526.8838697630321,True,84,522.9513897919952,1052.93104844776
84,2020-04-15,549,546,84.11269946834369,526.8838697630321,True,85,557.8098848992893,1052.93104844776
85,2020-04-16,579,576,84.11269946834369,526.8838697630321,True,86,592.3988117789214,1052.93104844776
86,2020-04-17,606,602,84.11269946834369,526.8838697630321,True,87,626.423530365048,1052.93104844776
87,2020-04-18,649,642,84.11269946834369,526.8838697630321,True,88,659.6085626811006,1052.93104844776
88,2020-04-19,675,666,84.11269946834369,526.8838697630321,True,89,691.7060745992688,1052.93104844776
89,2020-04-20,721,712,84.11269946834369,526.8838697630321,True,90,722.5024796386859,1052.93104844776
90,2020-04-21,737,727,84.11269946834369,526.8838697630321,True,91,751.8228569813701,1052.93104844776
91,2020-04-22,772,760,84.11269946834369,526.8838697630321,True,92,779.5331024030118,1052.93104844776
92,2020-04-23,827,811,84.11269946834369,526.8838697630321,True,93,805.539938564761,1052.93104844776
93,2020-04-24,850,834,84.11269946834369,526.8838697630321,True,94,829.7890745557679,1052.93104844776
94,2020-04-25,865,843,84.11269946834369,526.8838697630321,True,95,852.2619097773565,1052.93104844776
95,2020-04-26,873,849,84.11269946834369,526.8838697630321,True,96,872.9712221661008,1052.93104844776
96,2020-04-27,900,876,84.11269946834369,526.8838697630321,True,97,891.9562728727389,1052.93104844776
97,2020-04-28,915,888,84.11269946834369,526.8838697630321,True,98,909.2777122075832,1052.93104844776
98,2020-04-29,935,907,84.11269946834369,526.8838697630321,True,99,925.0126003032975,1052.93104844776
99,2020-04-30,947,919,84.11269946834369,526.8838697630321,True,100,939.2497748411889,1052.93104844776
100,2020-05-01,959,930,84.11269946834369,526.8838697630321,True,101,952.0857186820415,1052.93104844776
101,2020-05-02,963,932,84.11269946834369,526.8838697630321,True,102,963.6210099788531,1052.93104844776
102,2020-05-03,971,934,84.11269946834369,526.8838697630321,True,103,973.9573804143057,1052.93104844776
103,2020-05-04,985,947,84.11269946834369,526.8838697630321,True,104,983.1953648070854,1052.93104844776
104,2020-05-05,991,950,84.11269946834369,526.8838697630321,True,105,991.4324966650782,1052.93104844776
105,2020-05-06,998,957,84.11269946834369,526.8838697630321,True,106,998.7619873544907,1052.93104844776
106,2020-05-07,1007,963,84.11269946834369,526.8838697630321,True,107,1005.2718189315393,1052.93104844776
107,2020-05-08,1008,962,84.11269946834369,526.8838697630321,True,108,1011.0441798574084,1052.93104844776
108,2020-05-09,1011,964,84.11269946834369,526.8838697630321,True,109,1016.1551765635054,1052.93104844776
109,2020-05-10,1018,971,84.11269946834369,526.8838697630321,True,110,1020.67476032968,1052.93104844776
110,2020-05-11,1019,971,84.11269946834369,526.8838697630321,True,111,1024.6668167919197,1052.93104844776
111,2020-05-12,1020,972,84.11269946834369,526.8838697630321,True,112,1028.1893736167567,1052.93104844776
112,2020-05-13,1024,973,84.11269946834369,526.8838697630321,True,113,1031.2948898119032,1052.93104844776
113,2020-05-14,1026,975,84.11269946834369,526.8838697630321,True,114,1034.0305973945972,1052.93104844776
114,2020-05-15,1034,979,84.11269946834369,526.8838697630321,True,115,1036.4388725123772,1052.93104844776
115,2020-05-16,1037,982,84.11269946834369,526.8838697630321,True,116,1038.5576185413363,1052.93104844776
116,2020-05-17,1040,985,84.11269946834369,526.8838697630321,True,117,1040.4206481966744,1052.93104844776
117,2020-05-18,1043,988,84.11269946834369,526.8838697630321,True,118,1042.0580553529649,1052.93104844776
118,2020-05-19,1044,988,84.11269946834369,526.8838697630321,True,119,1043.4965701860656,1052.93104844776
119,2020-05-20,1045,988,84.11269946834369,526.8838697630321,True,120,1044.7598935228004,1052.93104844776
120,2020-05-21,1046,988,84.11269946834369,526.8838697630321,True,121,1045.8690080241108,1052.93104844776
121,2020-05-22,1048,990,84.11269946834369,526.8838697630321,True,122,1046.8424651297876,1052.93104844776
122,2020-05-23,1049,991,84.11269946834369,526.8838697630321,True,123,1047.6966476442706,1052.93104844776
123,2020-05-24,1050,992,84.11269946834369,526.8838697630321,True,124,1048.4460085171927,1052.93104844776
124,2020-05-25,1051,993,84.11269946834369,526.8838697630321,True,125,1049.1032868310701,1052.93104844776
125,2020-05-26,1052,993,84.11269946834369,526.8838697630321,True,126,1049.6797023025222,1052.93104844776
126,2020-05-27,1053,994,84.11269946834369,526.8838697630321,True,127,1050.185129773463,1052.93104844776
127,2020-05-28,1055,996,84.11269946834369,526.8838697630321,True,128,1050.6282552473829,1052.93104844776
