,Report_Date,Somalia_cases,active_patients,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
117,2020-05-18,1455,1235,108.80003162191888,998.6949535046828,True,118,1449.7449772379482,1910.4487395099372
118,2020-05-19,1502,1265,108.80003162191888,998.6949535046828,True,119,1490.7874276072835,1910.4487395099372
119,2020-05-20,1573,1324,108.80003162191888,998.6949535046828,True,120,1529.7461925759933,1910.4487395099372
120,2020-05-21,1594,1329,108.80003162191888,998.6949535046828,True,121,1566.5747504172743,1910.4487395099372
121,2020-05-22,1594,1329,108.80003162191888,998.6949535046828,True,122,1601.2539999332637,1910.4487395099372
122,2020-05-23,1594,1329,108.80003162191888,998.6949535046828,True,123,1633.7896003993046,1910.4487395099372
123,2020-05-24,1594,1329,108.80003162191888,998.6949535046828,True,124,1664.2089970095549,1910.4487395099372
124,2020-05-25,1689,1388,108.80003162191888,998.6949535046828,True,125,1692.5582900566117,1910.4487395099372
125,2020-05-26,1711,1391,108.80003162191888,998.6949535046828,True,126,1718.8990851011224,1910.4487395099372
126,2020-05-27,1731,1399,108.80003162191888,998.6949535046828,True,127,1743.305436526927,1910.4487395099372
127,2020-05-28,1828,1446,108.80003162191888,998.6949535046828,True,128,1765.860970805415,1910.4487395099372
