,Report_Date,Australia_western australia_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
37,2020-02-28,0,67.45509825038323,278.1116677781856,True,38,3.6232595668630343,556.2156294781557
38,2020-02-29,2,67.45509825038323,278.1116677781856,True,39,4.292365082877848,556.2156294781557
39,2020-03-01,2,67.45509825038323,278.1116677781856,True,40,5.083897199099569,556.2156294781557
40,2020-03-02,2,67.45509825038323,278.1116677781856,True,41,6.019799544395009,556.2156294781557
41,2020-03-03,2,67.45509825038323,278.1116677781856,True,42,7.125765986290016,556.2156294781557
42,2020-03-04,2,67.45509825038323,278.1116677781856,True,43,8.43180835144965,556.2156294781557
43,2020-03-05,3,67.45509825038323,278.1116677781856,True,44,9.972880376984874,556.2156294781557
44,2020-03-06,3,67.45509825038323,278.1116677781856,True,45,11.789550507952669,556.2156294781557
45,2020-03-07,3,67.45509825038323,278.1116677781856,True,46,13.928708920466658,556.2156294781557
46,2020-03-08,3,67.45509825038323,278.1116677781856,True,47,16.444284017777765,556.2156294781557
47,2020-03-09,4,67.45509825038323,278.1116677781856,True,48,19.39792991728057,556.2156294781557
48,2020-03-10,6,67.45509825038323,278.1116677781856,True,49,22.85962845697987,556.2156294781557
49,2020-03-11,9,67.45509825038323,278.1116677781856,True,50,26.908126545983116,556.2156294781557
50,2020-03-12,9,67.45509825038323,278.1116677781856,True,51,31.631102301025987,556.2156294781557
51,2020-03-13,14,67.45509825038323,278.1116677781856,True,52,37.12492230517767,556.2156294781557
52,2020-03-14,17,67.45509825038323,278.1116677781856,True,53,43.493819963935024,556.2156294781557
53,2020-03-15,17,67.45509825038323,278.1116677781856,True,54,50.84829603104644,556.2156294781557
54,2020-03-16,28,67.45509825038323,278.1116677781856,True,55,59.30252464305231,556.2156294781557
55,2020-03-17,31,67.45509825038323,278.1116677781856,True,56,68.97055285389932,556.2156294781557
56,2020-03-18,35,67.45509825038323,278.1116677781856,True,57,79.96112320477384,556.2156294781557
57,2020-03-19,52,67.45509825038323,278.1116677781856,True,58,92.37104347241655,556.2156294781557
58,2020-03-20,64,67.45509825038323,278.1116677781856,True,59,106.27718945835832,556.2156294781557
59,2020-03-21,90,67.45509825038323,278.1116677781856,True,60,121.72746099002529,556.2156294781557
60,2020-03-22,120,67.45509825038323,278.1116677781856,True,61,138.731306480082,556.2156294781557
61,2020-03-23,140,67.45509825038323,278.1116677781856,True,62,157.25074987777901,556.2156294781557
62,2020-03-24,175,67.45509825038323,278.1116677781856,True,63,177.1931280070945,556.2156294781557
63,2020-03-25,175,67.45509825038323,278.1116677781856,True,64,198.40688439171794,556.2156294781557
64,2020-03-26,231,67.45509825038323,278.1116677781856,True,65,220.68167283266865,556.2156294781557
65,2020-03-27,231,67.45509825038323,278.1116677781856,True,66,243.75363727449053,556.2156294781557
66,2020-03-28,278,67.45509825038323,278.1116677781856,True,67,267.3160619451362,556.2156294781557
67,2020-03-29,311,67.45509825038323,278.1116677781856,True,68,291.03473076906437,556.2156294781557
68,2020-03-30,355,67.45509825038323,278.1116677781856,True,69,314.56648620182324,556.2156294781557
69,2020-03-31,364,67.45509825038323,278.1116677781856,True,70,337.578857038796,556.2156294781557
70,2020-04-01,392,67.45509825038323,278.1116677781856,True,71,359.76841026810933,556.2156294781557
71,2020-04-02,400,67.45509825038323,278.1116677781856,True,72,380.87573764999746,556.2156294781557
72,2020-04-03,400,67.45509825038323,278.1116677781856,True,73,400.69563730018274,556.2156294781557
73,2020-04-04,436,67.45509825038323,278.1116677781856,True,74,419.0819090521976,556.2156294781557
74,2020-04-05,453,67.45509825038323,278.1116677781856,True,75,435.94702766742387,556.2156294781557
75,2020-04-06,460,67.45509825038323,278.1116677781856,True,76,451.25760760241246,556.2156294781557
76,2020-04-07,460,67.45509825038323,278.1116677781856,True,77,465.02693240796003,556.2156294781557
77,2020-04-08,481,67.45509825038323,278.1116677781856,True,78,477.3058905942696,556.2156294781557
78,2020-04-09,495,67.45509825038323,278.1116677781856,True,79,488.1735054272579,556.2156294781557
79,2020-04-10,506,67.45509825038323,278.1116677781856,True,80,497.7279644878076,556.2156294781557
80,2020-04-11,514,67.45509825038323,278.1116677781856,True,81,506.0787361107078,556.2156294781557
81,2020-04-12,514,67.45509825038323,278.1116677781856,True,82,513.3400690104585,556.2156294781557
82,2020-04-13,517,67.45509825038323,278.1116677781856,True,83,519.6259434537629,556.2156294781557
83,2020-04-14,527,67.45509825038323,278.1116677781856,True,84,525.0463870537915,556.2156294781557
84,2020-04-15,527,67.45509825038323,278.1116677781856,True,85,529.7049790618389,556.2156294781557
85,2020-04-16,532,67.45509825038323,278.1116677781856,True,86,533.6973294568431,556.2156294781557
86,2020-04-17,541,67.45509825038323,278.1116677781856,True,87,537.1103170413917,556.2156294781557
87,2020-04-18,544,67.45509825038323,278.1116677781856,True,88,540.0218898941451,556.2156294781557
88,2020-04-19,545,67.45509825038323,278.1116677781856,True,89,542.5012610078095,556.2156294781557
89,2020-04-20,545,67.45509825038323,278.1116677781856,True,90,544.6093643437619,556.2156294781557
90,2020-04-21,546,67.45509825038323,278.1116677781856,True,91,546.399467379471,556.2156294781557
91,2020-04-22,546,67.45509825038323,278.1116677781856,True,92,547.9178632089304,556.2156294781557
92,2020-04-23,546,67.45509825038323,278.1116677781856,True,93,549.204587528537,556.2156294781557
93,2020-04-24,548,67.45509825038323,278.1116677781856,True,94,550.294123424417,556.2156294781557
94,2020-04-25,549,67.45509825038323,278.1116677781856,True,95,551.2160702549753,556.2156294781557
95,2020-04-26,549,67.45509825038323,278.1116677781856,True,96,551.9957627660799,556.2156294781557
96,2020-04-27,549,67.45509825038323,278.1116677781856,True,97,552.6548335851173,556.2156294781557
97,2020-04-28,550,67.45509825038323,278.1116677781856,True,98,553.211717055788,556.2156294781557
98,2020-04-29,551,67.45509825038323,278.1116677781856,True,99,553.6820955449199,556.2156294781557
99,2020-04-30,551,67.45509825038323,278.1116677781856,True,100,554.0792913195818,556.2156294781557
100,2020-05-01,551,67.45509825038323,278.1116677781856,True,101,554.414608204623,556.2156294781557
101,2020-05-02,551,67.45509825038323,278.1116677781856,True,102,554.6976277513871,556.2156294781557
102,2020-05-03,551,67.45509825038323,278.1116677781856,True,103,554.9364647734798,556.2156294781557
103,2020-05-04,551,67.45509825038323,278.1116677781856,True,104,555.1379869771229,556.2156294781557
104,2020-05-05,551,67.45509825038323,278.1116677781856,True,105,555.3080031325212,556.2156294781557
105,2020-05-06,551,67.45509825038323,278.1116677781856,True,106,555.4514238687517,556.2156294781557
106,2020-05-07,552,67.45509825038323,278.1116677781856,True,107,555.5723987751467,556.2156294781557
107,2020-05-08,552,67.45509825038323,278.1116677781856,True,108,555.6744330879034,556.2156294781557
108,2020-05-09,552,67.45509825038323,278.1116677781856,True,109,555.7604868510127,556.2156294781557
109,2020-05-10,552,67.45509825038323,278.1116677781856,True,110,555.83305907685,556.2156294781557
110,2020-05-11,553,67.45509825038323,278.1116677781856,True,111,555.8942590996948,556.2156294781557
111,2020-05-12,553,67.45509825038323,278.1116677781856,True,112,555.9458670172244,556.2156294781557
112,2020-05-13,552,67.45509825038323,278.1116677781856,True,113,555.9893848505109,556.2156294781557
113,2020-05-14,552,67.45509825038323,278.1116677781856,True,114,556.0260798206432,556.2156294781557
114,2020-05-15,552,67.45509825038323,278.1116677781856,True,115,556.0570209374603,556.2156294781557
115,2020-05-16,553,67.45509825038323,278.1116677781856,True,116,556.0831099202233,556.2156294781557
116,2020-05-17,554,67.45509825038323,278.1116677781856,True,117,556.1051073185531,556.2156294781557
117,2020-05-18,557,67.45509825038323,278.1116677781856,True,118,556.123654571764,556.2156294781557
118,2020-05-19,557,67.45509825038323,278.1116677781856,True,119,556.1392926332287,556.2156294781557
119,2020-05-20,557,67.45509825038323,278.1116677781856,True,120,556.1524776911601,556.2156294781557
120,2020-05-21,557,67.45509825038323,278.1116677781856,True,121,556.1635944360029,556.2156294781557
121,2020-05-22,557,67.45509825038323,278.1116677781856,True,122,556.1729672555489,556.2156294781557
122,2020-05-23,560,67.45509825038323,278.1116677781856,True,123,556.1808696801988,556.2156294781557
