,Report_Date,Costa Rica_cases,active_patients,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
59,2020-03-21,117,113,0.037714411507527676,173.52227265053256,True,60,347.0445453010651,347.0445453010651
60,2020-03-22,134,130,0.037714411507527676,173.52227265053256,True,61,347.0445453010651,347.0445453010651
61,2020-03-23,158,154,0.037714411507527676,173.52227265053256,True,62,347.0445453010651,347.0445453010651
62,2020-03-24,177,173,0.037714411507527676,173.52227265053256,True,63,347.0445453010651,347.0445453010651
63,2020-03-25,201,197,0.037714411507527676,173.52227265053256,True,64,347.0445453010651,347.0445453010651
64,2020-03-26,231,227,0.037714411507527676,173.52227265053256,True,65,347.0445453010651,347.0445453010651
65,2020-03-27,263,258,0.037714411507527676,173.52227265053256,True,66,347.0445453010651,347.0445453010651
66,2020-03-28,295,290,0.037714411507527676,173.52227265053256,True,67,347.0445453010651,347.0445453010651
67,2020-03-29,314,309,0.037714411507527676,173.52227265053256,True,68,347.0445453010651,347.0445453010651
68,2020-03-30,330,324,0.037714411507527676,173.52227265053256,True,69,347.0445453010651,347.0445453010651
69,2020-03-31,347,341,0.037714411507527676,173.52227265053256,True,70,347.0445453010651,347.0445453010651
70,2020-04-01,375,369,0.037714411507527676,173.52227265053256,True,71,347.0445453010651,347.0445453010651
71,2020-04-02,396,388,0.037714411507527676,173.52227265053256,True,72,347.0445453010651,347.0445453010651
72,2020-04-03,416,403,0.037714411507527676,173.52227265053256,True,73,347.0445453010651,347.0445453010651
73,2020-04-04,435,420,0.037714411507527676,173.52227265053256,True,74,347.0445453010651,347.0445453010651
74,2020-04-05,454,436,0.037714411507527676,173.52227265053256,True,75,347.0445453010651,347.0445453010651
75,2020-04-06,467,447,0.037714411507527676,173.52227265053256,True,76,347.0445453010651,347.0445453010651
76,2020-04-07,483,457,0.037714411507527676,173.52227265053256,True,77,347.0445453010651,347.0445453010651
77,2020-04-08,502,470,0.037714411507527676,173.52227265053256,True,78,347.0445453010651,347.0445453010651
78,2020-04-09,539,506,0.037714411507527676,173.52227265053256,True,79,347.0445453010651,347.0445453010651
79,2020-04-10,558,513,0.037714411507527676,173.52227265053256,True,80,347.0445453010651,347.0445453010651
80,2020-04-11,577,525,0.037714411507527676,173.52227265053256,True,81,347.0445453010651,347.0445453010651
81,2020-04-12,595,536,0.037714411507527676,173.52227265053256,True,82,347.0445453010651,347.0445453010651
82,2020-04-13,612,547,0.037714411507527676,173.52227265053256,True,83,347.0445453010651,347.0445453010651
83,2020-04-14,618,549,0.037714411507527676,173.52227265053256,True,84,347.0445453010651,347.0445453010651
84,2020-04-15,626,555,0.037714411507527676,173.52227265053256,True,85,347.0445453010651,347.0445453010651
85,2020-04-16,642,564,0.037714411507527676,173.52227265053256,True,86,347.0445453010651,347.0445453010651
86,2020-04-17,649,557,0.037714411507527676,173.52227265053256,True,87,347.0445453010651,347.0445453010651
87,2020-04-18,655,554,0.037714411507527676,173.52227265053256,True,88,347.0445453010651,347.0445453010651
88,2020-04-19,660,543,0.037714411507527676,173.52227265053256,True,89,347.0445453010651,347.0445453010651
89,2020-04-20,662,532,0.037714411507527676,173.52227265053256,True,90,347.0445453010651,347.0445453010651
90,2020-04-21,669,513,0.037714411507527676,173.52227265053256,True,91,347.0445453010651,347.0445453010651
91,2020-04-22,681,495,0.037714411507527676,173.52227265053256,True,92,347.0445453010651,347.0445453010651
92,2020-04-23,686,484,0.037714411507527676,173.52227265053256,True,93,347.0445453010651,347.0445453010651
93,2020-04-24,687,465,0.037714411507527676,173.52227265053256,True,94,347.0445453010651,347.0445453010651
94,2020-04-25,693,445,0.037714411507527676,173.52227265053256,True,95,347.0445453010651,347.0445453010651
95,2020-04-26,695,425,0.037714411507527676,173.52227265053256,True,96,347.0445453010651,347.0445453010651
96,2020-04-27,697,404,0.037714411507527676,173.52227265053256,True,97,347.0445453010651,347.0445453010651
97,2020-04-28,705,393,0.037714411507527676,173.52227265053256,True,98,347.0445453010651,347.0445453010651
98,2020-04-29,713,384,0.037714411507527676,173.52227265053256,True,99,347.0445453010651,347.0445453010651
99,2020-04-30,719,375,0.037714411507527676,173.52227265053256,True,100,347.0445453010651,347.0445453010651
100,2020-05-01,725,364,0.037714411507527676,173.52227265053256,True,101,347.0445453010651,347.0445453010651
101,2020-05-02,733,355,0.037714411507527676,173.52227265053256,True,102,347.0445453010651,347.0445453010651
102,2020-05-03,739,347,0.037714411507527676,173.52227265053256,True,103,347.0445453010651,347.0445453010651
103,2020-05-04,742,337,0.037714411507527676,173.52227265053256,True,104,347.0445453010651,347.0445453010651
104,2020-05-05,755,336,0.037714411507527676,173.52227265053256,True,105,347.0445453010651,347.0445453010651
105,2020-05-06,761,327,0.037714411507527676,173.52227265053256,True,106,347.0445453010651,347.0445453010651
106,2020-05-07,765,314,0.037714411507527676,173.52227265053256,True,107,347.0445453010651,347.0445453010651
107,2020-05-08,773,306,0.037714411507527676,173.52227265053256,True,108,347.0445453010651,347.0445453010651
108,2020-05-09,780,294,0.037714411507527676,173.52227265053256,True,109,347.0445453010651,347.0445453010651
109,2020-05-10,792,284,0.037714411507527676,173.52227265053256,True,110,347.0445453010651,347.0445453010651
110,2020-05-11,801,277,0.037714411507527676,173.52227265053256,True,111,347.0445453010651,347.0445453010651
111,2020-05-12,804,277,0.037714411507527676,173.52227265053256,True,112,347.0445453010651,347.0445453010651
112,2020-05-13,815,280,0.037714411507527676,173.52227265053256,True,113,347.0445453010651,347.0445453010651
113,2020-05-14,830,287,0.037714411507527676,173.52227265053256,True,114,347.0445453010651,347.0445453010651
114,2020-05-15,843,292,0.037714411507527676,173.52227265053256,True,115,347.0445453010651,347.0445453010651
115,2020-05-16,853,292,0.037714411507527676,173.52227265053256,True,116,347.0445453010651,347.0445453010651
116,2020-05-17,863,288,0.037714411507527676,173.52227265053256,True,117,347.0445453010651,347.0445453010651
117,2020-05-18,866,281,0.037714411507527676,173.52227265053256,True,118,347.0445453010651,347.0445453010651
118,2020-05-19,882,295,0.037714411507527676,173.52227265053256,True,119,347.0445453010651,347.0445453010651
119,2020-05-20,897,305,0.037714411507527676,173.52227265053256,True,120,347.0445453010651,347.0445453010651
120,2020-05-21,903,301,0.037714411507527676,173.52227265053256,True,121,347.0445453010651,347.0445453010651
121,2020-05-22,911,301,0.037714411507527676,173.52227265053256,True,122,347.0445453010651,347.0445453010651
122,2020-05-23,918,301,0.037714411507527676,173.52227265053256,True,123,347.0445453010651,347.0445453010651
123,2020-05-24,930,300,0.037714411507527676,173.52227265053256,True,124,347.0445453010651,347.0445453010651
124,2020-05-25,951,313,0.037714411507527676,173.52227265053256,True,125,347.0445453010651,347.0445453010651
125,2020-05-26,956,312,0.037714411507527676,173.52227265053256,True,126,347.0445453010651,347.0445453010651
126,2020-05-27,984,335,0.037714411507527676,173.52227265053256,True,127,347.0445453010651,347.0445453010651
127,2020-05-28,1000,344,0.037714411507527676,173.52227265053256,True,128,347.0445453010651,347.0445453010651
