,Report_Date,Uganda_cases,active_patients,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
54,2020-03-16,0,0,163.62094405576053,832.9436169933302,False,55,12.618783659972626,1665.8872339865643
55,2020-03-17,0,0,163.62094405576053,832.9436169933302,False,56,13.193478046512137,1665.8872339865643
56,2020-03-18,0,0,163.62094405576053,832.9436169933302,False,57,13.794127231254322,1665.8872339865643
57,2020-03-19,0,0,163.62094405576053,832.9436169933302,False,58,14.42188308008022,1665.8872339865643
58,2020-03-20,0,0,163.62094405576053,832.9436169933302,False,59,15.077946687952583,1665.8872339865643
59,2020-03-21,1,1,163.62094405576053,832.9436169933302,False,60,15.763570306439133,1665.8872339865643
60,2020-03-22,1,1,163.62094405576053,832.9436169933302,False,61,16.480059329953818,1665.8872339865643
61,2020-03-23,9,9,163.62094405576053,832.9436169933302,False,62,17.228774340818408,1665.8872339865643
62,2020-03-24,9,9,163.62094405576053,832.9436169933302,False,63,18.011133213036672,1665.8872339865643
63,2020-03-25,14,14,163.62094405576053,832.9436169933302,False,64,18.828613274435842,1665.8872339865643
64,2020-03-26,14,14,163.62094405576053,832.9436169933302,False,65,19.68275352656549,1665.8872339865643
65,2020-03-27,23,23,163.62094405576053,832.9436169933302,False,66,20.575156921447565,1665.8872339865643
66,2020-03-28,30,30,163.62094405576053,832.9436169933302,False,67,21.50749269394232,1665.8872339865643
67,2020-03-29,33,33,163.62094405576053,832.9436169933302,False,68,22.48149874813025,1665.8872339865643
68,2020-03-30,33,33,163.62094405576053,832.9436169933302,False,69,23.498984095705755,1665.8872339865643
69,2020-03-31,44,44,163.62094405576053,832.9436169933302,False,70,24.56183134393399,1665.8872339865643
70,2020-04-01,44,44,163.62094405576053,832.9436169933302,False,71,25.67199923023178,1665.8872339865643
71,2020-04-02,45,45,163.62094405576053,832.9436169933302,False,72,26.831525199896628,1665.8872339865643
72,2020-04-03,48,48,163.62094405576053,832.9436169933302,False,73,28.042528022918795,1665.8872339865643
73,2020-04-04,48,48,163.62094405576053,832.9436169933302,False,74,29.307210445168934,1665.8872339865643
74,2020-04-05,52,52,163.62094405576053,832.9436169933302,False,75,30.6278618685528,1665.8872339865643
75,2020-04-06,52,52,163.62094405576053,832.9436169933302,False,76,32.00686105396275,1665.8872339865643
76,2020-04-07,52,52,163.62094405576053,832.9436169933302,False,77,33.44667884002866,1665.8872339865643
77,2020-04-08,53,53,163.62094405576053,832.9436169933302,False,78,34.949880869776045,1665.8872339865643
78,2020-04-09,53,53,163.62094405576053,832.9436169933302,False,79,36.51913031633185,1665.8872339865643
79,2020-04-10,53,53,163.62094405576053,832.9436169933302,False,80,38.15719059777671,1665.8872339865643
80,2020-04-11,53,49,163.62094405576053,832.9436169933302,False,81,39.86692807012121,1665.8872339865643
81,2020-04-12,54,50,163.62094405576053,832.9436169933302,False,82,41.65131468618269,1665.8872339865643
82,2020-04-13,54,47,163.62094405576053,832.9436169933302,False,83,43.5134306068521,1665.8872339865643
83,2020-04-14,55,47,163.62094405576053,832.9436169933302,False,84,45.45646674986837,1665.8872339865643
84,2020-04-15,55,43,163.62094405576053,832.9436169933302,False,85,47.48372725975681,1665.8872339865643
85,2020-04-16,55,35,163.62094405576053,832.9436169933302,False,86,49.59863188103659,1665.8872339865643
86,2020-04-17,56,36,163.62094405576053,832.9436169933302,False,87,51.80471821516228,1665.8872339865643
87,2020-04-18,55,33,163.62094405576053,832.9436169933302,False,88,54.10564383993229,1665.8872339865643
88,2020-04-19,55,27,163.62094405576053,832.9436169933302,False,89,56.50518826827733,1665.8872339865643
89,2020-04-20,56,18,163.62094405576053,832.9436169933302,False,90,59.007254721434585,1665.8872339865643
90,2020-04-21,61,23,163.62094405576053,832.9436169933302,False,91,61.61587168952414,1665.8872339865643
91,2020-04-22,63,18,163.62094405576053,832.9436169933302,False,92,64.33519425047558,1665.8872339865643
92,2020-04-23,74,28,163.62094405576053,832.9436169933302,False,93,67.16950511611438,1665.8872339865643
93,2020-04-24,75,29,163.62094405576053,832.9436169933302,False,94,70.12321537201791,1665.8872339865643
94,2020-04-25,75,29,163.62094405576053,832.9436169933302,False,95,73.20086487549756,1665.8872339865643
95,2020-04-26,79,33,163.62094405576053,832.9436169933302,False,96,76.40712227377661,1665.8872339865643
96,2020-04-27,79,32,163.62094405576053,832.9436169933302,False,97,79.74678460212266,1665.8872339865643
97,2020-04-28,79,27,163.62094405576053,832.9436169933302,False,98,83.22477641938237,1665.8872339865643
98,2020-04-29,81,29,163.62094405576053,832.9436169933302,False,99,86.84614843607721,1665.8872339865643
99,2020-04-30,83,31,163.62094405576053,832.9436169933302,False,100,90.61607558797445,1665.8872339865643
100,2020-05-01,85,33,163.62094405576053,832.9436169933302,False,101,94.53985450588445,1665.8872339865643
101,2020-05-02,88,36,163.62094405576053,832.9436169933302,False,102,98.62290033038086,1665.8872339865643
102,2020-05-03,89,37,163.62094405576053,832.9436169933302,False,103,102.87074281823973,1665.8872339865643
103,2020-05-04,97,42,163.62094405576053,832.9436169933302,False,104,107.28902168568192,1665.8872339865643
104,2020-05-05,98,43,163.62094405576053,832.9436169933302,False,105,111.88348113203953,1665.8872339865643
105,2020-05-06,100,45,163.62094405576053,832.9436169933302,False,106,116.65996348629348,1665.8872339865643
106,2020-05-07,101,46,163.62094405576053,832.9436169933302,False,107,121.6244019181113,1665.8872339865643
107,2020-05-08,101,46,163.62094405576053,832.9436169933302,False,108,126.78281215460876,1665.8872339865643
108,2020-05-09,116,61,163.62094405576053,832.9436169933302,False,109,132.14128314414015,1665.8872339865643
109,2020-05-10,121,66,163.62094405576053,832.9436169933302,False,110,137.70596660905426,1665.8872339865643
110,2020-05-11,121,66,163.62094405576053,832.9436169933302,False,111,143.48306543061938,1665.8872339865643
111,2020-05-12,129,74,163.62094405576053,832.9436169933302,False,112,149.4788208112926,1665.8872339865643
112,2020-05-13,139,84,163.62094405576053,832.9436169933302,False,113,155.69949816227822,1665.8872339865643
113,2020-05-14,160,97,163.62094405576053,832.9436169933302,False,114,162.15137166796083,1665.8872339865643
114,2020-05-15,203,140,163.62094405576053,832.9436169933302,False,115,168.84070748340088,1665.8872339865643
115,2020-05-16,227,164,163.62094405576053,832.9436169933302,False,116,175.7737455267287,1665.8872339865643
116,2020-05-17,227,164,163.62094405576053,832.9436169933302,False,117,182.95667983503736,1665.8872339865643
117,2020-05-18,248,185,163.62094405576053,832.9436169933302,False,118,190.3956374603475,1665.8872339865643
118,2020-05-19,260,197,163.62094405576053,832.9436169933302,False,119,198.09665589145047,1665.8872339865643
119,2020-05-20,264,199,163.62094405576053,832.9436169933302,False,120,206.06565899800157,1665.8872339865643
120,2020-05-21,160,94,163.62094405576053,832.9436169933302,False,121,214.30843150516765,1665.8872339865643
121,2020-05-22,175,107,163.62094405576053,832.9436169933302,False,122,222.83059202047815,1665.8872339865643
122,2020-05-23,198,130,163.62094405576053,832.9436169933302,False,123,231.6375646492834,1665.8872339865643
123,2020-05-24,198,130,163.62094405576053,832.9436169933302,False,124,240.7345492513914,1665.8872339865643
124,2020-05-25,222,153,163.62094405576053,832.9436169933302,False,125,250.12649040898648,1665.8872339865643
125,2020-05-26,253,184,163.62094405576053,832.9436169933302,False,126,259.8180451947791,1665.8872339865643
126,2020-05-27,281,212,163.62094405576053,832.9436169933302,False,127,269.8135498493844,1665.8872339865643
127,2020-05-28,317,248,163.62094405576053,832.9436169933302,False,128,280.1169854980593,1665.8872339865643
