,Report_Date,France_martinique_cases,active_patients,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
99,2020-04-30,178,81,67.57297817641134,91.09000248495202,True,100,181.45662687098536,182.17888471792472
100,2020-05-01,179,82,67.57297817641134,91.09000248495202,True,101,181.56956704739093,182.17888471792472
101,2020-05-02,179,82,67.57297817641134,91.09000248495202,True,102,181.66492405963697,182.17888471792472
102,2020-05-03,179,82,67.57297817641134,91.09000248495202,True,103,181.74542092708086,182.17888471792472
103,2020-05-04,181,84,67.57297817641134,91.09000248495202,True,104,181.81336312997846,182.17888471792472
104,2020-05-05,181,84,67.57297817641134,91.09000248495202,True,105,181.87070143007426,182.17888471792472
105,2020-05-06,182,85,67.57297817641134,91.09000248495202,True,106,181.91908558973233,182.17888471792472
106,2020-05-07,183,86,67.57297817641134,91.09000248495202,True,107,181.95991020492895,182.17888471792472
107,2020-05-08,186,89,67.57297817641134,91.09000248495202,True,108,181.9943537365754,182.17888471792472
108,2020-05-09,186,89,67.57297817641134,91.09000248495202,True,109,182.02341169758824,182.17888471792472
109,2020-05-10,186,89,67.57297817641134,91.09000248495202,True,110,182.0479248339014,182.17888471792472
110,2020-05-11,187,90,67.57297817641134,91.09000248495202,True,111,182.06860302836768,182.17888471792472
111,2020-05-12,187,82,67.57297817641134,91.09000248495202,True,112,182.08604555810211,182.17888471792472
112,2020-05-13,189,84,67.57297817641134,91.09000248495202,True,113,182.10075824834001,182.17888471792472
113,2020-05-14,189,84,67.57297817641134,91.09000248495202,True,114,182.11316798888592,182.17888471792472
114,2020-05-15,192,87,67.57297817641134,91.09000248495202,True,115,182.12363501198436,182.17888471792472
115,2020-05-16,192,87,67.57297817641134,91.09000248495202,True,116,182.13246327208103,182.17888471792472
116,2020-05-17,192,87,67.57297817641134,91.09000248495202,True,117,182.13990921754433,182.17888471792472
117,2020-05-18,192,87,67.57297817641134,91.09000248495202,True,118,182.14618920106935,182.17888471792472
118,2020-05-19,192,87,67.57297817641134,91.09000248495202,True,119,182.15148573832963,182.17888471792472
119,2020-05-20,192,87,67.57297817641134,91.09000248495202,True,120,182.1559527926737,182.17888471792472
120,2020-05-21,192,87,67.57297817641134,91.09000248495202,True,121,182.15972023657136,182.17888471792472
121,2020-05-22,197,92,67.57297817641134,91.09000248495202,True,122,182.16289761744156,182.17888471792472
122,2020-05-23,197,92,67.57297817641134,91.09000248495202,True,123,182.1655773358869,182.17888471792472
123,2020-05-24,197,92,67.57297817641134,91.09000248495202,True,124,182.16783732770816,182.17888471792472
124,2020-05-25,197,92,67.57297817641134,91.09000248495202,True,125,182.1697433269545,182.17888471792472
125,2020-05-26,197,92,67.57297817641134,91.09000248495202,True,126,182.1713507752996,182.17888471792472
126,2020-05-27,197,92,67.57297817641134,91.09000248495202,True,127,182.1727064329059,182.17888471792472
127,2020-05-28,197,92,67.57297817641134,91.09000248495202,True,128,182.17384973736628,182.17888471792472
