,Report_Date,China_macau_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
60,2020-03-22,24,282.52180944810624,102499.18751567027,False,61,24.61847657001817,204998.37503134034
61,2020-03-23,24,282.52180944810624,102499.18751567027,False,62,25.64228678366112,204998.37503134034
62,2020-03-24,25,282.52180944810624,102499.18751567027,False,63,26.70866871244486,204998.37503134034
63,2020-03-25,30,282.52180944810624,102499.18751567027,False,64,27.819392087376777,204998.37503134034
64,2020-03-26,31,282.52180944810624,102499.18751567027,False,65,28.976300168221997,204998.37503134034
65,2020-03-27,33,282.52180944810624,102499.18751567027,False,66,30.18131279507969,204998.37503134034
66,2020-03-28,37,282.52180944810624,102499.18751567027,False,67,31.436429566316885,204998.37503134034
67,2020-03-29,37,282.52180944810624,102499.18751567027,False,68,32.74373314806737,204998.37503134034
68,2020-03-30,38,282.52180944810624,102499.18751567027,False,69,34.105392720716125,204998.37503134034
69,2020-03-31,41,282.52180944810624,102499.18751567027,False,70,35.523667568010154,204998.37503134034
70,2020-04-01,41,282.52180944810624,102499.18751567027,False,71,37.00091081466697,204998.37503134034
71,2020-04-02,41,282.52180944810624,102499.18751567027,False,72,38.53957331859082,204998.37503134034
72,2020-04-03,43,282.52180944810624,102499.18751567027,False,73,40.1422077240549,204998.37503134034
73,2020-04-04,43,282.52180944810624,102499.18751567027,False,74,41.81147268246716,204998.37503134034
74,2020-04-05,44,282.52180944810624,102499.18751567027,False,75,43.550137247604454,204998.37503134034
