,Report_Date,Ukraine_cases,active_patients,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
100,2020-05-01,10861,9176,103.13052832569213,11840.391772169902,True,101,10677.381780721562,22775.838402986417
101,2020-05-02,11411,9634,103.13052832569213,11840.391772169902,True,102,11221.827863676692,22775.838402986417
102,2020-05-03,11913,10077,103.13052832569213,11840.391772169902,True,103,11768.90952761571,22775.838402986417
103,2020-05-04,12331,10409,103.13052832569213,11840.391772169902,True,104,12316.296584178972,22775.838402986417
104,2020-05-05,12697,10506,103.13052832569213,11840.391772169902,True,105,12861.653642876636,22775.838402986417
105,2020-05-06,13184,10760,103.13052832569213,11840.391772169902,True,106,13402.679811324686,22775.838402986417
106,2020-05-07,13691,10955,103.13052832569213,11840.391772169902,True,107,13937.147156753565,22775.838402986417
107,2020-05-08,14195,11128,103.13052832569213,11840.391772169902,True,108,14462.936578451767,22775.838402986417
108,2020-05-09,14710,11425,103.13052832569213,11840.391772169902,True,109,14978.069896848066,22775.838402986417
109,2020-05-10,15232,11781,103.13052832569213,11840.391772169902,True,110,15480.737187045714,22775.838402986417
110,2020-05-11,15648,11952,103.13052832569213,11840.391772169902,True,111,15969.318653232089,22775.838402986417
111,2020-05-12,16023,12225,103.13052832569213,11840.391772169902,True,112,16442.40063295609,22775.838402986417
112,2020-05-13,16425,12270,103.13052832569213,11840.391772169902,True,113,16898.78561387615,22775.838402986417
113,2020-05-14,16847,12248,103.13052832569213,11840.391772169902,True,114,17337.49641935687,22775.838402986417
114,2020-05-15,17330,12381,103.13052832569213,11840.391772169902,True,115,17757.774956300713,22775.838402986417
115,2020-05-16,17858,12455,103.13052832569213,11840.391772169902,True,116,18159.076107058343,22775.838402986417
116,2020-05-17,18291,12661,103.13052832569213,11840.391772169902,True,117,18541.05748096548,22775.838402986417
117,2020-05-18,18616,12805,103.13052832569213,11840.391772169902,True,118,18903.565819113006,22775.838402986417
118,2020-05-19,18876,12696,103.13052832569213,11840.391772169902,True,119,19246.620871981824,22775.838402986417
119,2020-05-20,19230,12711,103.13052832569213,11840.391772169902,True,120,19570.39755052567,22775.838402986417
120,2020-05-21,19706,12900,103.13052832569213,11840.391772169902,True,121,19875.207096207,22775.838402986417
121,2020-05-22,20148,12975,103.13052832569213,11840.391772169902,True,122,20161.477934288705,22775.838402986417
122,2020-05-23,20580,13046,103.13052832569213,11840.391772169902,True,123,20429.73677709785,22775.838402986417
123,2020-05-24,20986,13261,103.13052832569213,11840.391772169902,True,124,20680.590438806987,22775.838402986417
124,2020-05-25,21245,13388,103.13052832569213,11840.391772169902,True,125,20914.708717895337,22775.838402986417
125,2020-05-26,21584,13365,103.13052832569213,11840.391772169902,True,126,21132.808603558115,22775.838402986417
126,2020-05-27,21905,13252,103.13052832569213,11840.391772169902,True,127,21335.639971945042,22775.838402986417
127,2020-05-28,22382,13274,103.13052832569213,11840.391772169902,True,128,21523.972859687194,22775.838402986417
