,Report_Date,Australia_queensland_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
28,2020-02-19,5,66.21910382536637,536.3987736247243,True,29,1.6578549908959457,1065.6450778531635
29,2020-02-20,5,66.21910382536637,536.3987736247243,True,30,1.9720868087627115,1065.6450778531635
30,2020-02-21,5,66.21910382536637,536.3987736247243,True,31,2.3457480677634828,1065.6450778531635
31,2020-02-22,5,66.21910382536637,536.3987736247243,True,32,2.790024347515087,1065.6450778531635
32,2020-02-23,5,66.21910382536637,536.3987736247243,True,33,3.318184132484053,1065.6450778531635
33,2020-02-24,5,66.21910382536637,536.3987736247243,True,34,3.9459573996737296,1065.6450778531635
34,2020-02-25,5,66.21910382536637,536.3987736247243,True,35,4.69197916724449,1065.6450778531635
35,2020-02-26,5,66.21910382536637,536.3987736247243,True,36,5.578307534750892,1065.6450778531635
36,2020-02-27,5,66.21910382536637,536.3987736247243,True,37,6.631026440693106,1065.6450778531635
37,2020-02-28,5,66.21910382536637,536.3987736247243,True,38,7.880943760889381,1065.6450778531635
38,2020-02-29,9,66.21910382536637,536.3987736247243,True,39,9.36439525951588,1065.6450778531635
39,2020-03-01,9,66.21910382536637,536.3987736247243,True,40,11.12416398077889,1065.6450778531635
40,2020-03-02,9,66.21910382536637,536.3987736247243,True,41,13.210522510958834,1065.6450778531635
41,2020-03-03,11,66.21910382536637,536.3987736247243,True,42,15.682401572734475,1065.6450778531635
42,2020-03-04,11,66.21910382536637,536.3987736247243,True,43,18.608681871529168,1065.6450778531635
43,2020-03-05,13,66.21910382536637,536.3987736247243,True,44,22.06959600954189,1065.6450778531635
44,2020-03-06,13,66.21910382536637,536.3987736247243,True,45,26.158212387080845,1065.6450778531635
45,2020-03-07,13,66.21910382536637,536.3987736247243,True,46,30.981951863526362,1065.6450778531635
46,2020-03-08,15,66.21910382536637,536.3987736247243,True,47,36.664058940527525,1065.6450778531635
47,2020-03-09,15,66.21910382536637,536.3987736247243,True,48,43.34491078354527,1065.6450778531635
48,2020-03-10,18,66.21910382536637,536.3987736247243,True,49,51.18299834342286,1065.6450778531635
49,2020-03-11,20,66.21910382536637,536.3987736247243,True,50,60.355354035912306,1065.6450778531635
50,2020-03-12,20,66.21910382536637,536.3987736247243,True,51,71.05713174517358,1065.6450778531635
51,2020-03-13,35,66.21910382536637,536.3987736247243,True,52,83.49997257389239,1065.6450778531635
52,2020-03-14,46,66.21910382536637,536.3987736247243,True,53,97.90872410686298,1065.6450778531635
53,2020-03-15,61,66.21910382536637,536.3987736247243,True,54,114.51603924825454,1065.6450778531635
54,2020-03-16,68,66.21910382536637,536.3987736247243,True,55,133.55438840627252,1065.6450778531635
55,2020-03-17,78,66.21910382536637,536.3987736247243,True,56,155.24510922589033,1065.6450778531635
56,2020-03-18,94,66.21910382536637,536.3987736247243,True,57,179.7843285898715,1065.6450778531635
57,2020-03-19,144,66.21910382536637,536.3987736247243,True,58,207.32595470252835,1065.6450778531635
58,2020-03-20,184,66.21910382536637,536.3987736247243,True,59,237.96246489704063,1065.6450778531635
59,2020-03-21,221,66.21910382536637,536.3987736247243,True,60,271.704878482969,1065.6450778531635
60,2020-03-22,259,66.21910382536637,536.3987736247243,True,61,308.46401309268157,1065.6450778531635
61,2020-03-23,319,66.21910382536637,536.3987736247243,True,62,348.0357165536367,1065.6450778531635
62,2020-03-24,397,66.21910382536637,536.3987736247243,True,63,390.0930293059201,1065.6450778531635
63,2020-03-25,443,66.21910382536637,536.3987736247243,True,64,434.1879493509796,1065.6450778531635
64,2020-03-26,493,66.21910382536637,536.3987736247243,True,65,479.76451323105755,1065.6450778531635
65,2020-03-27,555,66.21910382536637,536.3987736247243,True,66,526.1833208315431,1065.6450778531635
66,2020-03-28,625,66.21910382536637,536.3987736247243,True,67,572.7556933284894,1065.6450778531635
67,2020-03-29,656,66.21910382536637,536.3987736247243,True,68,618.7838226496514,1065.6450778531635
68,2020-03-30,689,66.21910382536637,536.3987736247243,True,69,663.6020546567973,1065.6450778531635
69,2020-03-31,743,66.21910382536637,536.3987736247243,True,70,706.6142120321597,1065.6450778531635
70,2020-04-01,781,66.21910382536637,536.3987736247243,True,71,747.3226797066153,1065.6450778531635
71,2020-04-02,835,66.21910382536637,536.3987736247243,True,72,785.3465956559135,1065.6450778531635
72,2020-04-03,873,66.21910382536637,536.3987736247243,True,73,820.4284448086336,1065.6450778531635
73,2020-04-04,900,66.21910382536637,536.3987736247243,True,74,852.4301409688776,1065.6450778531635
74,2020-04-05,907,66.21910382536637,536.3987736247243,True,75,881.3209339927904,1065.6450778531635
75,2020-04-06,921,66.21910382536637,536.3987736247243,True,76,907.1600511452921,1065.6450778531635
76,2020-04-07,934,66.21910382536637,536.3987736247243,True,77,930.0769341548889,1065.6450778531635
77,2020-04-08,943,66.21910382536637,536.3987736247243,True,78,950.2514566133095,1065.6450778531635
78,2020-04-09,953,66.21910382536637,536.3987736247243,True,79,967.895824095367,1065.6450778531635
79,2020-04-10,965,66.21910382536637,536.3987736247243,True,80,983.2391604723455,1065.6450778531635
80,2020-04-11,974,66.21910382536637,536.3987736247243,True,81,996.5151897613185,1065.6450778531635
81,2020-04-12,983,66.21910382536637,536.3987736247243,True,82,1007.9529871602116,1065.6450778531635
82,2020-04-13,987,66.21910382536637,536.3987736247243,True,83,1017.7704987670382,1065.6450778531635
83,2020-04-14,998,66.21910382536637,536.3987736247243,True,84,1026.1703910184212,1065.6450778531635
84,2020-04-15,999,66.21910382536637,536.3987736247243,True,85,1033.337751398767,1065.6450778531635
